t,theta_true,omega_true,theta_hat,omega_hat,theta_meas,omega_meas,forcing_d,u,error,pid_integral,pid_derivative,K00,K01,K10,K11,P00,P01,P10,P11,Q00,Q01,Q10,Q11,R00,R01,R10,R11
0.2,4.623509780604494,27.14539722551679,4.646596947082556,27.15795251062839,4.72136467179673,27.19784412863008,0.018050865639255034,7.945154935201657,5.353403052917444,1.73375885867372,-27.32429285083735,0.1028376469812794,0.0,0.0,0.1028376469812794,0.00514188234906397,0.0,0.0,0.00514188234906397,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.22,5.1664177251148296,27.29113578516787,5.185272242830103,27.30299494851656,5.143304316806736,27.29687478966502,0.018166584206821858,0.6192036861734564,4.814727757169897,1.830053413817118,-26.933764787377346,0.09652512929304653,0.0,0.0,0.09652512929304653,0.004826256464652326,0.0,0.0,0.004826256464652326,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.24,5.712240440818187,27.327248679636188,5.730315783178778,27.339116627861436,5.720205290122923,27.359546983179644,0.018200195323845952,-3.890198589238601,4.269684216821222,1.9154470981535425,-27.25217701743374,0.09134287497607772,0.0,0.0,0.09134287497607772,0.004567143748803886,0.0,0.0,0.004567143748803886,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.26,6.2587854144109105,27.172952176959143,6.275437939906941,27.180186486604793,6.258025250920145,27.167184351797573,0.01828150179591748,-9.892064768501719,3.724562060093059,1.9899383393554038,-27.256107836408148,0.08704386284355024,0.0,0.0,0.08704386284355024,0.004352193142177513,0.0,0.0,0.004352193142177513,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.28,6.802244457950094,26.810074233205764,6.814230251172501,26.811415343970395,6.761382993639016,26.78677230656365,0.018309847422593926,-15.276656732530299,3.185769748827499,2.0536537343319536,-26.939615563277997,0.08344656520615562,0.0,0.0,0.08344656520615562,0.004172328260307783,0.0,0.0,0.004172328260307783,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.3,7.338445942614209,26.252097186998256,7.346229580605384,26.25110650538241,7.2978688767109015,26.251992682365806,0.018568388886903025,-19.967879903949047,2.6537704193946157,2.106729142719846,-26.599966471644176,0.0804145858785969,0.0,0.0,0.0804145858785969,0.0040207292939298455,0.0,0.0,0.0040207292939298455,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.32,7.863487886354174,25.530281215723882,7.873687077392938,25.527526105881684,7.9025371470172585,25.519879161357657,0.018674264516600033,-24.55549960662235,2.1263129226070623,2.149255401171987,-26.37287483937767,0.07784346224945313,0.0,0.0,0.07784346224945313,0.0038921731124726563,0.0,0.0,0.0038921731124726563,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.34,8.374093510668652,24.689073074346265,8.387649824911472,24.680908229351722,8.429341919882981,24.618895250482648,0.018497066645856437,-29.333365051512725,1.6123501750885278,2.1815024046737572,-25.69813737592672,0.07565185269898274,0.0,0.0,0.07565185269898274,0.003782592634949137,0.0,0.0,0.003782592634949137,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.36,8.867874972155578,23.80058489366473,8.879184137420646,23.796365600133704,8.853022133559449,23.833610796737446,0.018865734024663506,-33.09127059629441,1.120815862579354,2.203918721925344,-24.57671562545869,0.07377549762904027,0.0,0.0,0.07377549762904027,0.0036887748814520135,0.0,0.0,0.0036887748814520135,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.38,9.343886670028873,22.927690328234906,9.354584141582269,22.92797029859298,9.347804270580138,22.966242739181208,0.018863511855414416,-35.741353903198494,0.6454158584177314,2.216827039093699,-23.770000208081132,0.07216298551983766,0.0,0.0,0.07216298551983766,0.0036081492759918836,0.0,0.0,0.0036081492759918836,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.4,9.80244047659357,22.082102415234758,9.810446150200383,22.087882707146065,9.77503003126366,22.1376149577538,0.018981963609263616,-38.86901479289125,0.18955384979961742,2.220618116089691,-22.7931004309057,0.07077272359729725,0.0,0.0,0.07077272359729725,0.0035386361798648625,0.0,0.0,0.0035386361798648625,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.42,10.244082524898266,21.27464058271953,10.250386615560899,21.285787479321883,10.226083785665434,21.343316466458777,0.018969464596794938,-41.47004424772553,-0.2503866155608989,2.2156103837784733,-21.997023268025817,0.06957073058853842,0.0,0.0,0.06957073058853842,0.0034785365294269215,0.0,0.0,0.0034785365294269215,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.44,10.669575336552656,20.483806607145834,10.6760655629681,20.492191795571333,10.67556533442692,20.44881032436773,0.019302607832506993,-44.28230230788215,-0.6760655629681,2.202089072519111,-21.283947370360057,0.0685290018555242,0.0,0.0,0.0685290018555242,0.0034264500927762105,0.0,0.0,0.0034264500927762105,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.46,11.079251468695572,19.680417067040143,11.090985206239946,19.68824655356059,11.160968347198253,19.680604617557893,0.019302197567069242,-47.126461297882,-1.0909852062399459,2.1802693683943124,-20.74598216359229,0.06762428030388522,0.0,0.0,0.06762428030388522,0.0033812140151942617,0.0,0.0,0.0033812140151942617,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.48,11.472859810036375,18.826621192852258,11.47910522411324,18.830062817123363,11.400292380563993,18.777322629085187,0.0193254152249399,-50.22154702118973,-1.4791052241132405,2.150687263912048,-19.406000893664732,0.06683711970726756,0.0,0.0,0.06683711970726756,0.0033418559853633785,0.0,0.0,0.0033418559853633785,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.5,11.84939223389342,17.928934563876197,11.848664983585905,17.931660875555586,11.749260929625182,17.935149515177873,0.019411904261076165,-51.45236676454982,-1.8486649835859055,2.1137139642403295,-18.477987973633248,0.0661511619308006,0.0,0.0,0.0661511619308006,0.0033075580965400302,0.0,0.0,0.0033075580965400302,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.52,12.207970925170944,16.950433861166502,12.207987399773742,16.95676004400605,12.217811879622053,17.01217925020062,0.019455113167123367,-53.32891181888522,-2.2079873997737423,2.0695542162448546,-17.96612080939184,0.06555257278255125,0.0,0.0,0.06555257278255125,0.0032776286391275633,0.0,0.0,0.0032776286391275633,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.54,12.546979602394273,15.86181758435548,12.55299226882125,15.865532199221548,12.637384088312075,15.833968965327884,0.019934334367486775,-55.94256140027625,-2.5529922688212494,2.0184943708684298,-17.250243452375358,0.06502959700391639,0.0,0.0,0.06502959700391639,0.00325147985019582,0.0,0.0,0.00325147985019582,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.56,12.864215954081383,14.669294290097874,12.871839891225086,14.672146785216585,12.894105390172143,14.682560599433653,0.019645624993765192,-58.01191522209478,-2.871839891225086,1.9610575730439281,-15.94238112019184,0.06457220379808017,0.0,0.0,0.06457220379808017,0.003228610189904008,0.0,0.0,0.003228610189904008,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
0.58,13.15760183988334,13.405529404658632,13.167840104779398,13.4050085121962,13.20513331847732,13.38247858695709,0.019681509459919738,-58.64210357959061,-3.1678401047793976,1.8977007709483402,-14.80001067771557,0.06417180191881326,0.0,0.0,0.06417180191881326,0.0032085900959406637,0.0,0.0,0.0032085900959406637,0.01,0.0,0.0,0.01,0.05,0.0,0.0,0.05
