Time,StepCount,V_wind,psi_wind_deg,ramp_duration,psi,u,v,tau_wind_surge,tau_wind_sway,tau_wind_yaw,enable_ramp
855,855,4.000000,40.000000,50.000000,0.205391,0.309723,-0.956319,579.540406,-7372.834401,-931157.193223,1
856,856,4.000000,40.000000,50.000000,0.205372,0.309751,-0.956299,579.549045,-7372.760241,-931150.673126,1
857,857,4.000000,40.000000,50.000000,0.205354,0.309778,-0.956278,579.557668,-7372.687393,-931144.295077,1
858,858,4.000000,40.000000,50.000000,0.205336,0.309806,-0.956257,579.566275,-7372.615835,-931138.056611,1
859,859,4.000000,40.000000,50.000000,0.205318,0.309833,-0.956236,579.574865,-7372.545543,-931131.955294,1
860,860,4.000000,40.000000,50.000000,0.205300,0.309860,-0.956215,579.583439,-7372.476496,-931125.988725,1
861,861,4.000000,40.000000,50.000000,0.205282,0.309888,-0.956194,579.591996,-7372.408673,-931120.154534,1
862,862,4.000000,40.000000,50.000000,0.205264,0.309915,-0.956172,579.600538,-7372.342053,-931114.450380,1
863,863,4.000000,40.000000,50.000000,0.205246,0.309943,-0.956151,579.609064,-7372.276614,-931108.873955,1
864,864,4.000000,40.000000,50.000000,0.205229,0.309970,-0.956129,579.617573,-7372.212335,-931103.422981,1
865,865,4.000000,40.000000,50.000000,0.205211,0.309997,-0.956107,579.626067,-7372.149197,-931098.095208,1
866,866,4.000000,40.000000,50.000000,0.205193,0.310024,-0.956085,579.634545,-7372.087179,-931092.888417,1
867,867,4.000000,40.000000,50.000000,0.205176,0.310051,-0.956063,579.643008,-7372.026261,-931087.800418,1
868,868,4.000000,40.000000,50.000000,0.205158,0.310078,-0.956041,579.651455,-7371.966423,-931082.829048,1
869,869,4.000000,40.000000,50.000000,0.205141,0.310106,-0.956019,579.659886,-7371.907646,-931077.972177,1
870,870,4.000000,40.000000,50.000000,0.205123,0.310133,-0.955996,579.668302,-7371.849911,-931073.227698,1
871,871,4.000000,40.000000,50.000000,0.205106,0.310160,-0.955973,579.676703,-7371.793199,-931068.593535,1
872,872,4.000000,40.000000,50.000000,0.205088,0.310186,-0.955951,579.685088,-7371.737492,-931064.067640,1
873,873,4.000000,40.000000,50.000000,0.205071,0.310213,-0.955928,579.693458,-7371.682770,-931059.647989,1
874,874,4.000000,40.000000,50.000000,0.205054,0.310240,-0.955905,579.701813,-7371.629016,-931055.332588,1
875,875,4.000000,40.000000,50.000000,0.205037,0.310267,-0.955882,579.710153,-7371.576212,-931051.119469,1
876,876,4.000000,40.000000,50.000000,0.205019,0.310294,-0.955859,579.718479,-7371.524341,-931047.006689,1
877,877,4.000000,40.000000,50.000000,0.205002,0.310321,-0.955836,579.726789,-7371.473384,-931042.992333,1
878,878,4.000000,40.000000,50.000000,0.204985,0.310347,-0.955812,579.735084,-7371.423325,-931039.074509,1
879,879,4.000000,40.000000,50.000000,0.204968,0.310374,-0.955789,579.743365,-7371.374146,-931035.251354,1
880,880,4.000000,40.000000,50.000000,0.204951,0.310400,-0.955765,579.751631,-7371.325831,-931031.521027,1
881,881,4.000000,40.000000,50.000000,0.204934,0.310427,-0.955742,579.759883,-7371.278364,-931027.881713,1
882,882,4.000000,40.000000,50.000000,0.204917,0.310453,-0.955718,579.768120,-7371.231727,-931024.331622,1
883,883,4.000000,40.000000,50.000000,0.204901,0.310480,-0.955694,579.776343,-7371.185906,-931020.868987,1
884,884,4.000000,40.000000,50.000000,0.204884,0.310506,-0.955670,579.784551,-7371.140884,-931017.492065,1
885,885,4.000000,40.000000,50.000000,0.204867,0.310533,-0.955646,579.792745,-7371.096645,-931014.199139,1
886,886,4.000000,40.000000,50.000000,0.204850,0.310559,-0.955622,579.800925,-7371.053174,-931010.988512,1
887,887,4.000000,40.000000,50.000000,0.204834,0.310585,-0.955598,579.809091,-7371.010456,-931007.858513,1
888,888,4.000000,40.000000,50.000000,0.204817,0.310612,-0.955574,579.817243,-7370.968476,-931004.807491,1
889,889,4.000000,40.000000,50.000000,0.204801,0.310638,-0.955550,579.825380,-7370.927219,-931001.833821,1
890,890,4.000000,40.000000,50.000000,0.204784,0.310664,-0.955526,579.833504,-7370.886670,-930998.935897,1
891,891,4.000000,40.000000,50.000000,0.204767,0.310690,-0.955501,579.841614,-7370.846815,-930996.112136,1
892,892,4.000000,40.000000,50.000000,0.204751,0.310716,-0.955477,579.849711,-7370.807640,-930993.360979,1
893,893,4.000000,40.000000,50.000000,0.204735,0.310742,-0.955453,579.857793,-7370.769131,-930990.680884,1
894,894,4.000000,40.000000,50.000000,0.204718,0.310768,-0.955428,579.865862,-7370.731273,-930988.070335,1
895,895,4.000000,40.000000,50.000000,0.204702,0.310794,-0.955403,579.873918,-7370.694054,-930985.527833,1
896,896,4.000000,40.000000,50.000000,0.204686,0.310820,-0.955379,579.881960,-7370.657460,-930983.051903,1
897,897,4.000000,40.000000,50.000000,0.204669,0.310846,-0.955354,579.889988,-7370.621477,-930980.641087,1
898,898,4.000000,40.000000,50.000000,0.204653,0.310871,-0.955329,579.898004,-7370.586093,-930978.293951,1
899,899,4.000000,40.000000,50.000000,0.204637,0.310897,-0.955305,579.906006,-7370.551294,-930976.009079,1
900,900,4.000000,40.000000,50.000000,0.204621,0.310923,-0.955280,579.913995,-7370.517068,-930973.785073,1
901,901,4.000000,40.000000,50.000000,0.204605,0.310948,-0.955255,579.921970,-7370.483402,-930971.620559,1
902,902,4.000000,40.000000,50.000000,0.204589,0.310974,-0.955230,579.929933,-7370.450285,-930969.514177,1
903,903,4.000000,40.000000,50.000000,0.204573,0.310999,-0.955205,579.937883,-7370.417702,-930967.464590,1
904,904,4.000000,40.000000,50.000000,0.204557,0.311025,-0.955180,579.945819,-7370.385644,-930965.470478,1
905,905,4.000000,40.000000,50.000000,0.204541,0.311050,-0.955155,579.953743,-7370.354098,-930963.530540,1
906,906,4.000000,40.000000,50.000000,0.204525,0.311076,-0.955130,579.961655,-7370.323051,-930961.643494,1
907,907,4.000000,40.000000,50.000000,0.204509,0.311101,-0.955105,579.969553,-7370.292493,-930959.808074,1
908,908,4.000000,40.000000,50.000000,0.204494,0.311126,-0.955080,579.977439,-7370.262413,-930958.023035,1
909,909,4.000000,40.000000,50.000000,0.204478,0.311152,-0.955055,579.985312,-7370.232798,-930956.287146,1
910,910,4.000000,40.000000,50.000000,0.204462,0.311177,-0.955030,579.993173,-7370.203639,-930954.599197,1
911,911,4.000000,40.000000,50.000000,0.204446,0.311202,-0.955005,580.001021,-7370.174923,-930952.957993,1
912,912,4.000000,40.000000,50.000000,0.204431,0.311227,-0.954980,580.008857,-7370.146641,-930951.362356,1
913,913,4.000000,40.000000,50.000000,0.204415,0.311252,-0.954955,580.016680,-7370.118781,-930949.811128,1
914,914,4.000000,40.000000,50.000000,0.204400,0.311277,-0.954930,580.024492,-7370.091334,-930948.303163,1
915,915,4.000000,40.000000,50.000000,0.204384,0.311302,-0.954905,580.032291,-7370.064289,-930946.837334,1
916,916,4.000000,40.000000,50.000000,0.204369,0.311327,-0.954879,580.040078,-7370.037636,-930945.412530,1
917,917,4.000000,40.000000,50.000000,0.204353,0.311352,-0.954854,580.047852,-7370.011364,-930944.027657,1
918,918,4.000000,40.000000,50.000000,0.204338,0.311376,-0.954829,580.055615,-7369.985465,-930942.681635,1
919,919,4.000000,40.000000,50.000000,0.204322,0.311401,-0.954804,580.063366,-7369.959927,-930941.373400,1
920,920,4.000000,40.000000,50.000000,0.204307,0.311426,-0.954779,580.071106,-7369.934743,-930940.101904,1
921,921,4.000000,40.000000,50.000000,0.204292,0.311451,-0.954753,580.078833,-7369.909902,-930938.866114,1
922,922,4.000000,40.000000,50.000000,0.204276,0.311475,-0.954728,580.086548,-7369.885395,-930937.665014,1
923,923,4.000000,40.000000,50.000000,0.204261,0.311500,-0.954703,580.094252,-7369.861213,-930936.497598,1
924,924,4.000000,40.000000,50.000000,0.204246,0.311524,-0.954678,580.101945,-7369.837346,-930935.362881,1
925,925,4.000000,40.000000,50.000000,0.204231,0.311549,-0.954653,580.109625,-7369.813787,-930934.259887,1
926,926,4.000000,40.000000,50.000000,0.204215,0.311573,-0.954627,580.117295,-7369.790525,-930933.187659,1
927,927,4.000000,40.000000,50.000000,0.204200,0.311597,-0.954602,580.124953,-7369.767553,-930932.145250,1
928,928,4.000000,40.000000,50.000000,0.204185,0.311622,-0.954577,580.132599,-7369.744862,-930931.131730,1
929,929,4.000000,40.000000,50.000000,0.204170,0.311646,-0.954552,580.140234,-7369.722444,-930930.146182,1
930,930,4.000000,40.000000,50.000000,0.204155,0.311670,-0.954527,580.147858,-7369.700290,-930929.187701,1
931,931,4.000000,40.000000,50.000000,0.204140,0.311694,-0.954501,580.155471,-7369.678393,-930928.255400,1
932,932,4.000000,40.000000,50.000000,0.204125,0.311718,-0.954476,580.163073,-7369.656743,-930927.348400,1
933,933,4.000000,40.000000,50.000000,0.204110,0.311742,-0.954451,580.170663,-7369.635334,-930926.465838,1
934,934,4.000000,40.000000,50.000000,0.204095,0.311766,-0.954426,580.178243,-7369.614157,-930925.606864,1
935,935,4.000000,40.000000,50.000000,0.204080,0.311790,-0.954401,580.185811,-7369.593206,-930924.770641,1
936,936,4.000000,40.000000,50.000000,0.204066,0.311814,-0.954376,580.193369,-7369.572471,-930923.956344,1
937,937,4.000000,40.000000,50.000000,0.204051,0.311838,-0.954351,580.200916,-7369.551946,-930923.163160,1
938,938,4.000000,40.000000,50.000000,0.204036,0.311862,-0.954326,580.208452,-7369.531624,-930922.390290,1
939,939,4.000000,40.000000,50.000000,0.204021,0.311885,-0.954301,580.215978,-7369.511498,-930921.636946,1
940,940,4.000000,40.000000,50.000000,0.204006,0.311909,-0.954276,580.223492,-7369.491559,-930920.902353,1
941,941,4.000000,40.000000,50.000000,0.203992,0.311933,-0.954251,580.230997,-7369.471802,-930920.185747,1
942,942,4.000000,40.000000,50.000000,0.203977,0.311956,-0.954226,580.238490,-7369.452219,-930919.486377,1
943,943,4.000000,40.000000,50.000000,0.203962,0.311980,-0.954201,580.245974,-7369.432804,-930918.803503,1
944,944,4.000000,40.000000,50.000000,0.203948,0.312003,-0.954176,580.253446,-7369.413550,-930918.136396,1
945,945,4.000000,40.000000,50.000000,0.203933,0.312027,-0.954151,580.260909,-7369.394450,-930917.484339,1
946,946,4.000000,40.000000,50.000000,0.203919,0.312050,-0.954126,580.268361,-7369.375498,-930916.846627,1
947,947,4.000000,40.000000,50.000000,0.203904,0.312074,-0.954101,580.275803,-7369.356688,-930916.222564,1
948,948,4.000000,40.000000,50.000000,0.203890,0.312097,-0.954076,580.283235,-7369.338012,-930915.611466,1
949,949,4.000000,40.000000,50.000000,0.203875,0.312120,-0.954052,580.290656,-7369.319466,-930915.012662,1
950,950,4.000000,40.000000,50.000000,0.203861,0.312143,-0.954027,580.298068,-7369.301043,-930914.425489,1
951,951,4.000000,40.000000,50.000000,0.203846,0.312166,-0.954002,580.305469,-7369.282737,-930913.849294,1
952,952,4.000000,40.000000,50.000000,0.203832,0.312189,-0.953977,580.312860,-7369.264542,-930913.283437,1
953,953,4.000000,40.000000,50.000000,0.203818,0.312213,-0.953953,580.320242,-7369.246453,-930912.727287,1
954,954,4.000000,40.000000,50.000000,0.203803,0.312236,-0.953928,580.327614,-7369.228463,-930912.180222,1
955,955,4.000000,40.000000,50.000000,0.203789,0.312258,-0.953904,580.334975,-7369.210567,-930911.641633,1
956,956,4.000000,40.000000,50.000000,0.203775,0.312281,-0.953879,580.342327,-7369.192760,-930911.110919,1
957,957,4.000000,40.000000,50.000000,0.203760,0.312304,-0.953855,580.349670,-7369.175035,-930910.587488,1
958,958,4.000000,40.000000,50.000000,0.203746,0.312327,-0.953830,580.357003,-7369.157389,-930910.070759,1
959,959,4.000000,40.000000,50.000000,0.203732,0.312350,-0.953806,580.364326,-7369.139815,-930909.560161,1
960,960,4.000000,40.000000,50.000000,0.203718,0.312372,-0.953781,580.371639,-7369.122309,-930909.055130,1
961,961,4.000000,40.000000,50.000000,0.203704,0.312395,-0.953757,580.378943,-7369.104865,-930908.555115,1
962,962,4.000000,40.000000,50.000000,0.203690,0.312418,-0.953733,580.386238,-7369.087478,-930908.059571,1
963,963,4.000000,40.000000,50.000000,0.203676,0.312440,-0.953708,580.393523,-7369.070144,-930907.567963,1
964,964,4.000000,40.000000,50.000000,0.203661,0.312463,-0.953684,580.400799,-7369.052857,-930907.079766,1
965,965,4.000000,40.000000,50.000000,0.203647,0.312485,-0.953660,580.408065,-7369.035613,-930906.594463,1
966,966,4.000000,40.000000,50.000000,0.203633,0.312507,-0.953636,580.415323,-7369.018407,-930906.111545,1
967,967,4.000000,40.000000,50.000000,0.203619,0.312530,-0.953612,580.422571,-7369.001234,-930905.630513,1
968,968,4.000000,40.000000,50.000000,0.203605,0.312552,-0.953588,580.429809,-7368.984091,-930905.150876,1
969,969,4.000000,40.000000,50.000000,0.203591,0.312574,-0.953564,580.437039,-7368.966972,-930904.672152,1
970,970,4.000000,40.000000,50.000000,0.203578,0.312596,-0.953540,580.444260,-7368.949873,-930904.193866,1
971,971,4.000000,40.000000,50.000000,0.203564,0.312619,-0.953516,580.451472,-7368.932791,-930903.715551,1
972,972,4.000000,40.000000,50.000000,0.203550,0.312641,-0.953492,580.458674,-7368.915720,-930903.236751,1
973,973,4.000000,40.000000,50.000000,0.203536,0.312663,-0.953468,580.465868,-7368.898656,-930902.757014,1
974,974,4.000000,40.000000,50.000000,0.203522,0.312685,-0.953444,580.473053,-7368.881596,-930902.275899,1
975,975,4.000000,40.000000,50.000000,0.203508,0.312707,-0.953421,580.480229,-7368.864536,-930901.792971,1
976,976,4.000000,40.000000,50.000000,0.203495,0.312729,-0.953397,580.487397,-7368.847471,-930901.307804,1
977,977,4.000000,40.000000,50.000000,0.203481,0.312750,-0.953373,580.494555,-7368.830398,-930900.819978,1
978,978,4.000000,40.000000,50.000000,0.203467,0.312772,-0.953350,580.501705,-7368.813312,-930900.329082,1
979,979,4.000000,40.000000,50.000000,0.203453,0.312794,-0.953326,580.508847,-7368.796211,-930899.834711,1
980,980,4.000000,40.000000,50.000000,0.203440,0.312816,-0.953303,580.515979,-7368.779091,-930899.336469,1
981,981,4.000000,40.000000,50.000000,0.203426,0.312837,-0.953279,580.523104,-7368.761947,-930898.833965,1
982,982,4.000000,40.000000,50.000000,0.203412,0.312859,-0.953256,580.530219,-7368.744777,-930898.326818,1
983,983,4.000000,40.000000,50.000000,0.203399,0.312880,-0.953233,580.537326,-7368.727576,-930897.814651,1
984,984,4.000000,40.000000,50.000000,0.203385,0.312902,-0.953210,580.544425,-7368.710342,-930897.297096,1
985,985,4.000000,40.000000,50.000000,0.203372,0.312923,-0.953186,580.551516,-7368.693072,-930896.773790,1
986,986,4.000000,40.000000,50.000000,0.203358,0.312945,-0.953163,580.558598,-7368.675761,-930896.244379,1
987,987,4.000000,40.000000,50.000000,0.203344,0.312966,-0.953140,580.565672,-7368.658407,-930895.708513,1
988,988,4.000000,40.000000,50.000000,0.203331,0.312987,-0.953117,580.572737,-7368.641006,-930895.165852,1
989,989,4.000000,40.000000,50.000000,0.203317,0.313009,-0.953094,580.579795,-7368.623556,-930894.616059,1
990,990,4.000000,40.000000,50.000000,0.203304,0.313030,-0.953071,580.586844,-7368.606053,-930894.058805,1
991,991,4.000000,40.000000,50.000000,0.203291,0.313051,-0.953048,580.593885,-7368.588494,-930893.493768,1
992,992,4.000000,40.000000,50.000000,0.203277,0.313072,-0.953026,580.600918,-7368.570877,-930892.920630,1
993,993,4.000000,40.000000,50.000000,0.203264,0.313093,-0.953003,580.607943,-7368.553199,-930892.339082,1
994,994,4.000000,40.000000,50.000000,0.203250,0.313114,-0.952980,580.614960,-7368.535456,-930891.748818,1
995,995,4.000000,40.000000,50.000000,0.203237,0.313135,-0.952957,580.621969,-7368.517646,-930891.149541,1
996,996,4.000000,40.000000,50.000000,0.203224,0.313156,-0.952935,580.628970,-7368.499767,-930890.540957,1
997,997,4.000000,40.000000,50.000000,0.203210,0.313177,-0.952912,580.635964,-7368.481815,-930889.922781,1
998,998,4.000000,40.000000,50.000000,0.203197,0.313198,-0.952890,580.642949,-7368.463788,-930889.294730,1
999,999,4.000000,40.000000,50.000000,0.203184,0.313219,-0.952868,580.649927,-7368.445683,-930888.656530,1
1000,1000,4.000000,40.000000,50.000000,0.203170,0.313239,-0.952845,580.656897,-7368.427499,-930888.007910,1
