Time,StepCount,initial_x_north_lat,initial_y_east_lon,initial_cog,initial_sog,lon_reference,lat_reference,step_size,vessel_length,vessel_width,r_accept,transition_duration,next_wp_x_north,next_wp_y_east,chi_desired_rad,speed_desired,chi_ca_best,u_ca_best,u_current,v_current,r_current,tau_wind_surge,tau_wind_sway,tau_wind_yaw,x_north,y_east,psi,u,v,r,tau_surge,tau_sway,tau_yaw,length_ais,width_ais,lat_rad,lon_rad,lat_deg_ais,lon_deg_ais,true_heading_deg_ais,cog_deg_ais,sog_kts_ais,rot_deg_per_min_ais,cog_error_deg,sog_error_meter_per_sec,mmsi,nav_status,stopping_condition,mmsi_ais,nav_status_ais,in_ned_coord,tau_saturation_enabled,dp_mode,transition_in_progress
189,189,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.160595,0.250000,0.000000,1.000000,-0.590970,-0.806693,0.000000,-207.468877,-8791.027449,-826206.974620,-29.337340,-94.528392,1.158101,-0.311141,-0.828647,0.000913,-53545.036264,71290.196320,-1561922.602272,36.250000,9.900000,1.142748,0.213065,65.474652,12.207726,66.354272,66.354272,1.720566,3.139330,0.202917,-0.034166,0,0,0,0,0,1,1,0,0
190,190,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.161295,0.250000,0.000000,1.000000,-0.591932,-0.805988,0.000000,-207.809128,-8796.798341,-826681.962310,-29.203963,-94.280263,1.159014,-0.314233,-0.826806,0.000790,-49770.914061,66804.055314,-1363796.132215,36.250000,9.900000,1.142748,0.213065,65.474653,12.207731,66.406594,66.406594,1.719341,2.716870,0.183025,-0.031704,0,0,0,0,0,1,1,0,0
191,191,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.161961,0.250000,0.000000,1.000000,-0.592776,-0.805367,0.000000,-208.059062,-8802.210683,-827150.284339,-29.072832,-94.033584,1.159804,-0.317100,-0.825086,0.000678,-46172.987065,62513.859202,-1174881.481383,36.250000,9.900000,1.142748,0.213065,65.474654,12.207737,66.451875,66.451875,1.718208,2.331455,0.168852,-0.029367,0,0,0,0,0,1,1,0,0
192,192,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.162594,0.250000,0.000000,1.000000,-0.593512,-0.804825,0.000000,-208.228080,-8807.277296,-827610.136034,-28.943826,-93.788285,1.160482,-0.319754,-0.823485,0.000576,-42750.072688,58421.980912,-995256.435858,36.250000,9.900000,1.142748,0.213065,65.474655,12.207742,66.490733,66.490733,1.717163,1.981244,0.159850,-0.027153,0,0,0,0,0,1,1,0,0
193,193,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.163196,0.250000,0.000000,1.000000,-0.594147,-0.804356,0.000000,-208.325081,-8812.011024,-828059.883996,-28.816831,-93.544298,1.161059,-0.322206,-0.821997,0.000484,-39500.372627,54529.572131,-824939.443189,36.250000,9.900000,1.142748,0.213065,65.474657,12.207747,66.523754,66.523754,1.716201,1.664394,0.155503,-0.025060,0,0,0,0,0,1,1,0,0
194,194,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.163769,0.250000,0.000000,1.000000,-0.594693,-0.803953,0.000000,-208.358463,-8816.424751,-828498.067299,-28.691730,-93.301553,1.161543,-0.324467,-0.820617,0.000401,-36421.520579,50836.661253,-663895.451867,36.250000,9.900000,1.142748,0.213065,65.474658,12.207752,66.551493,66.551493,1.715317,1.379070,0.155319,-0.023084,0,0,0,0,0,1,1,0,0
195,195,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.164315,0.250000,0.000000,1.000000,-0.595156,-0.803610,0.000000,-208.336122,-8820.531397,-828923.396700,-28.568413,-93.059986,1.161944,-0.326548,-0.819342,0.000327,-33510.631283,47342.250621,-512041.494710,36.250000,9.900000,1.142748,0.213066,65.474659,12.207758,66.574478,66.574478,1.714505,1.123456,0.158839,-0.021223,0,0,0,0,0,1,1,0,0
196,196,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.164835,0.250000,0.000000,1.000000,-0.595545,-0.803322,0.000000,-208.265456,-8824.343922,-829334.752089,-28.446772,-92.819530,1.162271,-0.328461,-0.818166,0.000261,-30764.350197,44044.412257,-369252.004507,36.250000,9.900000,1.142748,0.213066,65.474660,12.207763,66.593202,66.593202,1.713762,0.895762,0.165629,-0.019473,0,0,0,0,0,1,1,0,0
197,197,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.165330,0.250000,0.000000,1.000000,-0.595867,-0.803083,0.000000,-208.153369,-8827.875303,-829731.178376,-28.326702,-92.580120,1.162531,-0.330214,-0.817083,0.000202,-28178.903169,40940.381411,-235363.853552,36.250000,9.900000,1.142748,0.213066,65.474661,12.207768,66.608132,66.608132,1.713084,0.694229,0.175283,-0.017831,0,0,0,0,0,1,1,0,0
198,198,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.165802,0.250000,0.000000,1.000000,-0.596130,-0.802888,0.000000,-208.006283,-8831.138523,-830111.880033,-28.208101,-92.341696,1.162733,-0.331818,-0.816089,0.000150,-25750.145571,38026.647330,-110181.111671,36.250000,9.900000,1.142748,0.213066,65.474662,12.207773,66.619702,66.619702,1.712465,0.517140,0.187424,-0.016294,0,0,0,0,0,1,1,0,0
199,199,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.166253,0.250000,0.000000,1.000000,-0.596339,-0.802733,0.000000,-207.830149,-8834.146544,-830476.214510,-28.090871,-92.104195,1.162884,-0.333283,-0.815180,0.000106,-23473.610398,35299.040761,6520.479947,36.250000,9.900000,1.142748,0.213066,65.474663,12.207778,66.628321,66.628321,1.711903,0.362822,0.201699,-0.014858,0,0,0,0,0,1,1,0,0
200,200,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.166685,0.250000,0.000000,1.000000,-0.596501,-0.802612,0.000000,-207.630460,-8836.912276,-830823.684718,-27.974917,-91.867559,1.162989,-0.334617,-0.814349,0.000067,-21344.554961,32752.817793,114989.319416,36.250000,9.900000,1.142748,0.213066,65.474664,12.207783,66.634368,66.634368,1.711393,0.229654,0.217783,-0.013518,0,0,0,0,0,1,1,0,0
201,201,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.167097,0.250000,0.000000,1.000000,-0.596622,-0.802523,0.000000,-207.412265,-8839.448550,-831153.930781,-27.860151,-91.631731,1.163056,-0.335830,-0.813593,0.000034,-19358.005814,30382.739714,215494.037463,36.250000,9.900000,1.142748,0.213066,65.474665,12.207788,66.638196,66.638196,1.710931,0.116066,0.235375,-0.012271,0,0,0,0,0,1,1,0,0
202,202,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.167492,0.250000,0.000000,1.000000,-0.596706,-0.802460,0.000000,-207.180187,-8841.768078,-831466.721236,-27.746484,-91.396656,1.163090,-0.336930,-0.812906,0.000006,-17508.801655,28183.148637,308319.869672,36.250000,9.900000,1.142749,0.213066,65.474666,12.207794,66.640130,66.640130,1.710515,0.020547,0.254196,-0.011114,0,0,0,0,0,1,1,0,0
203,203,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.167872,0.250000,0.000000,1.000000,-0.596760,-0.802420,0.000000,-206.938438,-8843.883426,-831761.943843,-27.633833,-91.162282,1.163096,-0.337926,-0.812284,-0.000017,-15791.633997,26148.038730,393765.302287,36.250000,9.900000,1.142749,0.213066,65.474667,12.207799,66.640473,66.640473,1.710140,-0.058355,0.273993,-0.010041,0,0,0,0,0,1,1,0,0
204,204,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.168236,0.250000,0.000000,1.000000,-0.596787,-0.802400,0.000000,-206.690840,-8845.806973,-832039.596156,-27.522121,-90.928557,1.163079,-0.338825,-0.811722,-0.000035,-14201.085433,24271.122923,472138.984828,36.250000,9.900000,1.142749,0.213066,65.474668,12.207804,66.639500,66.639500,1.709804,-0.122031,0.294534,-0.009050,0,0,0,0,0,1,1,0,0
205,205,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.168587,0.250000,0.000000,1.000000,-0.596792,-0.802396,0.000000,-206.440838,-8847.550877,-832299.775998,-27.411272,-90.695434,1.163043,-0.339634,-0.811216,-0.000050,-12731.665399,22545.895048,543756.901559,36.250000,9.900000,1.142749,0.213066,65.474669,12.207809,66.637466,66.637466,1.709503,-0.171807,0.315606,-0.008136,0,0,0,0,0,1,1,0,0
206,206,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.168925,0.250000,0.000000,1.000000,-0.596778,-0.802406,0.000000,-206.191527,-8849.127047,-832542.671946,-27.301215,-90.462865,1.162993,-0.340361,-0.810762,-0.000061,-11377.843358,20965.687387,608939.792873,36.250000,9.900000,1.142749,0.213067,65.474670,12.207814,66.634603,66.634603,1.709235,-0.208949,0.337019,-0.007295,0,0,0,0,0,1,1,0,0
207,207,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.169252,0.250000,0.000000,1.000000,-0.596750,-0.802427,0.000000,-205.945664,-8850.547105,-832768.553948,-27.191881,-90.230807,1.162932,-0.341012,-0.810355,-0.000068,-10134.079376,19523.723687,668010.816832,36.250000,9.900000,1.142749,0.213067,65.474671,12.207819,66.631120,66.631120,1.708997,-0.234654,0.358599,-0.006524,0,0,0,0,0,1,1,0,0
208,208,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.169568,0.250000,0.000000,1.000000,-0.596710,-0.802457,0.000000,-205.705690,-8851.822361,-832977.764141,-27.083209,-89.999217,1.162864,-0.341594,-0.809992,-0.000073,-8994.852097,18213.167676,721293.440501,36.250000,9.900000,1.142749,0.213067,65.474672,12.207824,66.627209,66.627209,1.708787,-0.250059,0.380193,-0.005819,0,0,0,0,0,1,1,0,0
209,209,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.169874,0.250000,0.000000,1.000000,-0.596661,-0.802494,0.000000,-205.473748,-8852.963783,-833170.707956,-26.975138,-89.768055,1.162791,-0.342113,-0.809669,-0.000075,-7954.684136,17027.167224,769109.550189,36.250000,9.900000,1.142749,0.213067,65.474673,12.207829,66.623042,66.623042,1.708601,-0.256235,0.401662,-0.005177,0,0,0,0,0,1,1,0,0
210,210,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.170172,0.250000,0.000000,1.000000,-0.596606,-0.802534,0.000000,-205.251705,-8853.981976,-833347.845580,-26.867611,-89.537284,1.162717,-0.342575,-0.809383,-0.000074,-7008.164961,15958.894240,811777.769396,36.250000,9.900000,1.142749,0.213067,65.474674,12.207834,66.618771,66.618771,1.708438,-0.254190,0.422885,-0.004593,0,0,0,0,0,1,1,0,0
211,211,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.170462,0.250000,0.000000,1.000000,-0.596548,-0.802578,0.000000,-205.041166,-8854.887161,-833509.683800,-26.760576,-89.306867,1.162643,-0.342985,-0.809130,-0.000071,-6149.971313,15001.580492,849611.973051,36.250000,9.900000,1.142749,0.213067,65.474675,12.207839,66.614535,66.614535,1.708294,-0.244871,0.443753,-0.004064,0,0,0,0,0,1,1,0,0
212,212,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.170744,0.250000,0.000000,1.000000,-0.596488,-0.802622,0.000000,-204.843494,-8855.689153,-833656.768297,-26.653984,-89.076771,1.162572,-0.343348,-0.808906,-0.000067,-5374.885280,14148.549485,882919.986507,36.250000,9.900000,1.142749,0.213067,65.474676,12.207844,66.610453,66.610453,1.708170,-0.229163,0.464175,-0.003587,0,0,0,0,0,1,1,0,0
213,213,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.171020,0.250000,0.000000,1.000000,-0.596429,-0.802666,0.000000,-204.659830,-8856.397352,-833789.676392,-26.547789,-88.846963,1.162505,-0.343668,-0.808709,-0.000060,-4677.810104,13393.244605,912002.457769,36.250000,9.900000,1.142749,0.213067,65.474677,12.207849,66.606634,66.606634,1.708061,-0.207891,0.484069,-0.003158,0,0,0,0,0,1,1,0,0
214,214,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.171290,0.250000,0.000000,1.000000,-0.596371,-0.802709,0.000000,-204.491105,-8857.020728,-833909.010286,-26.441948,-88.617414,1.162445,-0.343951,-0.808536,-0.000053,-4053.783849,12729.253718,937151.891510,36.250000,9.900000,1.142749,0.213067,65.474678,12.207854,66.603169,66.603169,1.707967,-0.181824,0.503367,-0.002775,0,0,0,0,0,1,1,0,0
215,215,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.171555,0.250000,0.000000,1.000000,-0.596318,-0.802748,0.000000,-204.338061,-8857.567811,-834015.390783,-26.336421,-88.388096,1.162392,-0.344200,-0.808385,-0.000044,-3497.991035,12150.330406,958651.833597,36.250000,9.900000,1.142749,0.213067,65.474679,12.207858,66.600139,66.600139,1.707886,-0.151674,0.522012,-0.002433,0,0,0,0,0,1,1,0,0
216,216,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.171816,0.250000,0.000000,1.000000,-0.596269,-0.802784,0.000000,-204.201266,-8858.046690,-834109.451516,-26.231173,-88.158982,1.162348,-0.344419,-0.808252,-0.000034,-3005.772371,11650.412074,976776.195070,36.250000,9.900000,1.142749,0.213067,65.474680,12.207863,66.597611,66.597611,1.707815,-0.118099,0.539955,-0.002132,0,0,0,0,0,1,1,0,0
217,217,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.172072,0.250000,0.000000,1.000000,-0.596227,-0.802816,0.000000,-204.081128,-8858.465007,-834191.833670,-26.126170,-87.930048,1.162313,-0.344612,-0.808136,-0.000024,-2572.632708,11223.635111,991788.704802,36.250000,9.900000,1.142749,0.213067,65.474681,12.207868,66.595642,66.595642,1.707755,-0.081705,0.557160,-0.001866,0,0,0,0,0,1,1,0,0
218,218,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.172324,0.250000,0.000000,1.000000,-0.596191,-0.802842,0.000000,-203.977909,-8858.829959,-834263.181193,-26.021380,-87.701270,1.162289,-0.344783,-0.808034,-0.000013,-2194.247338,10864.347323,1003942.480403,36.250000,9.900000,1.142749,0.213068,65.474682,12.207873,66.594281,66.594281,1.707702,-0.043049,0.573596,-0.001635,0,0,0,0,0,1,1,0,0
219,219,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.172574,0.250000,0.000000,1.000000,-0.596164,-0.802863,0.000000,-203.891742,-8859.148296,-834324.136477,-25.916776,-87.472628,1.162277,-0.344933,-0.807944,-0.000001,-1866.466762,10567.117836,1013479.707291,36.250000,9.900000,1.142749,0.213068,65.474683,12.207878,66.593563,66.593563,1.707656,-0.002638,0.589241,-0.001434,0,0,0,0,0,1,1,0,0
220,220,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.172820,0.250000,0.000000,1.000000,-0.596145,-0.802877,0.000000,-203.822640,-8859.426334,-834375.336508,-25.812332,-87.244101,1.162276,-0.345067,-0.807865,0.000011,-1585.320061,10326.744684,1020631.416254,36.250000,9.900000,1.142749,0.213068,65.474683,12.207883,66.593519,66.593519,1.707617,0.039063,0.604082,-0.001263,0,0,0,0,0,1,1,0,0
221,221,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.173064,0.250000,0.000000,1.000000,-0.596135,-0.802884,0.000000,-203.770513,-8859.669953,-834417.409457,-25.708025,-87.015672,1.162288,-0.345186,-0.807794,0.000024,-1347.016973,10138.260252,1025617.350257,36.250000,9.900000,1.142749,0.213068,65.474684,12.207888,66.594170,66.594170,1.707581,0.081636,0.618110,-0.001118,0,0,0,0,0,1,1,0,0
222,222,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.173306,0.250000,0.000000,1.000000,-0.596134,-0.802885,0.000000,-203.735175,-8859.884613,-834450.971684,-25.603832,-86.787323,1.162311,-0.345293,-0.807731,0.000036,-1147.948814,9996.934789,1028645.911670,36.250000,9.900000,1.142749,0.213068,65.474685,12.207893,66.595531,66.595531,1.707550,0.124700,0.631322,-0.000996,0,0,0,0,0,1,1,0,0
223,223,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.173546,0.250000,0.000000,1.000000,-0.596143,-0.802878,0.000000,-203.716358,-8860.075360,-834476.625156,-25.499737,-86.559039,1.162348,-0.345390,-0.807673,0.000049,-984.688337,9898.278163,1029914.181564,36.250000,9.900000,1.142749,0.213068,65.474686,12.207898,66.597609,66.597609,1.707521,0.167917,0.643721,-0.000897,0,0,0,0,0,1,1,0,0
224,224,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.173785,0.250000,0.000000,1.000000,-0.596162,-0.802864,0.000000,-203.713724,-8860.246840,-834494.955228,-25.395720,-86.330806,1.162396,-0.345480,-0.807619,0.000061,-853.988652,9838.040029,1029608.003177,36.250000,9.900000,1.142749,0.213068,65.474687,12.207903,66.600408,66.600408,1.707494,0.210981,0.655313,-0.000818,0,0,0,0,0,1,1,0,0
225,225,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.174022,0.250000,0.000000,1.000000,-0.596191,-0.802842,0.000000,-203.726868,-8860.403310,-834506.528781,-25.291768,-86.102611,1.162458,-0.345563,-0.807569,0.000074,-752.781293,9812.208584,1027902.122088,36.250000,9.900000,1.142749,0.213068,65.474688,12.207908,66.603924,66.603924,1.707468,0.253623,0.666111,-0.000757,0,0,0,0,0,1,1,0,0
226,226,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.174258,0.250000,0.000000,1.000000,-0.596231,-0.802813,0.000000,-203.755335,-8860.548657,-834511.892687,-25.187867,-85.874442,1.162532,-0.345642,-0.807521,0.000086,-678.173549,9817.008061,1024960.376140,36.250000,9.900000,1.142749,0.213068,65.474689,12.207913,66.608151,66.608151,1.707442,0.295606,0.676128,-0.000712,0,0,0,0,0,1,1,0,0
227,227,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.174494,0.250000,0.000000,1.000000,-0.596280,-0.802777,0.000000,-203.798623,-8860.686407,-834511.572570,-25.084006,-85.646287,1.162618,-0.345718,-0.807474,0.000098,-627.445130,9848.895122,1020935.928571,36.250000,9.900000,1.142749,0.213068,65.474690,12.207918,66.613078,66.613078,1.707416,0.336722,0.685382,-0.000682,0,0,0,0,0,1,1,0,0
228,228,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.174728,0.250000,0.000000,1.000000,-0.596339,-0.802733,0.000000,-203.856193,-8860.819748,-834506.071853,-24.980173,-85.418138,1.162715,-0.345793,-0.807427,0.000110,-598.044279,9904.554273,1015971.538271,36.250000,9.900000,1.142749,0.213068,65.474691,12.207923,66.618690,66.618690,1.707390,0.376792,0.693893,-0.000665,0,0,0,0,0,1,1,0,0
229,229,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.174962,0.250000,0.000000,1.000000,-0.596408,-0.802681,0.000000,-203.927473,-8860.951537,-834495.871047,-24.876361,-85.189986,1.162825,-0.345867,-0.807380,0.000121,-587.583374,9980.892451,1010199.861535,36.250000,9.900000,1.142749,0.213069,65.474692,12.207927,66.624970,66.624970,1.707362,0.415661,0.701683,-0.000660,0,0,0,0,0,1,1,0,0
230,230,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.175196,0.250000,0.000000,1.000000,-0.596487,-0.802623,0.000000,-204.011871,-8861.084327,-834481.427279,-24.772561,-84.961822,1.162946,-0.345941,-0.807332,0.000132,-593.834140,10075.032892,1003743.780081,36.250000,9.900000,1.142749,0.213069,65.474693,12.207932,66.631898,66.631898,1.707333,0.453200,0.708777,-0.000665,0,0,0,0,0,1,1,0,0
231,231,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.175429,0.250000,0.000000,1.000000,-0.596575,-0.802558,0.000000,-204.108774,-8861.220377,-834463.174019,-24.668768,-84.733640,1.163078,-0.346017,-0.807282,0.000142,-614.722498,10184.308399,996716.750527,36.250000,9.900000,1.142749,0.213069,65.474694,12.207937,66.639451,66.639451,1.707301,0.489302,0.715201,-0.000679,0,0,0,0,0,1,1,0,0
232,232,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.175661,0.250000,0.000000,1.000000,-0.596672,-0.802485,0.000000,-204.217558,-8861.361671,-834441.520997,-24.564976,-84.505434,1.163220,-0.346095,-0.807230,0.000152,-648.323142,10306.254118,989223.170939,36.250000,9.900000,1.142749,0.213069,65.474695,12.207942,66.647606,66.647606,1.707268,0.523878,0.720980,-0.000701,0,0,0,0,0,1,1,0,0
233,233,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.175894,0.250000,0.000000,1.000000,-0.596778,-0.802407,0.000000,-204.337588,-8861.509935,-834416.854280,-24.461182,-84.277198,1.163373,-0.346175,-0.807175,0.000162,-692.853897,10438.599908,981358.760385,36.250000,9.900000,1.142749,0.213069,65.474696,12.207947,66.656337,66.656337,1.707232,0.556861,0.726144,-0.000729,0,0,0,0,0,1,1,0,0
234,234,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.176126,0.250000,0.000000,1.000000,-0.596892,-0.802322,0.000000,-204.468231,-8861.666655,-834389.536501,-24.357381,-84.048927,1.163535,-0.346259,-0.807117,0.000171,-746.669897,10579.262409,973210.947866,36.250000,9.900000,1.142749,0.213069,65.474697,12.207952,66.665618,66.665618,1.707193,0.588198,0.730719,-0.000763,0,0,0,0,0,1,1,0,0
235,235,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.176358,0.250000,0.000000,1.000000,-0.597014,-0.802231,0.000000,-204.608850,-8861.833090,-834359.907204,-24.253571,-83.820617,1.163706,-0.346347,-0.807056,0.000180,-808.257661,10726.336877,964859.267280,36.250000,9.900000,1.142749,0.213069,65.474697,12.207957,66.675422,66.675422,1.707151,0.617853,0.734735,-0.000802,0,0,0,0,0,1,1,0,0
236,236,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.176590,0.250000,0.000000,1.000000,-0.597144,-0.802134,0.000000,-204.758814,-8862.010292,-834328.283308,-24.149752,-83.592265,1.163885,-0.346439,-0.806991,0.000188,-876.229080,10878.088861,956375.755445,36.250000,9.900000,1.142749,0.213069,65.474698,12.207962,66.685719,66.685719,1.707106,0.645804,0.738221,-0.000845,0,0,0,0,0,1,1,0,0
237,237,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.176822,0.250000,0.000000,1.000000,-0.597281,-0.802032,0.000000,-204.917499,-8862.199123,-834294.959662,-24.045921,-83.363868,1.164073,-0.346536,-0.806923,0.000195,-949.315376,11032.945790,947825.350488,36.250000,9.900000,1.142749,0.213069,65.474699,12.207967,66.696483,66.696483,1.707058,0.672041,0.741205,-0.000891,0,0,0,0,0,1,1,0,0
238,238,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.177054,0.250000,0.000000,1.000000,-0.597425,-0.801925,0.000000,-205.084293,-8862.400262,-834260.209672,-23.942078,-83.135423,1.164269,-0.346637,-0.806850,0.000203,-1026.361064,11189.488538,939266.288223,36.250000,9.900000,1.142749,0.213069,65.474700,12.207972,66.707683,66.707683,1.707006,0.696565,0.743716,-0.000939,0,0,0,0,0,1,1,0,0
239,239,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.177285,0.250000,0.000000,1.000000,-0.597576,-0.801812,0.000000,-205.258594,-8862.614232,-834224.286007,-23.838224,-82.906928,1.164471,-0.346744,-0.806774,0.000209,-1106.317950,11346.442998,930750.494404,36.250000,9.900000,1.142749,0.213069,65.474701,12.207977,66.719293,66.719293,1.706952,0.719389,0.745783,-0.000989,0,0,0,0,0,1,1,0,0
