Time,StepCount,V_current,psi_current_deg,ramp_duration,psi,u_current,v_current,r_current,enable_ramp
974,974,1.000000,60.000000,50.000000,0.203522,0.314639,-0.949211,0.000000,1
975,975,1.000000,60.000000,50.000000,0.203508,0.314652,-0.949207,0.000000,1
976,976,1.000000,60.000000,50.000000,0.203495,0.314666,-0.949203,0.000000,1
977,977,1.000000,60.000000,50.000000,0.203481,0.314679,-0.949198,0.000000,1
978,978,1.000000,60.000000,50.000000,0.203467,0.314692,-0.949194,0.000000,1
979,979,1.000000,60.000000,50.000000,0.203453,0.314705,-0.949190,0.000000,1
980,980,1.000000,60.000000,50.000000,0.203440,0.314718,-0.949185,0.000000,1
981,981,1.000000,60.000000,50.000000,0.203426,0.314731,-0.949181,0.000000,1
982,982,1.000000,60.000000,50.000000,0.203412,0.314744,-0.949177,0.000000,1
983,983,1.000000,60.000000,50.000000,0.203399,0.314756,-0.949172,0.000000,1
984,984,1.000000,60.000000,50.000000,0.203385,0.314769,-0.949168,0.000000,1
985,985,1.000000,60.000000,50.000000,0.203372,0.314782,-0.949164,0.000000,1
986,986,1.000000,60.000000,50.000000,0.203358,0.314795,-0.949160,0.000000,1
987,987,1.000000,60.000000,50.000000,0.203344,0.314808,-0.949155,0.000000,1
988,988,1.000000,60.000000,50.000000,0.203331,0.314821,-0.949151,0.000000,1
989,989,1.000000,60.000000,50.000000,0.203317,0.314834,-0.949147,0.000000,1
990,990,1.000000,60.000000,50.000000,0.203304,0.314846,-0.949143,0.000000,1
991,991,1.000000,60.000000,50.000000,0.203291,0.314859,-0.949138,0.000000,1
992,992,1.000000,60.000000,50.000000,0.203277,0.314872,-0.949134,0.000000,1
993,993,1.000000,60.000000,50.000000,0.203264,0.314885,-0.949130,0.000000,1
994,994,1.000000,60.000000,50.000000,0.203250,0.314897,-0.949126,0.000000,1
995,995,1.000000,60.000000,50.000000,0.203237,0.314910,-0.949122,0.000000,1
996,996,1.000000,60.000000,50.000000,0.203224,0.314923,-0.949117,0.000000,1
997,997,1.000000,60.000000,50.000000,0.203210,0.314935,-0.949113,0.000000,1
998,998,1.000000,60.000000,50.000000,0.203197,0.314948,-0.949109,0.000000,1
999,999,1.000000,60.000000,50.000000,0.203184,0.314961,-0.949105,0.000000,1
1000,1000,1.000000,60.000000,50.000000,0.203170,0.314973,-0.949101,0.000000,1
