t,r1x,r2x,r3x,v1x,v2x,v3x,a1x,a2x,a3x,r1y,r2y,r3y,v1y,v2y,v3y,a1y,a2y,a3y
45.12,-8.734212202352651,-10.674220922352669,-11.33089370484735,-0.19121298947144538,-0.19121298947144538,-0.27499069552856525,-0.3512519537801913,-0.5971373199696064,0.9483892737497978,-9.812339387839925,-9.326164327839937,-9.93908987976021,-0.8914719462469911,-0.8914719462469911,0.4591062162470294,0.04820258493649403,-0.8157622095834729,0.7675596246469789
45.13,-8.736171751711053,-10.67618047171107,-11.333596192338948,-0.20082200683360085,-0.20082200683360085,-0.2653816781664098,-0.3512722875019281,-0.6221419111760049,0.9734141986779331,-9.821292485283628,-9.33511742528364,-9.934460439616508,-0.8991695072277928,-0.8991695072277928,0.46680377722774224,0.04889904902544251,-0.8208516205304836,0.771952571505041
45.14,-8.738228642489323,-10.678237362489341,-11.336201338410678,-0.21068692022652158,-0.21068692022652158,-0.25551676477348906,-0.35130249259017154,-0.6482659873157661,0.9995684799059377,-9.830322777984481,-9.344147717984493,-9.929753804215656,-0.906910851185394,-0.906910851185394,0.47454512118534353,0.049602473784961514,-0.8259186938116364,0.776316220026675
45.15,-8.740385490115584,-10.680394210115601,-11.338706527634418,-0.22081937611400093,-0.22081937611400093,-0.2453843088860097,-0.3513427651718141,-0.6755799324195848,1.0269226975913988,-9.839430702307336,-9.353255642307348,-9.924969537192801,-0.9146955944066448,-0.9146955944066448,0.4823298644065943,0.050313204298729,-0.8309456285192804,0.7806324242205515
45.160000000000004,-8.742645030011603,-10.682653750011621,-11.341109024588398,-0.2312317541912634,-0.2312317541912634,-0.23497193080874723,-0.35139331885265823,-0.7041595990090068,1.055552917861665,-9.848616689872614,-9.362441629872626,-9.920107206927524,-0.9225231583061877,-0.9225231583061877,0.4901574283061372,0.051031601001809944,-0.8359119566884933,0.7848803556866834
45.17,-8.745010125199409,-10.685018845199426,-11.343405966250593,-0.24193722476022472,-0.24193722476022472,-0.22426646023978591,-0.3514543860733495,-0.7340868098660533,1.085541195939403,-9.85788116547346,-9.371706105473471,-9.915166388626679,-0.9303927406810075,-0.9303927406810075,0.498027010680957,0.051758040805324736,-0.8407941600815758,0.7890361192762512
45.18,-8.747483774506808,-10.687492494506825,-11.345594353793194,-0.2529498113952755,-0.2529498113952755,-0.21325387360473513,-0.3515262196078085,-0.7654499114654469,1.1169761310732553,-9.867224544686234,-9.381049484686246,-9.910146666713905,-0.9383032828270466,-0.9383032828270466,0.505937552826996,0.052492918318480235,-0.8455652282427869,0.7930723099243067
45.19,-8.750069121427314,-10.690077841427332,-11.347671043722688,-0.26428445944528534,-0.26428445944528534,-0.2019192255547253,-0.3516090942212253,-0.7983443847064697,1.149953478927695,-9.87664723113,-9.390472171130012,-9.905047637570139,-0.9462534318808835,-0.9462534318808835,0.513887701880833,0.053236647178188615,-0.8501941480222788,0.7969575008440902
45.2,-8.752769463695714,-10.692778183695731,-11.349632738304289,-0.27595711097827547,-0.27595711097827547,-0.19024657402173517,-0.3517033085070541,-0.8328735191661387,1.1845768276731927,-9.886149613323852,-9.399974553323863,-9.899868912676288,-0.9542414976425384,-0.9542414976425384,0.5218757676424879,0.053989661497731836,-0.8546453129861596,0.8006556514884279
45.21,-8.75558826364688,-10.695596983646897,-11.351475975203122,-0.2879847868398677,-0.2879847868398677,-0.1782188981601429,-0.3518091869251828,-0.8691491577161883,1.220958344641371,-9.895732061082851,-9.409557001082863,-9.894610122217289,-0.9622654030076561,-0.9622654030076561,0.5298996730076944,0.054752417447316314,-0.858877838996489,0.8041254215491727
