,r_1_x,r_1_y,r_2_x,r_2_y,r_3_x,r_3_y
0,0.11109329232600546,0.10468333896327571,0.03951658606318149,0.0297280283497348,0.06518133380481943,0.06338840080891725
1,0.10468333896327339,0.11671856027059085,0.05997186578422759,0.045863742096472704,0.08072205303069185,0.08017449679699262
2,0.039516586063180516,0.059971865784227,0.10879324055026146,0.10214014786704011,0.0531874067547251,0.06162216967557436
3,0.029728028349734575,0.04586374209647129,0.10214014786704242,0.10741337670785522,0.04690764936731704,0.05455373879795397
4,0.06518133380482047,0.08072205303069051,0.0531874067547257,0.04690764936731816,0.1248599918384184,0.11986064025558386
5,0.06338840080891889,0.08017449679699315,0.06162216967557309,0.05455373879795598,0.11986064025558163,0.12326507163013138
