,r_1,v_1,r_2,v_2,r_3,v_3
0,1.3152590128129305e-11,0.8117113998823798,0.7382688965851538,0.8160857961663287,0.665364263323885,0.7759444396493257
1,0.8117113998823772,1.511191172198778e-11,0.6076800723066791,0.7426373254057617,0.6486051140076861,0.7723491852193896
2,0.7382688965851538,0.6076800723066642,1.3576140212023802e-11,0.7818085287261892,0.7624075668939436,0.7677343332611968
3,0.8160857961663347,0.7426373254057757,0.7818085287261963,1.3791079389591232e-11,0.7717465555748597,0.769000574829981
4,0.6653642633238722,0.6486051140076841,0.7624075668939346,0.7717465555748417,1.3058332193338629e-11,0.7712263972946107
5,0.775944439649349,0.7723491852193982,0.7677343332611988,0.7690005748299654,0.7712263972946208,1.4092504940776962e-11
