,r_1,r_2,r_3
0,0.11799164165013398,0.11799164165013361,0.11494130612392106
1,0.11799164165013376,0.11799164165013369,0.11494130612392135
2,0.11494130612392031,0.11494130612392046,0.12216863247646043
