Time,StepCount,y_hat[1],y_hat[2],y_hat[3]
1425,35625,19.9153,7.96345,1.23023
1426,35650,19.9384,8.05063,1.23028
1427,35675,19.9986,8.1367,1.23064
1428,35700,20.0427,8.22047,1.23082
1429,35725,20.0625,8.30366,1.23027
1430,35750,20.0697,8.38852,1.22984
1431,35775,20.0539,8.47586,1.23034
1432,35800,20.022,8.56439,1.2312
1433,35825,19.9968,8.65609,1.23173
1434,35850,19.991,8.7517,1.23186
1435,35875,19.998,8.84822,1.23188
1436,35900,20.0044,8.94536,1.23204
1437,35925,20.0072,9.04424,1.23222
1438,35950,20.0124,9.14422,1.2319
1439,35975,20.0217,9.24419,1.23088
1440,36000,20.014,9.34157,1.23
1441,36025,19.9799,9.4329,1.22978
1442,36050,19.9545,9.52295,1.22975
1443,36075,19.9809,9.61637,1.22968
1444,36100,20.0533,9.70797,1.22983
1445,36125,20.1125,9.79627,1.22971
1446,36150,20.1375,9.88601,1.22863
1447,36175,20.1437,9.97772,1.22772
1448,36200,20.1264,10.0677,1.22802
1449,36225,20.0997,10.153,1.22877
1450,36250,20.0941,10.239,1.22927
1451,36275,20.1195,10.3305,1.22971
1452,36300,20.1564,10.4234,1.23017
1453,36325,20.1706,10.5179,1.23034
1454,36350,20.1616,10.6158,1.23031
1455,36375,20.1524,10.7157,1.23032
1456,36400,20.1441,10.8171,1.23027
1457,36425,20.1154,10.9213,1.23001
1458,36450,20.0637,11.0253,1.22968
1459,36475,20.0282,11.1242,1.22944
1460,36500,20.0383,11.222,1.22945
1461,36525,20.0807,11.3208,1.22969
1462,36550,20.1206,11.4176,1.22949
1463,36575,20.1489,11.5119,1.22818
1464,36600,20.1687,11.6042,1.22683
1465,36625,20.1477,11.6966,1.22682
1466,36650,20.0942,11.7884,1.22739
1467,36675,20.0705,11.8796,1.22764
1468,36700,20.1053,11.9702,1.22792
1469,36725,20.1614,12.0584,1.22845
1470,36750,20.1882,12.1468,1.22857
1471,36775,20.1826,12.2396,1.2282
1472,36800,20.1638,12.3353,1.22825
1473,36825,20.1336,12.4325,1.2289
1474,36850,20.0939,12.5318,1.2295
1475,36875,20.0547,12.6347,1.22964
1476,36900,20.027,12.7394,1.22952
1477,36925,20.0198,12.8428,1.22956
1478,36950,20.027,12.946,1.2299
1479,36975,20.0347,13.0499,1.22999
1480,37000,20.044,13.1532,1.2291
1481,37025,20.0542,13.2538,1.22778
1482,37050,20.0361,13.35,1.22729
1483,37075,19.9898,13.4435,1.22751
1484,37100,19.9698,13.5384,1.22758
1485,37125,20.0102,13.6345,1.22769
1486,37150,20.0717,13.7279,1.22806
1487,37175,20.0981,13.8215,1.22788
1488,37200,20.102,13.9157,1.22701
1489,37225,20.1002,14.0084,1.22676
1490,37250,20.0773,14.0996,1.22752
1491,37275,20.041,14.1921,1.22841
1492,37300,20.0237,14.2887,1.229
1493,37325,20.0343,14.3885,1.22942
1494,37350,20.0469,14.4892,1.22972
1495,37375,20.0431,14.5914,1.22994
1496,37400,20.0316,14.6959,1.23008
1497,37425,20.0255,14.8016,1.22992
1498,37450,20.0156,14.9088,1.22939
1499,37475,19.9805,15.015,1.22893
1500,37500,19.9336,15.1147,1.22876
1501,37525,19.917,15.2119,1.22872
1502,37550,19.95,15.3116,1.22885
1503,37575,20.009,15.4098,1.22908
1504,37600,20.0538,15.504,1.22864
1505,37625,20.08,15.5972,1.22731
1506,37650,20.0825,15.6912,1.22666
1507,37675,20.0418,15.7846,1.22724
1508,37700,19.9994,15.8731,1.22792
1509,37725,20.0049,15.9584,1.22832
1510,37750,20.0525,16.0436,1.22888
1511,37775,20.0923,16.1288,1.22948
1512,37800,20.0979,16.215,1.22961
1513,37825,20.0837,16.3026,1.22956
1514,37850,20.0643,16.391,1.22988
1515,37875,20.0401,16.4786,1.23035
1516,37900,20.0001,16.5673,1.23053
1517,37925,19.9499,16.6562,1.2304
1518,37950,19.9204,16.7403,1.2303
1519,37975,19.9281,16.8205,1.23053
1520,38000,19.9533,16.8989,1.23094
1521,38025,19.9742,16.9745,1.23065
1522,38050,19.9945,17.0458,1.2293
1523,38075,20.0027,17.1124,1.22824
1524,38100,19.9686,17.1752,1.22844
1525,38125,19.9178,17.236,1.2289
1526,38150,19.913,17.2956,1.22907
1527,38175,19.959,17.3534,1.22944
1528,38200,20.0052,17.407,1.22991
1529,38225,20.0233,17.4574,1.22972
1530,38250,20.0277,17.5067,1.22923
1531,38275,20.0128,17.5568,1.22954
1532,38300,19.976,17.6064,1.23051
1533,38325,19.939,17.6562,1.23132
1534,38350,19.9196,17.7082,1.2317
1535,38375,19.9182,17.7602,1.23186
1536,38400,19.9201,17.8106,1.23208
1537,38425,19.9178,17.8607,1.23241
1538,38450,19.9156,17.9105,1.23245
1539,38475,19.9196,17.959,1.23176
1540,38500,19.9155,18.0047,1.23084
1541,38525,19.8826,18.0434,1.23052
1542,38550,19.8429,18.0768,1.2306
1543,38575,19.8429,18.1114,1.23061
1544,38600,19.8995,18.1452,1.23078
1545,38625,19.9648,18.1739,1.23098
1546,38650,19.9965,18.201,1.23031
1547,38675,20.005,18.2295,1.22923
1548,38700,19.9917,18.2568,1.22922
1549,38725,19.9597,18.2789,1.23004
1550,38750,19.941,18.2978,1.23072
1551,38775,19.9533,18.3207,1.23124
1552,38800,19.9878,18.3461,1.23182
1553,38825,20.0102,18.3716,1.23222
1554,38850,20.0034,18.3996,1.2323
1555,38875,19.9886,18.4298,1.23236
1556,38900,19.9787,18.4605,1.23245
1557,38925,19.958,18.4929,1.23235
1558,38950,19.9104,18.5267,1.23207
1559,38975,19.8615,18.5561,1.23182
1560,39000,19.8526,18.5819,1.23176
1561,39025,19.8865,18.6082,1.23199
1562,39050,19.9311,18.6331,1.2321
1563,39075,19.963,18.6552,1.23121
1564,39100,19.9895,18.6745,1.22968
1565,39125,19.9868,18.6929,1.22921
1566,39150,19.9395,18.7109,1.22976
1567,39175,19.9008,18.7275,1.23012
1568,39200,19.9193,18.7436,1.2303
1569,39225,19.9787,18.7575,1.23078
1570,39250,20.0251,18.7692,1.23112
1571,39275,20.0352,18.7837,1.23084
1572,39300,20.0262,18.8016,1.23065
1573,39325,20.0054,18.8208,1.23117
1574,39350,19.9732,18.8414,1.23188
1575,39375,19.939,18.8646,1.23219
1576,39400,19.9121,18.8906,1.2321
1577,39425,19.9016,18.916,1.232
1578,39450,19.9081,18.9403,1.23221
1579,39475,19.9193,18.9649,1.23246
1580,39500,19.9303,18.9891,1.23192
1581,39525,19.9454,19.0112,1.23056
1582,39550,19.9426,19.0288,1.22965
1583,39575,19.903,19.0424,1.22968
1584,39600,19.8693,19.0558,1.22978
1585,39625,19.8926,19.0706,1.22974
1586,39650,19.9597,19.0832,1.22998
1587,39675,20.006,19.0942,1.23002
1588,39700,20.0193,19.1059,1.2292
1589,39725,20.0259,19.1163,1.22851
1590,39750,20.0176,19.1244,1.22892
1591,39775,19.9891,19.132,1.22978
1592,39800,19.9692,19.1427,1.23039
1593,39825,19.9799,19.157,1.23078
1594,39850,20.0033,19.1726,1.23106
1595,39875,20.0124,19.1889,1.23122
1596,39900,20.0078,19.2073,1.23131
1597,39925,20.0053,19.227,1.23121
1598,39950,20.005,19.2477,1.23071
1599,39975,19.9841,19.269,1.2301
1600,40000,19.9398,19.2853,1.22975
1601,40025,19.9115,19.2964,1.22958
1602,40050,19.931,19.309,1.22954
1603,40075,19.9888,19.3221,1.22969
1604,40100,20.0442,19.3311,1.22947
1605,40125,20.0789,19.3382,1.22816
1606,40150,20.0965,19.3456,1.22685
1607,40175,20.0728,19.3543,1.22678
1608,40200,20.0276,19.3601,1.22713
1609,40225,20.0188,19.3625,1.22708
1610,40250,20.062,19.3655,1.22698
1611,40275,20.1158,19.3701,1.22701
1612,40300,20.1381,19.3768,1.22665
1613,40325,20.1336,19.3867,1.22586
1614,40350,20.12,19.3995,1.22531
1615,40375,20.1026,19.4137,1.22504
1616,40400,20.0723,19.43,1.22457
1617,40425,20.026,19.4499,1.2237
1618,40450,19.9896,19.4686,1.22267
1619,40475,19.9888,19.4844,1.22186
1620,40500,20.0133,19.5002,1.22131
1621,40525,20.0372,19.5155,1.22033
1622,40550,20.0584,19.5287,1.21819
1623,40575,20.0761,19.5388,1.21571
1624,40600,20.0606,19.5459,1.21434
1625,40625,20.0137,19.5519,1.21363
1626,40650,19.9931,19.5587,1.21264
1627,40675,20.0285,19.5665,1.21164
1628,40700,20.0834,19.5723,1.21087
1629,40725,20.1142,19.5759,1.20959
1630,40750,20.1269,19.5792,1.20765
1631,40775,20.1253,19.5845,1.20619
1632,40800,20.1015,19.5915,1.20556
1633,40825,20.0689,19.5996,1.20498
1634,40850,20.0452,19.6123,1.20397
1635,40875,20.0408,19.6284,1.20263
1636,40900,20.0478,19.6442,1.20127
1637,40925,20.0528,19.6607,1.20002
1638,40950,20.0534,19.6788,1.19859
1639,40975,20.0559,19.6978,1.19646
1640,41000,20.0556,19.7165,1.19386
1641,41025,20.0345,19.7305,1.19164
1642,41050,20.0019,19.7378,1.18986
1643,41075,19.9927,19.7455,1.1881
1644,41100,20.0333,19.7558,1.1864
1645,41125,20.1012,19.7629,1.18482
1646,41150,20.1496,19.7668,1.18258
1647,41175,20.1727,19.7719,1.17948
1648,41200,20.1758,19.7781,1.17704
1649,41225,20.158,19.781,1.17574
1650,41250,20.1465,19.7783,1.17455
1651,41275,20.1623,19.7778,1.17306
1652,41300,20.2012,19.7829,1.17151
1653,41325,20.2401,19.7889,1.16987
1654,41350,20.2567,19.7968,1.16792
1655,41375,20.2596,19.8078,1.16579
1656,41400,20.262,19.8204,1.16366
1657,41425,20.2501,19.8366,1.1615
1658,41450,20.2102,19.8564,1.15928
1659,41475,20.1682,19.8724,1.15698
1660,41500,20.1592,19.8839,1.15473
1661,41525,20.1852,19.8962,1.15274
1662,41550,20.224,19.9083,1.15076
1663,41575,20.2558,19.9172,1.14796
1664,41600,20.2836,19.9229,1.14415
1665,41625,20.2984,19.9259,1.14074
1666,41650,20.278,19.9271,1.13856
1667,41675,20.2435,19.9286,1.13667
1668,41700,20.2451,19.9311,1.13452
1669,41725,20.2972,19.9303,1.13249
1670,41750,20.36,19.9242,1.13039
1671,41775,20.395,19.9188,1.12762
1672,41800,20.4077,19.9179,1.12459
1673,41825,20.4148,19.9183,1.12203
1674,41850,20.4075,19.9198,1.11991
1675,41875,20.3782,19.9276,1.11769
1676,41900,20.3514,19.9397,1.11516
1677,41925,20.3535,19.9498,1.11259
1678,41950,20.3766,19.9591,1.11031
1679,41975,20.3962,19.9704,1.10802
1680,42000,20.4065,19.9824,1.105
1681,42025,20.4159,19.9933,1.10122
1682,42050,20.4184,20.0011,1.0976
1683,42075,20.4045,20.0024,1.09461
1684,42100,20.3897,19.9991,1.09191
1685,42125,20.4013,19.9991,1.08922
1686,42150,20.4461,20.0018,1.08666
1687,42175,20.4963,20.0012,1.08397
1688,42200,20.5272,19.998,1.08042
1689,42225,20.5466,19.9939,1.07649
1690,42250,20.5597,19.987,1.07342
1691,42275,20.5623,19.9771,1.07102
1692,42300,20.5565,19.9702,1.06849
1693,42325,20.5577,19.9715,1.06563
1694,42350,20.5754,19.9765,1.0627
1695,42375,20.6005,19.9804,1.05992
1696,42400,20.6179,19.9854,1.05701
1697,42425,20.6219,19.9944,1.05361
1698,42450,20.6117,20.008,1.05
1699,42475,20.5821,20.0239,1.04668
1700,42500,20.5428,20.0362,1.0436
1701,42525,20.5175,20.0441,1.0405
1702,42550,20.5211,20.0511,1.03751
1703,42575,20.5451,20.0587,1.03473
1704,42600,20.57,20.0641,1.03165
1705,42625,20.5882,20.0656,1.02764
1706,42650,20.5986,20.0656,1.02315
1707,42675,20.5917,20.0644,1.01935
1708,42700,20.5666,20.0606,1.01642
1709,42725,20.5474,20.0546,1.0136
1710,42750,20.559,20.0476,1.01052
1711,42775,20.5953,20.039,1.0073
1712,42800,20.627,20.0304,1.0039
1713,42825,20.6454,20.0229,1.00015
1714,42850,20.6559,20.0175,0.996149
1715,42875,20.6522,20.0159,0.992337
1716,42900,20.6247,20.0183,0.988971
1717,42925,20.5873,20.0217,0.985744
1718,42950,20.5674,20.0249,0.982443
1719,42975,20.5735,20.0291,0.979263
1720,43000,20.5905,20.0337,0.976233
1721,43025,20.6012,20.037,0.972847
1722,43050,20.6055,20.0384,0.968754
1723,43075,20.6057,20.0386,0.96446
1724,43100,20.5993,20.0346,0.960604
1725,43125,20.5901,20.023,0.957207
1726,43150,20.5861,20.01,0.954046
1727,43175,20.5955,20.003,0.950961
1728,43200,20.6182,19.9993,0.947761
1729,43225,20.6477,19.9898,0.944119
1730,43250,20.6785,19.9733,0.939913
1731,43275,20.7065,19.9549,0.935594
1732,43300,20.7184,19.9403,0.931733
1733,43325,20.7071,19.9306,0.928332
1734,43350,20.6906,19.9228,0.924954
1735,43375,20.6923,19.9157,0.921506
1736,43400,20.7145,19.9108,0.918201
1737,43425,20.7396,19.9081,0.914933
1738,43450,20.7527,19.9076,0.911226
1739,43475,20.7523,19.9105,0.907046
1740,43500,20.7396,19.9158,0.903038
1741,43525,20.7177,19.9193,0.899511
1742,43550,20.6977,19.9183,0.89621
1743,43575,20.6917,19.9156,0.892999
1744,43600,20.7023,19.9137,0.889956
1745,43625,20.7197,19.9116,0.886907
1746,43650,20.7312,19.9094,0.883381
1747,43675,20.7348,19.9076,0.879281
1748,43700,20.7338,19.9053,0.875078
1749,43725,20.732,19.897,0.871253
1750,43750,20.7223,19.885,0.867911
1751,43775,20.7052,19.8782,0.864692
1752,43800,20.6984,19.8769,0.861353
1753,43825,20.7112,19.8737,0.858063
1754,43850,20.7271,19.8697,0.85471
1755,43875,20.7296,19.8701,0.850883
1756,43900,20.7183,19.8747,0.846729
1757,43925,20.6929,19.8817,0.842874
1758,43950,20.6539,19.8896,0.839509
1759,43975,20.614,19.8987,0.836353
1760,44000,20.5902,19.9084,0.833264
1761,44025,20.5849,19.9171,0.830301
1762,44050,20.5843,19.9237,0.827294
1763,44075,20.5781,19.9279,0.82389
1764,44100,20.5659,19.9306,0.820148
1765,44125,20.5511,19.9312,0.81652
1766,44150,20.5354,19.9277,0.813218
1767,44175,20.5193,19.9199,0.810174
1768,44200,20.5007,19.9151,0.807278
1769,44225,20.487,19.9151,0.804344
1770,44250,20.4896,19.9122,0.801288
1771,44275,20.5054,19.9019,0.79807
1772,44300,20.5178,19.8911,0.794493
1773,44325,20.5167,19.8848,0.790735
1774,44350,20.4976,19.8827,0.787358
1775,44375,20.4661,19.8821,0.784409
1776,44400,20.439,19.8805,0.781581
1777,44425,20.427,19.8815,0.778808
1778,44450,20.4266,19.8862,0.776117
1779,44475,20.4268,19.8912,0.773299
1780,44500,20.4207,19.8951,0.770085
1781,44525,20.4075,19.8989,0.766697
1782,44550,20.3883,19.9019,0.763606
1783,44575,20.3682,19.9005,0.760895
1784,44600,20.3538,19.8955,0.758387
1785,44625,20.351,19.8892,0.756001
1786,44650,20.3552,19.8839,0.753665
1787,44675,20.3574,19.8818,0.751143
1788,44700,20.3554,19.8823,0.748295
1789,44725,20.3579,19.8786,0.745185
1790,44750,20.3663,19.8685,0.741974
1791,44775,20.3654,19.8572,0.739035
1792,44800,20.3457,19.8512,0.736535
1793,44825,20.3235,19.8495,0.734205
1794,44850,20.3172,19.8502,0.731871
1795,44875,20.3238,19.8522,0.729557
1796,44900,20.3287,19.855,0.727047
1797,44925,20.3227,19.861,0.724099
1798,44950,20.3057,19.8703,0.721018
1799,44975,20.2791,19.8797,0.718282
1800,45000,20.2463,19.8883,0.715959
1801,45025,20.2192,19.8963,0.713817
1802,45050,20.2087,19.9026,0.711757
1803,45075,20.2105,19.907,0.70975
1804,45100,20.2125,19.9103,0.707571
1805,45125,20.2098,19.9116,0.705043
1806,45150,20.2026,19.9133,0.702342
1807,45175,20.1949,19.914,0.699726
1808,45200,20.1851,19.9123,0.697277
1809,45225,20.1691,19.9102,0.69504
1810,45250,20.1524,19.9092,0.692949
1811,45275,20.1476,19.9086,0.690873
1812,45300,20.1551,19.9089,0.688757
1813,45325,20.1649,19.909,0.686398
1814,45350,20.1668,19.9106,0.68362
1815,45375,20.1539,19.9167,0.68078
1816,45400,20.1272,19.9257,0.678327
1817,45425,20.0949,19.9342,0.676196
1818,45450,20.068,19.9434,0.67417
1819,45475,20.0535,19.9564,0.672199
1820,45500,20.0491,19.9706,0.670239
1821,45525,20.0466,19.9815,0.668071
1822,45550,20.0392,19.9903,0.665546
1823,45575,20.0267,19.9982,0.662935
1824,45600,20.0117,20.0036,0.660578
1825,45625,19.9996,20.0043,0.658475
1826,45650,19.993,20.0021,0.656502
1827,45675,19.9894,20.0014,0.65457
1828,45700,19.9852,20.0061,0.65256
1829,45725,19.9849,20.0116,0.650388
1830,45750,19.995,20.0105,0.647987
1831,45775,20.0114,20.0038,0.645256
1832,45800,20.0178,19.9995,0.642412
1833,45825,20.0063,19.999,0.639916
1834,45850,19.9847,20.0004,0.637787
1835,45875,19.9689,20.0047,0.635727
1836,45900,19.9689,20.0104,0.633655
1837,45925,19.9775,20.0166,0.631538
1838,45950,19.9813,20.0249,0.629105
1839,45975,19.9765,20.035,0.626274
1840,46000,19.9652,20.0443,0.623423
1841,46025,19.9477,20.0522,0.62092
1842,46050,19.9303,20.0574,0.618709
1843,46075,19.9235,20.059,0.61659
1844,46100,19.9294,20.0595,0.614511
1845,46125,19.9425,20.0587,0.612372
1846,46150,19.9532,20.0577,0.609965
1847,46175,19.9589,20.0578,0.607256
1848,46200,19.9641,20.0578,0.604404
1849,46225,19.9711,20.0544,0.601519
1850,46250,19.9744,20.0474,0.598779
1851,46275,19.9711,20.0389,0.596293
1852,46300,19.9682,20.0339,0.593934
1853,46325,19.9755,20.0333,0.591552
1854,46350,19.9933,20.033,0.589037
1855,46375,20.0088,20.0326,0.58618
1856,46400,20.0134,20.0344,0.582968
1857,46425,20.0063,20.0395,0.579803
1858,46450,19.9902,20.0451,0.576948
1859,46475,19.9726,20.0489,0.574315
1860,46500,19.962,20.0545,0.571769
1861,46525,19.9643,20.0612,0.569244
1862,46550,19.9759,20.0648,0.566642
1863,46575,19.9868,20.0653,0.563758
1864,46600,19.9922,20.0647,0.560591
1865,46625,19.9949,20.0629,0.557418
1866,46650,19.9992,20.0577,0.554402
1867,46675,20.0049,20.0499,0.551493
1868,46700,20.0066,20.0447,0.548637
1869,46725,20.0075,20.0417,0.545807
1870,46750,20.0172,20.0368,0.542969
1871,46775,20.039,20.0277,0.540019
1872,46800,20.0634,20.0183,0.536747
1873,46825,20.0806,20.0108,0.533126
1874,46850,20.0864,20.0043,0.529535
1875,46875,20.0793,20.0001,0.526306
1876,46900,20.0692,19.9975,0.523314
1877,46925,20.0683,19.9963,0.520337
1878,46950,20.078,19.9963,0.517337
1879,46975,20.0905,19.9976,0.514202
1880,47000,20.0993,19.9991,0.510758
1881,47025,20.1039,19.9987,0.507087
1882,47050,20.1042,19.9959,0.503503
1883,47075,20.1025,19.9909,0.500178
1884,47100,20.1049,19.9835,0.497016
1885,47125,20.1157,19.9726,0.493901
1886,47150,20.1307,19.9625,0.490732
1887,47175,20.1444,19.955,0.487434
1888,47200,20.1571,19.9476,0.484035
1889,47225,20.1719,19.9387,0.480506
1890,47250,20.1895,19.9267,0.476794
1891,47275,20.2053,19.9118,0.473027
1892,47300,20.2126,19.896,0.469444
1893,47325,20.2133,19.8825,0.466107
1894,47350,20.2173,19.8735,0.462871
1895,47375,20.2307,19.867,0.459585
1896,47400,20.2489,19.8605,0.456123
1897,47425,20.2623,19.8544,0.452388
1898,47450,20.2662,19.8499,0.448512
1899,47475,20.2623,19.8471,0.444754
1900,47500,20.2553,19.8429,0.441204
1901,47525,20.2506,19.8366,0.437819
1902,47550,20.2528,19.8316,0.434508
1903,47575,20.2639,19.8257,0.431182
1904,47600,20.2778,19.8168,0.427738
1905,47625,20.2877,19.8082,0.424103
1906,47650,20.2957,19.7991,0.420403
1907,47675,20.3048,19.7873,0.416742
1908,47700,20.311,19.7769,0.413128
1909,47725,20.3124,19.7682,0.409583
1910,47750,20.3146,19.7566,0.40615
1911,47775,20.3226,19.7423,0.40283
1912,47800,20.3349,19.7302,0.399511
1913,47825,20.3488,19.7216,0.396036
1914,47850,20.3621,19.7131,0.392332
1915,47875,20.3684,19.7047,0.38851
1916,47900,20.3647,19.698,0.384824
1917,47925,20.3548,19.6923,0.381381
1918,47950,20.3458,19.6885,0.37808
1919,47975,20.3436,19.6861,0.374823
1920,48000,20.3467,19.6836,0.371553
1921,48025,20.35,19.6821,0.368154
1922,48050,20.3519,19.6795,0.364597
1923,48075,20.3504,19.674,0.361009
1924,48100,20.3463,19.6681,0.357548
1925,48125,20.3449,19.6604,0.35422
1926,48150,20.3458,19.6513,0.350958
1927,48175,20.3454,19.6444,0.347725
1928,48200,20.3453,19.6394,0.344522
1929,48225,20.3477,19.6338,0.341357
1930,48250,20.3541,19.6268,0.338148
1931,48275,20.3625,19.619,0.334798
1932,48300,20.3683,19.6108,0.331353
1933,48325,20.3676,19.6032,0.327957
1934,48350,20.3603,19.5964,0.324754
1935,48375,20.3509,19.5922,0.32174
1936,48400,20.3461,19.591,0.318776
1937,48425,20.3474,19.591,0.315757
1938,48450,20.35,19.5914,0.312633
1939,48475,20.3468,19.5925,0.309401
1940,48500,20.3369,19.5949,0.306161
1941,48525,20.3248,19.5963,0.30301
1942,48550,20.3126,19.5959,0.299998
1943,48575,20.3037,19.5955,0.297117
1944,48600,20.3009,19.5952,0.29427
1945,48625,20.3001,19.5946,0.291371
1946,48650,20.2989,19.5944,0.288415
1947,48675,20.298,19.5942,0.285445
1948,48700,20.2964,19.5937,0.282473
1949,48725,20.2916,19.5946,0.279488
1950,48750,20.285,19.5954,0.276528
1951,48775,20.2793,19.5931,0.273656
1952,48800,20.2741,19.5908,0.270902
1953,48825,20.2686,19.5919,0.268227
1954,48850,20.2662,19.5952,0.265527
1955,48875,20.2667,19.6,0.2627
1956,48900,20.2645,19.605,0.259756
1957,48925,20.2552,19.6101,0.256809
1958,48950,20.2387,19.6166,0.253981
1959,48975,20.2196,19.6241,0.251292
1960,49000,20.205,19.6319,0.248671
1961,49025,20.1954,19.6399,0.246075
1962,49050,20.1892,19.648,0.243457
1963,49075,20.185,19.6557,0.240742
1964,49100,20.1783,19.6624,0.237954
1965,49125,20.1699,19.668,0.235193
1966,49150,20.1637,19.6727,0.232486
1967,49175,20.1564,19.6773,0.229823
1968,49200,20.1463,19.6834,0.227199
1969,49225,20.1365,19.6905,0.22462
1970,49250,20.1314,19.6958,0.222095
1971,49275,20.1311,19.7001,0.219558
1972,49300,20.1323,19.7055,0.216928
1973,49325,20.1315,19.7116,0.2142
1974,49350,20.1269,19.718,0.211429
1975,49375,20.1161,19.7242,0.208729
1976,49400,20.1006,19.7313,0.206161
1977,49425,20.0867,19.7404,0.203669
1978,49450,20.0785,19.7503,0.201183
1979,49475,20.0751,19.7603,0.198644
1980,49500,20.0702,19.7706,0.196012
1981,49525,20.0613,19.7807,0.193315
1982,49550,20.051,19.79,0.190605
1983,49575,20.0395,19.7977,0.187956
1984,49600,20.0302,19.804,0.185391
1985,49625,20.0251,19.8106,0.182852
1986,49650,20.0213,19.8169,0.180295
1987,49675,20.0185,19.8232,0.177715
1988,49700,20.0177,19.8299,0.175117
1989,49725,20.0171,19.836,0.172497
1990,49750,20.0162,19.8418,0.169818
1991,49775,20.015,19.8468,0.1671
1992,49800,20.0126,19.8498,0.164397
1993,49825,20.0073,19.8534,0.161759
1994,49850,20.0006,19.8582,0.159199
1995,49875,19.9966,19.864,0.156648
1996,49900,19.9972,19.8713,0.154015
1997,49925,19.9993,19.8781,0.151294
1998,49950,19.9972,19.8844,0.148511
1999,49975,19.988,19.8914,0.145732
2000,50000,19.9748,19.8981,0.143008
2001,50025,19.9644,19.9043,0.140323
2002,50050,19.9578,19.91,0.137671
2003,50075,19.9558,19.9149,0.135022
2004,50100,19.9573,19.92,0.132322
2005,50125,19.9581,19.9245,0.129601
2006,50150,19.9587,19.9275,0.126934
2007,50175,19.9603,19.9302,0.124345
2008,50200,19.9595,19.9326,0.121838
2009,50225,19.9552,19.9354,0.119418
2010,50250,19.952,19.9377,0.117088
2011,50275,19.9532,19.9378,0.114844
2012,50300,19.9574,19.9379,0.112642
2013,50325,19.9621,19.9391,0.110432
2014,50350,19.9674,19.9403,0.108185
2015,50375,19.9718,19.9416,0.105899
2016,50400,19.9699,19.9423,0.103635
2017,50425,19.9619,19.9428,0.101455
2018,50450,19.9527,19.9442,0.0993719
2019,50475,19.947,19.9454,0.0973539
2020,50500,19.9472,19.9468,0.0953566
2021,50525,19.9488,19.948,0.093363
2022,50550,19.9493,19.9485,0.0913693
2023,50575,19.9491,19.9487,0.0893729
2024,50600,19.9469,19.9477,0.0874158
2025,50625,19.9457,19.9456,0.0855194
2026,50650,19.947,19.9436,0.0836712
2027,50675,19.9471,19.9413,0.0818587
2028,50700,19.9479,19.939,0.0800759
2029,50725,19.951,19.9368,0.0783254
2030,50750,19.9567,19.9337,0.0766037
2031,50775,19.964,19.9302,0.0748794
2032,50800,19.9708,19.9264,0.0731516
2033,50825,19.974,19.9221,0.0714443
2034,50850,19.9732,19.918,0.0697879
2035,50875,19.9695,19.914,0.0682044
2036,50900,19.9662,19.9105,0.0666718
2037,50925,19.9678,19.9079,0.0651517
2038,50950,19.973,19.905,0.0636373
2039,50975,19.9768,19.9022,0.0621186
2040,51000,19.9747,19.8998,0.0606089
2041,51025,19.9683,19.8971,0.0591328
2042,51050,19.963,19.8944,0.0577002
2043,51075,19.9595,19.8914,0.0563186
2044,51100,19.9601,19.8884,0.0549742
2045,51125,19.9636,19.8858,0.0536387
2046,51150,19.9677,19.8831,0.0523148
2047,51175,19.9727,19.8802,0.0510129
2048,51200,19.9782,19.8775,0.04973
2049,51225,19.9807,19.8749,0.048465
2050,51250,19.9807,19.8725,0.0472215
2051,51275,19.9815,19.8698,0.0460094
2052,51300,19.984,19.8666,0.0448358
2053,51325,19.9863,19.8641,0.0436994
2054,51350,19.989,19.8621,0.0425896
2055,51375,19.9943,19.8604,0.041486
2056,51400,20.0007,19.8593,0.0403797
2057,51425,20.0024,19.858,0.0392859
2058,51450,19.9973,19.8568,0.0382207
2059,51475,19.988,19.8562,0.0371957
2060,51500,19.9804,19.8558,0.0362057
2061,51525,19.9783,19.8557,0.0352396
2062,51550,19.9791,19.8558,0.0342945
2063,51575,19.9814,19.8558,0.0333624
2064,51600,19.984,19.8562,0.032434
2065,51625,19.9841,19.8565,0.0315231
2066,51650,19.9853,19.8565,0.0306379
2067,51675,19.9869,19.8569,0.0297785
2068,51700,19.9855,19.8574,0.0289425
2069,51725,19.9835,19.858,0.0281295
2070,51750,19.9846,19.8589,0.0273417
2071,51775,19.9899,19.8594,0.0265779
2072,51800,19.9975,19.8602,0.025826
2073,51825,20.0039,19.8612,0.0250834
2074,51850,20.0075,19.8622,0.0243537
2075,51875,20.007,19.8633,0.0236414
2076,51900,20.0007,19.8645,0.0229535
2077,51925,19.9936,19.8659,0.0222931
2078,51950,19.9904,19.8677,0.0216546
2079,51975,19.992,19.8696,0.0210334
2080,52000,19.9948,19.8716,0.0204228
2081,52025,19.9938,19.8738,0.0198219
2082,52050,19.99,19.8759,0.0192351
2083,52075,19.9856,19.8782,0.0186648
2084,52100,19.9815,19.8804,0.0181137
2085,52125,19.9808,19.8826,0.0175828
2086,52150,19.982,19.8852,0.0170677
2087,52175,19.9836,19.8877,0.016568
2088,52200,19.9872,19.8903,0.016083
2089,52225,19.9916,19.8931,0.015611
2090,52250,19.9949,19.8959,0.0151526
2091,52275,19.9976,19.8988,0.0147053
2092,52300,19.9998,19.9017,0.0142687
2093,52325,19.9997,19.9046,0.0138458
