Time,StepCount,y_hat[1],y_hat[2],y_hat[3]
2961,74025,39.9167,17.4414,-1.23092
2962,74050,39.8604,17.3599,-1.23098
2963,74075,39.8338,17.2765,-1.23116
2964,74100,39.8542,17.1915,-1.23152
2965,74125,39.886,17.1082,-1.23181
2966,74150,39.9016,17.0279,-1.23119
2967,74175,39.9116,16.9509,-1.22995
2968,74200,39.8976,16.8735,-1.22971
2969,74225,39.8445,16.7961,-1.23046
2970,74250,39.8048,16.7242,-1.2311
2971,74275,39.8143,16.6512,-1.23161
2972,74300,39.8532,16.5745,-1.23237
2973,74325,39.876,16.4971,-1.23294
2974,74350,39.8761,16.4207,-1.23296
2975,74375,39.8757,16.3451,-1.23307
2976,74400,39.8777,16.2689,-1.23366
2977,74425,39.8696,16.1901,-1.23427
2978,74450,39.8478,16.1076,-1.23447
2979,74475,39.826,16.0245,-1.2344
2980,74500,39.8282,15.9436,-1.23449
2981,74525,39.8573,15.8618,-1.23493
2982,74550,39.889,15.7773,-1.2353
2983,74575,39.9102,15.6924,-1.23474
2984,74600,39.9308,15.6093,-1.23339
2985,74625,39.9282,15.5275,-1.23273
2986,74650,39.8748,15.4435,-1.23314
2987,74675,39.8328,15.3633,-1.23348
2988,74700,39.8577,15.2861,-1.23362
2989,74725,39.9225,15.2073,-1.23407
2990,74750,39.9719,15.129,-1.2344
2991,74775,39.9878,15.0506,-1.23394
2992,74800,39.9852,14.9699,-1.23353
2993,74825,39.9571,14.886,-1.23416
2994,74850,39.9208,14.8033,-1.23522
2995,74875,39.9115,14.7229,-1.23593
2996,74900,39.9275,14.6389,-1.23625
2997,74925,39.949,14.5517,-1.23643
2998,74950,39.9676,14.4644,-1.23673
2999,74975,39.9798,14.3751,-1.23707
3000,75000,39.9888,14.2827,-1.23696
3001,75025,39.9991,14.1891,-1.23617
3002,75050,39.9901,14.0965,-1.23539
3003,75075,39.9381,14.0041,-1.23524
3004,75100,39.8801,13.9103,-1.23529
3005,75125,39.8782,13.8166,-1.2353
3006,75150,39.9234,13.7239,-1.23553
3007,75175,39.9613,13.6334,-1.23549
3008,75200,39.9756,13.5452,-1.23448
3009,75225,39.9783,13.4577,-1.23345
3010,75250,39.9509,13.3692,-1.23362
3011,75275,39.8961,13.282,-1.23439
3012,75300,39.8641,13.1961,-1.23496
3013,75325,39.8755,13.1068,-1.23548
3014,75350,39.907,13.0168,-1.236
3015,75375,39.9285,12.9292,-1.23618
3016,75400,39.936,12.8418,-1.23615
3017,75425,39.9383,12.7515,-1.23625
3018,75450,39.9402,12.6589,-1.23638
3019,75475,39.9277,12.564,-1.23624
3020,75500,39.8939,12.4686,-1.23592
3021,75525,39.8671,12.3766,-1.23567
3022,75550,39.8758,12.284,-1.2357
3023,75575,39.9131,12.1891,-1.23594
3024,75600,39.9464,12.0946,-1.23579
3025,75625,39.9698,12.0028,-1.23456
3026,75650,39.9907,11.9143,-1.23313
3027,75675,39.9744,11.8253,-1.23294
3028,75700,39.926,11.7376,-1.23341
3029,75725,39.9148,11.6557,-1.23356
3030,75750,39.9632,11.5734,-1.23376
3031,75775,40.0283,11.4893,-1.23425
3032,75800,40.0633,11.4053,-1.23432
3033,75825,40.0689,11.3199,-1.23383
3034,75850,40.0665,11.2335,-1.23381
3035,75875,40.0618,11.1482,-1.23453
3036,75900,40.0602,11.0641,-1.2352
3037,75925,40.0575,10.9752,-1.23538
3038,75950,40.0621,10.8831,-1.23528
3039,75975,40.0852,10.7927,-1.23533
3040,76000,40.1154,10.7013,-1.23569
3041,76025,40.1397,10.607,-1.23579
3042,76050,40.1594,10.5112,-1.23498
3043,76075,40.175,10.4164,-1.23369
3044,76100,40.1538,10.3219,-1.23314
3045,76125,40.089,10.2254,-1.2333
3046,76150,40.0528,10.1306,-1.23334
3047,76175,40.0851,10.0377,-1.23338
3048,76200,40.1423,9.94527,-1.23366
3049,76225,40.1727,9.85413,-1.23342
3050,76250,40.1805,9.76394,-1.23241
3051,76275,40.1718,9.67228,-1.23194
3052,76300,40.1281,9.57842,-1.23262
3053,76325,40.0731,9.48479,-1.2335
3054,76350,40.054,9.39135,-1.23407
3055,76375,40.0734,9.29629,-1.23446
3056,76400,40.1006,9.20123,-1.23471
3057,76425,40.1082,9.10487,-1.23486
3058,76450,40.1029,9.00539,-1.23497
3059,76475,40.1008,8.90359,-1.23487
3060,76500,40.0935,8.79941,-1.2344
3061,76525,40.0628,8.69528,-1.23387
3062,76550,40.0097,8.59385,-1.23359
3063,76575,39.9715,8.49196,-1.23349
3064,76600,39.9809,8.38789,-1.23355
3065,76625,40.0161,8.28455,-1.23372
3066,76650,40.0387,8.18429,-1.23322
3067,76675,40.0519,8.08765,-1.23178
3068,76700,40.0534,7.99259,-1.23085
3069,76725,40.0134,7.89654,-1.2312
3070,76750,39.9658,7.80531,-1.23174
3071,76775,39.963,7.71637,-1.23204
3072,76800,40.0027,7.62408,-1.23253
3073,76825,40.0394,7.53055,-1.23304
3074,76850,40.0497,7.43796,-1.23301
3075,76875,40.0526,7.3465,-1.23282
3076,76900,40.0604,7.25545,-1.23311
3077,76925,40.0605,7.16239,-1.23365
3078,76950,40.0443,7.06533,-1.23387
3079,76975,40.0214,6.9662,-1.23372
3080,77000,40.0155,6.86913,-1.2336
3081,77025,40.0382,6.77259,-1.23384
3082,77050,40.0705,6.67349,-1.23421
3083,77075,40.0921,6.5732,-1.23391
3084,77100,40.11,6.4742,-1.23259
3085,77125,40.1178,6.37759,-1.23144
3086,77150,40.0773,6.27973,-1.2315
3087,77175,40.0188,6.1832,-1.23188
3088,77200,40.0174,6.0916,-1.23196
3089,77225,40.072,5.99959,-1.23224
3090,77250,40.1281,5.90805,-1.23264
3091,77275,40.1504,5.81742,-1.23235
3092,77300,40.1517,5.72561,-1.23167
3093,77325,40.1311,5.63072,-1.23189
3094,77350,40.0906,5.53536,-1.23288
3095,77375,40.0661,5.44287,-1.23371
3096,77400,40.072,5.34897,-1.23409
3097,77425,40.0896,5.25095,-1.23426
3098,77450,40.106,5.15244,-1.23449
3099,77475,40.1164,5.05293,-1.23485
3100,77500,40.1202,4.95017,-1.23494
3101,77525,40.1245,4.84539,-1.23434
3102,77550,40.1192,4.74078,-1.23348
3103,77575,40.0764,4.63731,-1.23312
3104,77600,40.0082,4.53289,-1.23317
3105,77625,39.9781,4.42761,-1.23319
3106,77650,40.0063,4.32303,-1.23337
3107,77675,40.0443,4.22059,-1.23355
3108,77700,40.0586,4.121,-1.23287
3109,77725,40.06,4.02295,-1.23166
3110,77750,40.0404,3.92433,-1.23142
3111,77775,39.9852,3.826,-1.23216
3112,77800,39.9356,3.73014,-1.23286
3113,77825,39.9281,3.63195,-1.2334
3114,77850,39.9503,3.53126,-1.23399
3115,77875,39.969,3.43232,-1.23435
3116,77900,39.9728,3.33493,-1.23438
3117,77925,39.9686,3.23532,-1.23446
3118,77950,39.9633,3.13293,-1.23468
3119,77975,39.9496,3.02832,-1.23471
3120,78000,39.914,2.92195,-1.23449
3121,78025,39.8744,2.81846,-1.23425
3122,78050,39.8638,2.71654,-1.23423
3123,78075,39.8881,2.61202,-1.23451
3124,78100,39.9187,2.50695,-1.23466
3125,78125,39.9368,2.404,-1.23387
3126,78150,39.954,2.30458,-1.23235
3127,78175,39.9495,2.20636,-1.23173
3128,78200,39.8998,2.10769,-1.23219
3129,78225,39.8623,2.01438,-1.23253
3130,78250,39.8866,1.92342,-1.23271
3131,78275,39.9471,1.83046,-1.23321
3132,78300,39.9889,1.73756,-1.23358
3133,78325,39.9954,1.64381,-1.23324
3134,78350,39.9882,1.54866,-1.233
3135,78375,39.9768,1.45401,-1.2336
3136,78400,39.9674,1.36173,-1.23445
3137,78425,39.9604,1.26717,-1.23488
3138,78450,39.9568,1.16781,-1.23491
3139,78475,39.9699,1.06937,-1.23493
3140,78500,39.9959,0.971665,-1.23527
3141,78525,40.0194,0.871468,-1.23563
3142,78550,40.0368,0.769374,-1.23525
3143,78575,40.0533,0.667524,-1.23406
3144,78600,40.0482,0.567036,-1.23322
3145,78625,39.9926,0.46524,-1.23328
3146,78650,39.9354,0.363595,-1.23346
3147,78675,39.9437,0.264462,-1.23351
3148,78700,39.9993,0.166143,-1.2338
3149,78725,40.0405,0.0690343,-1.2339
3150,78750,40.0522,-0.0267699,-1.23312
3151,78775,40.0511,-0.122824,-1.23233
3152,78800,40.0204,-0.220953,-1.2327
3153,78825,39.9623,-0.319653,-1.23367
3154,78850,39.9264,-0.41762,-1.23439
3155,78875,39.9358,-0.516543,-1.23488
3156,78900,39.966,-0.61574,-1.23522
3157,78925,39.9829,-0.715113,-1.23543
3158,78950,39.981,-0.817166,-1.23559
3159,78975,39.9791,-0.921694,-1.23564
3160,79000,39.9781,-1.0284,-1.23534
3161,79025,39.9598,-1.13635,-1.23482
3162,79050,39.9147,-1.24202,-1.23447
3163,79075,39.8679,-1.34643,-1.23434
3164,79100,39.8624,-1.453,-1.23435
3165,79125,39.8965,-1.56017,-1.23456
3166,79150,39.928,-1.66467,-1.23442
3167,79175,39.9446,-1.76565,-1.23323
3168,79200,39.9569,-1.8638,-1.23193
3169,79225,39.9355,-1.96269,-1.23189
3170,79250,39.8852,-2.05912,-1.23248
3171,79275,39.866,-2.15098,-1.23282
3172,79300,39.8981,-2.24511,-1.23321
3173,79325,39.9439,-2.34171,-1.23379
3174,79350,39.9633,-2.43813,-1.23396
3175,79375,39.9658,-2.53357,-1.2337
3176,79400,39.9724,-2.62812,-1.23379
3177,79425,39.9772,-2.7234,-1.23431
3178,79450,39.9682,-2.82191,-1.23467
3179,79475,39.9477,-2.92366,-1.23461
3180,79500,39.9354,-3.02451,-1.2344
3181,79525,39.9507,-3.12339,-1.23447
3182,79550,39.985,-3.22397,-1.23484
3183,79575,40.0134,-3.32649,-1.23485
3184,79600,40.0336,-3.42848,-1.23381
3185,79625,40.0517,-3.52802,-1.23238
3186,79650,40.0337,-3.62725,-1.23198
3187,79675,39.9745,-3.72713,-1.23234
3188,79700,39.9508,-3.82222,-1.23247
3189,79725,39.9948,-3.91572,-1.23258
3190,79750,40.0604,-4.00962,-1.23298
3191,79775,40.0975,-4.10214,-1.23293
3192,79800,40.1073,-4.19509,-1.23218
3193,79825,40.0996,-4.29055,-1.23195
3194,79850,40.0651,-4.38806,-1.23273
3195,79875,40.0325,-4.48328,-1.23364
3196,79900,40.0319,-4.57759,-1.23413
3197,79925,40.0516,-4.67583,-1.2343
3198,79950,40.0719,-4.77593,-1.23444
3199,79975,40.0864,-4.87626,-1.23473
3200,80000,40.0939,-4.97923,-1.23492
3201,80025,40.1001,-5.08481,-1.23453
3202,80050,40.1036,-5.19091,-1.23362
3203,80075,40.0791,-5.29577,-1.23299
3204,80100,40.0174,-5.4005,-1.2329
3205,80125,39.9709,-5.50649,-1.23289
3206,80150,39.9856,-5.61246,-1.23294
3207,80175,40.0298,-5.71673,-1.23316
3208,80200,40.055,-5.81806,-1.23278
3209,80225,40.0626,-5.91725,-1.23151
3210,80250,40.0572,-6.01629,-1.23077
3211,80275,40.0163,-6.11574,-1.23123
3212,80300,39.9613,-6.21286,-1.23195
3213,80325,39.9423,-6.31026,-1.23245
3214,80350,39.9624,-6.41106,-1.23298
3215,80375,39.9887,-6.51124,-1.2334
3216,80400,40.0006,-6.60903,-1.23345
3217,80425,40.0027,-6.70751,-1.23341
3218,80450,40.0022,-6.80893,-1.23356
3219,80475,39.9969,-6.91265,-1.23366
3220,80500,39.9721,-7.01887,-1.23348
3221,80525,39.9334,-7.12395,-1.23317
3222,80550,39.9136,-7.226,-1.23302
3223,80575,39.9304,-7.32979,-1.23317
3224,80600,39.9642,-7.43554,-1.23342
3225,80625,39.9869,-7.53993,-1.23297
3226,80650,40.0046,-7.64119,-1.2315
3227,80675,40.014,-7.73992,-1.23038
3228,80700,39.9786,-7.83942,-1.23055
3229,80725,39.9283,-7.93565,-1.23098
3230,80750,39.9314,-8.02736,-1.23112
3231,80775,39.9881,-8.1201,-1.23147
3232,80800,40.0429,-8.21331,-1.23193
3233,80825,40.0621,-8.30649,-1.23176
3234,80850,40.0601,-8.40136,-1.23129
3235,80875,40.0521,-8.49666,-1.23157
3236,80900,40.0423,-8.58993,-1.23241
3237,80925,40.0362,-8.68333,-1.233
3238,80950,40.0314,-8.78201,-1.23311
3239,80975,40.0388,-8.88201,-1.23306
3240,81000,40.0626,-8.98031,-1.23328
3241,81025,40.0874,-9.08049,-1.23369
3242,81050,40.105,-9.18319,-1.23361
3243,81075,40.1208,-9.28646,-1.23261
3244,81100,40.1264,-9.38846,-1.23149
3245,81125,40.0873,-9.49061,-1.23126
3246,81150,40.0203,-9.59382,-1.23148
3247,81175,40.002,-9.69509,-1.23152
3248,81200,40.047,-9.79491,-1.23172
3249,81225,40.0969,-9.89343,-1.23198
3250,81250,40.115,-9.99043,-1.23146
3251,81275,40.118,-10.0868,-1.23046
3252,81300,40.1002,-10.1849,-1.2304
3253,81325,40.0473,-10.2841,-1.23128
3254,81350,39.9978,-10.3829,-1.23211
3255,81375,39.9924,-10.482,-1.23265
3256,81400,40.0187,-10.5821,-1.23304
3257,81425,40.0418,-10.6816,-1.23328
3258,81450,40.0439,-10.7831,-1.23345
3259,81475,40.0391,-10.8875,-1.23356
3260,81500,40.0376,-10.9939,-1.2334
3261,81525,40.0249,-11.1026,-1.23294
3262,81550,39.9863,-11.2101,-1.23252
3263,81575,39.9341,-11.3151,-1.23233
3264,81600,39.9102,-11.4214,-1.2323
3265,81625,39.9322,-11.5297,-1.23248
3266,81650,39.9653,-11.6363,-1.23258
3267,81675,39.9819,-11.7394,-1.23175
3268,81700,39.994,-11.8391,-1.23028
3269,81725,39.9857,-11.9385,-1.22977
3270,81750,39.9361,-12.0376,-1.23032
3271,81775,39.8966,-12.1316,-1.23077
3272,81800,39.9098,-12.2255,-1.2311
3273,81825,39.9541,-12.3226,-1.23167
3274,81850,39.9797,-12.4202,-1.23205
3275,81875,39.9805,-12.517,-1.23186
3276,81900,39.981,-12.6127,-1.23176
3277,81925,39.9849,-12.7081,-1.23221
3278,81950,39.9779,-12.8057,-1.23271
3279,81975,39.9568,-12.9073,-1.23282
3280,82000,39.9367,-13.0094,-1.23264
3281,82025,39.9398,-13.1092,-1.2326
3282,82050,39.9679,-13.2093,-1.23295
3283,82075,39.9973,-13.3119,-1.23321
3284,82100,40.016,-13.415,-1.23257
3285,82125,40.0339,-13.5161,-1.23112
3286,82150,40.0316,-13.6156,-1.2303
3287,82175,39.9791,-13.7163,-1.23055
3288,82200,39.9316,-13.8141,-1.23083
3289,82225,39.9523,-13.9085,-1.23091
3290,82250,40.0154,-14.0035,-1.23129
3291,82275,40.0622,-14.0973,-1.23151
3292,82300,40.0758,-14.1909,-1.23093
3293,82325,40.0733,-14.2862,-1.23038
3294,82350,40.0453,-14.3843,-1.23089
3295,82375,40.0039,-14.4814,-1.23189
3296,82400,39.9888,-14.5761,-1.23257
3297,82425,40.0037,-14.6732,-1.23285
3298,82450,40.025,-14.7733,-1.23301
3299,82475,40.0414,-14.8735,-1.23327
3300,82500,40.0508,-14.9754,-1.23358
3301,82525,40.0563,-15.0803,-1.23347
3302,82550,40.0623,-15.1865,-1.23272
3303,82575,40.051,-15.2919,-1.23195
3304,82600,40.0005,-15.3962,-1.23173
3305,82625,39.9415,-15.5011,-1.23175
3306,82650,39.9348,-15.6062,-1.23178
3307,82675,39.976,-15.7095,-1.23202
3308,82700,40.0104,-15.8088,-1.23198
3309,82725,40.0221,-15.9043,-1.23094
3310,82750,40.0242,-15.9974,-1.22985
3311,82775,39.9981,-16.0894,-1.22997
3312,82800,39.942,-16.1784,-1.23073
3313,82825,39.9079,-16.2641,-1.23131
3314,82850,39.9189,-16.3509,-1.23184
3315,82875,39.948,-16.4369,-1.23236
3316,82900,39.9652,-16.5186,-1.23255
3317,82925,39.9706,-16.5976,-1.23251
3318,82950,39.9717,-16.6772,-1.23262
3319,82975,39.9701,-16.7573,-1.23282
3320,83000,39.9542,-16.838,-1.23278
3321,83025,39.9182,-16.9175,-1.23252
3322,83050,39.8892,-16.9915,-1.23231
3323,83075,39.8943,-17.0635,-1.23239
3324,83100,39.9262,-17.1362,-1.23271
3325,83125,39.9534,-17.2068,-1.23263
3326,83150,39.9703,-17.2728,-1.23147
3327,83175,39.9861,-17.3339,-1.23005
3328,83200,39.9681,-17.3931,-1.22983
3329,83225,39.9136,-17.4494,-1.23034
3330,83250,39.8929,-17.4987,-1.23057
3331,83275,39.9361,-17.5455,-1.23083
3332,83300,39.9978,-17.5919,-1.23137
3333,83325,40.0286,-17.6363,-1.23148
3334,83350,40.0302,-17.6805,-1.231
3335,83375,40.0229,-17.7243,-1.23098
3336,83400,40.0108,-17.7652,-1.23175
3337,83425,40.0025,-17.8027,-1.23253
3338,83450,39.9977,-17.8425,-1.23282
3339,83475,39.9999,-17.8843,-1.23281
3340,83500,40.0191,-17.9229,-1.23293
3341,83525,40.0449,-17.9605,-1.23335
3342,83550,40.0643,-17.9996,-1.23356
3343,83575,40.0798,-18.0388,-1.23288
3344,83600,40.0917,-18.0759,-1.23169
3345,83625,40.0707,-18.1112,-1.23113
3346,83650,40.0046,-18.1467,-1.23132
3347,83675,39.9611,-18.1804,-1.23143
3348,83700,39.9882,-18.2112,-1.23155
3349,83725,40.0438,-18.2399,-1.23189
3350,83750,40.0724,-18.2662,-1.2317
3351,83775,40.0788,-18.2908,-1.23072
3352,83800,40.0722,-18.3156,-1.23022
3353,83825,40.0308,-18.3414,-1.23088
3354,83850,39.9734,-18.3668,-1.23181
3355,83875,39.952,-18.3915,-1.23244
3356,83900,39.9725,-18.4169,-1.23289
3357,83925,40.0018,-18.4414,-1.23319
3358,83950,40.0119,-18.4664,-1.23336
3359,83975,40.0079,-18.4941,-1.2335
3360,84000,40.0067,-18.5237,-1.23348
3361,84025,40.001,-18.5552,-1.23311
3362,84050,39.9723,-18.5869,-1.23263
3363,84075,39.9216,-18.6154,-1.23235
3364,84100,39.8836,-18.6433,-1.23226
3365,84125,39.8919,-18.6735,-1.23236
3366,84150,39.9266,-18.7032,-1.23256
3367,84175,39.9488,-18.7294,-1.23211
3368,84200,39.9614,-18.7518,-1.23067
3369,84225,39.9657,-18.7721,-1.22967
3370,84250,39.9289,-18.7927,-1.22995
3371,84275,39.879,-18.8091,-1.23049
3372,84300,39.8753,-18.8223,-1.23078
3373,84325,39.9186,-18.8381,-1.23124
3374,84350,39.9588,-18.8549,-1.23174
3375,84375,39.9698,-18.8709,-1.23168
3376,84400,39.9725,-18.8857,-1.23143
3377,84425,39.9807,-18.8993,-1.23169
3378,84450,39.9824,-18.9139,-1.23225
3379,84475,39.9688,-18.9322,-1.2325
3380,84500,39.9488,-18.9525,-1.23236
3381,84525,39.9443,-18.9707,-1.23221
3382,84550,39.967,-18.9877,-1.23242
3383,84575,39.9994,-19.0066,-1.23279
3384,84600,40.0214,-19.0266,-1.23251
3385,84625,40.0392,-19.0451,-1.23121
3386,84650,40.0487,-19.0612,-1.23
3387,84675,40.012,-19.0774,-1.22994
3388,84700,39.9515,-19.0926,-1.23028
3389,84725,39.9468,-19.103,-1.23034
3390,84750,40.0031,-19.1127,-1.23058
3391,84775,40.0619,-19.1215,-1.23093
3392,84800,40.0871,-19.1288,-1.23058
3393,84825,40.0929,-19.1369,-1.22981
3394,84850,40.0784,-19.1474,-1.22991
3395,84875,40.0395,-19.1586,-1.23084
3396,84900,40.0145,-19.1671,-1.23165
3397,84925,40.0249,-19.1758,-1.23203
3398,84950,40.0497,-19.188,-1.23218
3399,84975,40.0707,-19.2011,-1.23237
3400,85000,40.084,-19.2149,-1.23268
3401,85025,40.0909,-19.2316,-1.23275
3402,85050,40.0976,-19.2503,-1.23219
3403,85075,40.0951,-19.2689,-1.23131
3404,85100,40.0576,-19.286,-1.23085
3405,85125,39.9936,-19.3033,-1.23076
3406,85150,39.9638,-19.3218,-1.23061
3407,85175,39.9927,-19.34,-1.23054
3408,85200,40.0327,-19.3556,-1.23037
3409,85225,40.0492,-19.3682,-1.22924
3410,85250,40.0542,-19.379,-1.22747
3411,85275,40.0405,-19.3899,-1.2266
3412,85300,39.9905,-19.4002,-1.22669
3413,85325,39.9442,-19.4079,-1.22673
3414,85350,39.9427,-19.4174,-1.22658
3415,85375,39.9709,-19.4297,-1.22646
3416,85400,39.9935,-19.4404,-1.22607
3417,85425,40.0019,-19.4492,-1.22529
3418,85450,40.0043,-19.4595,-1.22451
3419,85475,40.0038,-19.4727,-1.22387
3420,85500,39.9929,-19.4884,-1.22305
3421,85525,39.9604,-19.5063,-1.22192
3422,85550,39.9248,-19.5216,-1.22068
3423,85575,39.9178,-19.5347,-1.21962
3424,85600,39.9431,-19.5503,-1.21883
3425,85625,39.973,-19.567,-1.21788
3426,85650,39.9906,-19.5815,-1.21592
3427,85675,40.0077,-19.5926,-1.21318
3428,85700,40.0067,-19.6019,-1.21122
3429,85725,39.9611,-19.6113,-1.21036
3430,85750,39.9226,-19.6164,-1.20944
3431,85775,39.9472,-19.6185,-1.2083
3432,85800,40.0114,-19.6217,-1.20741
3433,85825,40.0575,-19.6248,-1.2063
3434,85850,40.0699,-19.6285,-1.20443
3435,85875,40.0687,-19.6342,-1.20261
3436,85900,40.0629,-19.6392,-1.20159
3437,85925,40.0569,-19.6417,-1.20087
3438,85950,40.0521,-19.6467,-1.19975
3439,85975,40.0513,-19.6571,-1.1982
3440,86000,40.0701,-19.6666,-1.19664
3441,86025,40.1022,-19.6751,-1.19537
3442,86050,40.1277,-19.6865,-1.19403
3443,86075,40.1452,-19.6999,-1.19191
3444,86100,40.1607,-19.7136,-1.18903
3445,86125,40.1586,-19.726,-1.18638
3446,86150,40.1159,-19.7378,-1.18451
3447,86175,40.0686,-19.7498,-1.18282
3448,86200,40.077,-19.7611,-1.18103
3449,86225,40.1315,-19.7707,-1.17943
3450,86250,40.178,-19.7773,-1.17753
3451,86275,40.2005,-19.7814,-1.17466
3452,86300,40.2116,-19.7853,-1.17176
3453,86325,40.1979,-19.7908,-1.17003
3454,86350,40.1627,-19.7957,-1.16887
3455,86375,40.1439,-19.8003,-1.16744
3456,86400,40.1601,-19.8074,-1.16571
3457,86425,40.1975,-19.8144,-1.16386
3458,86450,40.2316,-19.8197,-1.16194
3459,86475,40.2493,-19.8277,-1.15988
3460,86500,40.2601,-19.8391,-1.1576
3461,86525,40.2629,-19.8539,-1.1551
3462,86550,40.2439,-19.8714,-1.15256
3463,86575,40.208,-19.8868,-1.15008
3464,86600,40.181,-19.8994,-1.14768
3465,86625,40.1859,-19.9143,-1.14545
3466,86650,40.214,-19.9317,-1.14337
3467,86675,40.2387,-19.9463,-1.14078
3468,86700,40.256,-19.956,-1.13709
3469,86725,40.2722,-19.9617,-1.13321
3470,86750,40.2608,-19.9666,-1.13057
3471,86775,40.2224,-19.9697,-1.12872
3472,86800,40.2151,-19.9667,-1.12666
3473,86825,40.2549,-19.9641,-1.12445
3474,86850,40.3022,-19.9648,-1.12219
3475,86875,40.3283,-19.9656,-1.1195
3476,86900,40.3453,-19.9642,-1.11643
3477,86925,40.3687,-19.9604,-1.11352
3478,86950,40.3849,-19.9573,-1.11105
3479,86975,40.3728,-19.961,-1.10868
3480,87000,40.3498,-19.9683,-1.10607
3481,87025,40.3489,-19.9739,-1.10336
3482,87050,40.3752,-19.9798,-1.1009
3483,87075,40.4058,-19.9885,-1.09858
3484,87100,40.422,-19.9994,-1.09572
3485,87125,40.4293,-20.0109,-1.09191
3486,87150,40.4334,-20.0217,-1.08783
3487,87175,40.4195,-20.0288,-1.08444
3488,87200,40.3834,-20.0329,-1.08174
3489,87225,40.3648,-20.036,-1.0791
3490,87250,40.394,-20.0382,-1.07648
3491,87275,40.4458,-20.0372,-1.07382
3492,87300,40.4866,-20.0312,-1.07048
3493,87325,40.5109,-20.0241,-1.0665
3494,87350,40.5242,-20.0185,-1.06289
3495,87375,40.5245,-20.0122,-1.06007
3496,87400,40.5167,-20.0045,-1.05744
3497,87425,40.5167,-19.9983,-1.05452
3498,87450,40.5435,-19.9919,-1.0515
3499,87475,40.5893,-19.9852,-1.0487
3500,87500,40.6299,-19.9809,-1.0459
3501,87525,40.6534,-19.9807,-1.04261
3502,87550,40.6631,-19.9848,-1.03885
3503,87575,40.6583,-19.9929,-1.0352
3504,87600,40.6334,-20.0024,-1.03191
3505,87625,40.6022,-20.0091,-1.02876
3506,87650,40.5891,-20.0153,-1.02568
3507,87675,40.6003,-20.0246,-1.02281
3508,87700,40.6205,-20.0338,-1.01986
3509,87725,40.6371,-20.0375,-1.01612
3510,87750,40.6515,-20.0357,-1.01161
3511,87775,40.6596,-20.0306,-1.00745
3512,87800,40.6511,-20.0229,-1.0043
3513,87825,40.637,-20.0118,-1.00148
3514,87850,40.6366,-20.0021,-0.99834
3515,87875,40.6524,-19.9973,-0.994978
3516,87900,40.6846,-19.9883,-0.991657
3517,87925,40.7233,-19.9724,-0.988192
3518,87950,40.7566,-19.9559,-0.984289
3519,87975,40.7745,-19.9449,-0.980271
3520,88000,40.7703,-19.9397,-0.976687
3521,88025,40.747,-19.9381,-0.973459
3522,88050,40.7274,-19.9371,-0.970223
3523,88075,40.7319,-19.9371,-0.967034
3524,88100,40.7512,-19.9411,-0.964044
3525,88125,40.7626,-19.9483,-0.960908
3526,88150,40.7605,-19.9565,-0.957117
3527,88175,40.7529,-19.9648,-0.952803
3528,88200,40.7417,-19.9707,-0.948677
3529,88225,40.7215,-19.9707,-0.945177
3530,88250,40.7004,-19.9655,-0.942099
3531,88275,40.6951,-19.9613,-0.939039
3532,88300,40.7077,-19.9609,-0.935746
3533,88325,40.7277,-19.9586,-0.932163
3534,88350,40.747,-19.951,-0.928243
3535,88375,40.7585,-19.9438,-0.924005
3536,88400,40.7619,-19.9376,-0.919888
3537,88425,40.7555,-19.929,-0.916245
3538,88450,40.7405,-19.9187,-0.91287
3539,88475,40.7306,-19.9114,-0.909479
3540,88500,40.7418,-19.9072,-0.906168
3541,88525,40.7643,-19.9056,-0.902972
3542,88550,40.7766,-19.9076,-0.899497
3543,88575,40.7748,-19.9121,-0.895494
3544,88600,40.7615,-19.9202,-0.891379
3545,88625,40.7339,-19.932,-0.88767
3546,88650,40.696,-19.943,-0.884341
3547,88675,40.6648,-19.9506,-0.881164
3548,88700,40.6524,-19.9566,-0.878141
3549,88725,40.6517,-19.9632,-0.875138
3550,88750,40.6496,-19.9696,-0.871732
3551,88775,40.6468,-19.972,-0.867781
3552,88800,40.6501,-19.9676,-0.863555
3553,88825,40.6509,-19.959,-0.859542
3554,88850,40.6342,-19.9525,-0.856085
3555,88875,40.6031,-19.9504,-0.852904
3556,88900,40.5864,-19.9451,-0.849655
3557,88925,40.6001,-19.9334,-0.846426
3558,88950,40.6288,-19.9189,-0.843197
3559,88975,40.6491,-19.907,-0.839622
3560,89000,40.6567,-19.8986,-0.835605
3561,89025,40.6526,-19.8934,-0.831655
3562,89050,40.6317,-19.8926,-0.828235
3563,89075,40.6023,-19.8928,-0.825174
3564,89100,40.5827,-19.8928,-0.822198
3565,89125,40.5793,-19.8958,-0.819336
3566,89150,40.5816,-19.9012,-0.816537
3567,89175,40.5779,-19.9058,-0.813458
3568,89200,40.5667,-19.9095,-0.809938
3569,89225,40.5546,-19.912,-0.806302
3570,89250,40.5458,-19.9086,-0.802878
3571,89275,40.5363,-19.8986,-0.799767
3572,89300,40.5223,-19.8885,-0.796912
3573,89325,40.5088,-19.8846,-0.794098
3574,89350,40.5083,-19.8823,-0.791236
3575,89375,40.5192,-19.8776,-0.788299
3576,89400,40.5313,-19.8698,-0.785032
3577,89425,40.5399,-19.8599,-0.78141
3578,89450,40.541,-19.8495,-0.777929
3579,89475,40.5267,-19.8419,-0.774918
