Time,StepCount,x_wp,x_ref,y_wp,y_ref,psi_wp,psi_ref
0,0,0,0,0,0,0,0
1,25,0,0,0,0,0,0
2,50,0,0,0,0,0,0
3,75,0,0,0,0,0,0
4,100,0,0,0,0,0,0
5,125,0,0,0,0,0,0
6,150,0,0,0,0,0,0
7,175,0,0,0,0,0,0
8,200,0,0,0,0,0,0
9,225,0,0,0,0,0,0
10,250,0,0,0,0,0,0
11,275,0,0,0,0,0,0
12,300,0,0,0,0,0,0
13,325,0,0,0,0,0,0
14,350,0,0,0,0,0,0
15,375,0,0,0,0,0,0
16,400,0,0,0,0,0,0
17,425,0,0,0,0,0,0
18,450,0,0,0,0,0,0
19,475,0,0,0,0,0,0
20,500,0,0,0,0,0,0
21,525,0,0,0,0,0,0
22,550,0,0,0,0,0,0
23,575,0,0,0,0,0,0
24,600,0,0,0,0,0,0
25,625,0,0,0,0,0,0
26,650,0,0,0,0,0,0
27,675,0,0,0,0,0,0
28,700,0,0,0,0,0,0
29,725,0,0,0,0,0,0
30,750,0,0,0,0,0,0
31,775,0,0,0,0,0,0
32,800,0,0,0,0,0,0
33,825,0,0,0,0,0,0
34,850,0,0,0,0,0,0
35,875,0,0,0,0,0,0
36,900,0,0,0,0,0,0
37,925,0,0,0,0,0,0
38,950,0,0,0,0,0,0
39,975,0,0,0,0,0,0
40,1000,0,0,0,0,0,0
41,1025,0,0,0,0,0,0
42,1050,0,0,0,0,0,0
43,1075,0,0,0,0,0,0
44,1100,0,0,0,0,0,0
45,1125,0,0,0,0,0,0
46,1150,0,0,0,0,0,0
47,1175,0,0,0,0,0,0
48,1200,0,0,0,0,0,0
49,1225,0,0,0,0,0,0
50,1250,0,0,0,0,0,0
51,1275,0,0,0,0,0,0
52,1300,0,0,0,0,0,0
53,1325,0,0,0,0,0,0
54,1350,0,0,0,0,0,0
55,1375,0,0,0,0,0,0
56,1400,0,0,0,0,0,0
57,1425,0,0,0,0,0,0
58,1450,0,0,0,0,0,0
59,1475,0,0,0,0,0,0
60,1500,0,0,0,0,0,0
61,1525,0,0,0,0,0,0
62,1550,0,0,0,0,0,0
63,1575,0,0,0,0,0,0
64,1600,0,0,0,0,0,0
65,1625,0,0,0,0,0,0
66,1650,0,0,0,0,0,0
67,1675,0,0,0,0,0,0
68,1700,0,0,0,0,0,0
69,1725,0,0,0,0,0,0
70,1750,0,0,0,0,0,0
71,1775,0,0,0,0,0,0
72,1800,0,0,0,0,0,0
73,1825,0,0,0,0,0,0
74,1850,0,0,0,0,0,0
75,1875,0,0,0,0,0,0
76,1900,0,0,0,0,0,0
77,1925,0,0,0,0,0,0
78,1950,0,0,0,0,0,0
79,1975,0,0,0,0,0,0
80,2000,0,0,0,0,0,0
81,2025,0,0,0,0,0,0
82,2050,0,0,0,0,0,0
83,2075,0,0,0,0,0,0
84,2100,0,0,0,0,0,0
85,2125,0,0,0,0,0,0
86,2150,0,0,0,0,0,0
87,2175,0,0,0,0,0,0
88,2200,0,0,0,0,0,0
89,2225,0,0,0,0,0,0
90,2250,0,0,0,0,0,0
91,2275,0,0,0,0,0,0
92,2300,0,0,0,0,0,0
93,2325,0,0,0,0,0,0
94,2350,0,0,0,0,0,0
95,2375,0,0,0,0,0,0
96,2400,0,0,0,0,0,0
97,2425,0,0,0,0,0,0
98,2450,0,0,0,0,0,0
99,2475,0,0,0,0,0,0
100,2500,0,0,0,0,0,0
101,2525,0,0,0,0,0,0
102,2550,0,0,0,0,0,0
103,2575,0,0,0,0,0,0
104,2600,0,0,0,0,0,0
105,2625,0,0,0,0,0,0
106,2650,0,0,0,0,0,0
107,2675,0,0,0,0,0,0
108,2700,0,0,0,0,0,0
109,2725,0,0,0,0,0,0
110,2750,0,0,0,0,0,0
111,2775,0,0,0,0,0,0
112,2800,0,0,0,0,0,0
113,2825,0,0,0,0,0,0
114,2850,0,0,0,0,0,0
115,2875,0,0,0,0,0,0
116,2900,0,0,0,0,0,0
117,2925,0,0,0,0,0,0
118,2950,0,0,0,0,0,0
119,2975,0,0,0,0,0,0
120,3000,0,0,0,0,0,0
121,3025,0,0,0,0,0,0
122,3050,0,0,0,0,0,0
123,3075,0,0,0,0,0,0
124,3100,0,0,0,0,0,0
125,3125,0,0,0,0,0,0
126,3150,0,0,0,0,0,0
127,3175,0,0,0,0,0,0
128,3200,0,0,0,0,0,0
129,3225,0,0,0,0,0,0
130,3250,0,0,0,0,0,0
131,3275,0,0,0,0,0,0
132,3300,0,0,0,0,0,0
133,3325,0,0,0,0,0,0
134,3350,0,0,0,0,0,0
135,3375,0,0,0,0,0,0
136,3400,0,0,0,0,0,0
137,3425,0,0,0,0,0,0
138,3450,0,0,0,0,0,0
139,3475,0,0,0,0,0,0
140,3500,0,0,0,0,0,0
141,3525,0,0,0,0,0,0
142,3550,0,0,0,0,0,0
143,3575,0,0,0,0,0,0
144,3600,0,0,0,0,0,0
145,3625,0,0,0,0,0,0
146,3650,0,0,0,0,0,0
147,3675,0,0,0,0,0,0
148,3700,0,0,0,0,0,0
149,3725,0,0,0,0,0,0
150,3750,0,0,0,0,0,0
151,3775,0,0,0,0,0,0
152,3800,0,0,0,0,0,0
153,3825,0,0,0,0,0,0
154,3850,0,0,0,0,0,0
155,3875,0,0,0,0,0,0
156,3900,0,0,0,0,0,0
157,3925,0,0,0,0,0,0
158,3950,0,0,0,0,0,0
159,3975,0,0,0,0,0,0
160,4000,0,0,0,0,0,0
161,4025,0,0,0,0,0,0
162,4050,0,0,0,0,0,0
163,4075,0,0,0,0,0,0
164,4100,0,0,0,0,0,0
165,4125,0,0,0,0,0,0
166,4150,0,0,0,0,0,0
167,4175,0,0,0,0,0,0
168,4200,0,0,0,0,0,0
169,4225,0,0,0,0,0,0
170,4250,0,0,0,0,0,0
171,4275,0,0,0,0,0,0
172,4300,0,0,0,0,0,0
173,4325,0,0,0,0,0,0
174,4350,0,0,0,0,0,0
175,4375,0,0,0,0,0,0
176,4400,0,0,0,0,0,0
177,4425,0,0,0,0,0,0
178,4450,0,0,0,0,0,0
179,4475,0,0,0,0,0,0
180,4500,0,0,0,0,0,0
181,4525,0,0,0,0,0,0
182,4550,0,0,0,0,0,0
183,4575,0,0,0,0,0,0
184,4600,0,0,0,0,0,0
185,4625,0,0,0,0,0,0
186,4650,0,0,0,0,0,0
187,4675,0,0,0,0,0,0
188,4700,0,0,0,0,0,0
189,4725,0,0,0,0,0,0
190,4750,0,0,0,0,0,0
191,4775,0,0,0,0,0,0
192,4800,0,0,0,0,0,0
193,4825,0,0,0,0,0,0
194,4850,0,0,0,0,0,0
195,4875,0,0,0,0,0,0
196,4900,0,0,0,0,0,0
197,4925,0,0,0,0,0,0
198,4950,0,0,0,0,0,0
199,4975,0,0,0,0,0,0
200,5000,0,0,0,0,0,0
201,5025,0,0,0,0,0,0
202,5050,0,0,0,0,0,0
203,5075,0,0,0,0,0,0
204,5100,0,0,0,0,0,0
205,5125,0,0,0,0,0,0
206,5150,0,0,0,0,0,0
207,5175,0,0,0,0,0,0
208,5200,0,0,0,0,0,0
209,5225,0,0,0,0,0,0
210,5250,0,0,0,0,0,0
211,5275,0,0,0,0,0,0
212,5300,0,0,0,0,0,0
213,5325,0,0,0,0,0,0
214,5350,0,0,0,0,0,0
215,5375,0,0,0,0,0,0
216,5400,0,0,0,0,0,0
217,5425,0,0,0,0,0,0
218,5450,0,0,0,0,0,0
219,5475,0,0,0,0,0,0
220,5500,0,0,0,0,0,0
221,5525,0,0,0,0,0,0
222,5550,0,0,0,0,0,0
223,5575,0,0,0,0,0,0
224,5600,0,0,0,0,0,0
225,5625,0,0,0,0,0,0
226,5650,0,0,0,0,0,0
227,5675,0,0,0,0,0,0
228,5700,0,0,0,0,0,0
229,5725,0,0,0,0,0,0
230,5750,0,0,0,0,0,0
231,5775,0,0,0,0,0,0
232,5800,0,0,0,0,0,0
233,5825,0,0,0,0,0,0
234,5850,0,0,0,0,0,0
235,5875,0,0,0,0,0,0
236,5900,0,0,0,0,0,0
237,5925,0,0,0,0,0,0
238,5950,0,0,0,0,0,0
239,5975,0,0,0,0,0,0
240,6000,0,0,0,0,0,0
241,6025,0,0,0,0,0,0
242,6050,0,0,0,0,0,0
243,6075,0,0,0,0,0,0
244,6100,0,0,0,0,0,0
245,6125,0,0,0,0,0,0
246,6150,0,0,0,0,0,0
247,6175,0,0,0,0,0,0
248,6200,0,0,0,0,0,0
249,6225,0,0,0,0,0,0
250,6250,0,0,0,0,0,0
251,6275,0,0,0,0,0,0
252,6300,0,0,0,0,0,0
253,6325,0,0,0,0,0,0
254,6350,0,0,0,0,0,0
255,6375,0,0,0,0,0,0
256,6400,0,0,0,0,0,0
257,6425,0,0,0,0,0,0
258,6450,0,0,0,0,0,0
259,6475,0,0,0,0,0,0
260,6500,0,0,0,0,0,0
261,6525,0,0,0,0,0,0
262,6550,0,0,0,0,0,0
263,6575,0,0,0,0,0,0
264,6600,0,0,0,0,0,0
265,6625,0,0,0,0,0,0
266,6650,0,0,0,0,0,0
267,6675,0,0,0,0,0,0
268,6700,0,0,0,0,0,0
269,6725,0,0,0,0,0,0
270,6750,0,0,0,0,0,0
271,6775,0,0,0,0,0,0
272,6800,0,0,0,0,0,0
273,6825,0,0,0,0,0,0
274,6850,0,0,0,0,0,0
275,6875,0,0,0,0,0,0
276,6900,0,0,0,0,0,0
277,6925,0,0,0,0,0,0
278,6950,0,0,0,0,0,0
279,6975,0,0,0,0,0,0
280,7000,0,0,0,0,0,0
281,7025,0,0,0,0,0,0
282,7050,0,0,0,0,0,0
283,7075,0,0,0,0,0,0
284,7100,0,0,0,0,0,0
285,7125,0,0,0,0,0,0
286,7150,0,0,0,0,0,0
287,7175,0,0,0,0,0,0
288,7200,0,0,0,0,0,0
289,7225,0,0,0,0,0,0
290,7250,0,0,0,0,0,0
291,7275,0,0,0,0,0,0
292,7300,0,0,0,0,0,0
293,7325,0,0,0,0,0,0
294,7350,0,0,0,0,0,0
295,7375,0,0,0,0,0,0
296,7400,0,0,0,0,0,0
297,7425,0,0,0,0,0,0
298,7450,0,0,0,0,0,0
299,7475,0,0,0,0,0,0
300,7500,0,0,0,0,0,0
301,7525,0,0,0,0,0,0
302,7550,0,0,0,0,0,0
303,7575,0,0,0,0,0,0
304,7600,0,0,0,0,0,0
305,7625,0,0,0,0,0,0
306,7650,0,0,0,0,0,0
307,7675,0,0,0,0,0,0
308,7700,0,0,0,0,0,0
309,7725,0,0,0,0,0,0
310,7750,0,0,0,0,0,0
311,7775,0,0,0,0,0,0
312,7800,0,0,0,0,0,0
313,7825,0,0,0,0,0,0
314,7850,0,0,0,0,0,0
315,7875,0,0,0,0,0,0
316,7900,0,0,0,0,0,0
317,7925,0,0,0,0,0,0
318,7950,0,0,0,0,0,0
319,7975,0,0,0,0,0,0
320,8000,0,0,0,0,0,0
321,8025,0,0,0,0,0,0
322,8050,0,0,0,0,0,0
323,8075,0,0,0,0,0,0
324,8100,0,0,0,0,0,0
325,8125,0,0,0,0,0,0
326,8150,0,0,0,0,0,0
327,8175,0,0,0,0,0,0
328,8200,0,0,0,0,0,0
329,8225,0,0,0,0,0,0
330,8250,0,0,0,0,0,0
331,8275,0,0,0,0,0,0
332,8300,0,0,0,0,0,0
333,8325,0,0,0,0,0,0
334,8350,0,0,0,0,0,0
335,8375,0,0,0,0,0,0
336,8400,0,0,0,0,0,0
337,8425,0,0,0,0,0,0
338,8450,0,0,0,0,0,0
339,8475,0,0,0,0,0,0
340,8500,0,0,0,0,0,0
341,8525,0,0,0,0,0,0
342,8550,0,0,0,0,0,0
343,8575,0,0,0,0,0,0
344,8600,0,0,0,0,0,0
345,8625,0,0,0,0,0,0
346,8650,0,0,0,0,0,0
347,8675,0,0,0,0,0,0
348,8700,0,0,0,0,0,0
349,8725,0,0,0,0,0,0
350,8750,0,0,0,0,0,0
351,8775,0,0,0,0,0,0
352,8800,0,0,0,0,0,0
353,8825,0,0,0,0,0,0
354,8850,0,0,0,0,0,0
355,8875,0,0,0,0,0,0
356,8900,0,0,0,0,0,0
357,8925,0,0,0,0,0,0
358,8950,0,0,0,0,0,0
359,8975,0,0,0,0,0,0
360,9000,0,0,0,0,0,0
361,9025,0,0,0,0,0,0
362,9050,0,0,0,0,0,0
363,9075,0,0,0,0,0,0
364,9100,0,0,0,0,0,0
365,9125,0,0,0,0,0,0
366,9150,0,0,0,0,0,0
367,9175,0,0,0,0,0,0
368,9200,0,0,0,0,0,0
369,9225,0,0,0,0,0,0
370,9250,0,0,0,0,0,0
371,9275,0,0,0,0,0,0
372,9300,0,0,0,0,0,0
373,9325,0,0,0,0,0,0
374,9350,0,0,0,0,0,0
375,9375,0,0,0,0,0,0
376,9400,0,0,0,0,0,0
377,9425,0,0,0,0,0,0
378,9450,0,0,0,0,0,0
379,9475,0,0,0,0,0,0
380,9500,0,0,0,0,0,0
381,9525,0,0,0,0,0,0
382,9550,0,0,0,0,0,0
383,9575,0,0,0,0,0,0
384,9600,0,0,0,0,0,0
385,9625,0,0,0,0,0,0
386,9650,0,0,0,0,0,0
387,9675,0,0,0,0,0,0
388,9700,0,0,0,0,0,0
389,9725,0,0,0,0,0,0
390,9750,0,0,0,0,0,0
391,9775,0,0,0,0,0,0
392,9800,0,0,0,0,0,0
393,9825,0,0,0,0,0,0
394,9850,0,0,0,0,0,0
395,9875,0,0,0,0,0,0
396,9900,0,0,0,0,0,0
397,9925,0,0,0,0,0,0
398,9950,0,0,0,0,0,0
399,9975,0,0,0,0,0,0
400,10000,0,0,0,0,0,0
401,10025,0,0,0,0,0,0
402,10050,0,0,0,0,0,0
403,10075,0,0,0,0,0,0
404,10100,0,0,0,0,0,0
405,10125,0,0,0,0,0,0
406,10150,0,0,0,0,0,0
407,10175,0,0,0,0,0,0
408,10200,0,0,0,0,0,0
409,10225,0,0,0,0,0,0
410,10250,0,0,0,0,0,0
411,10275,0,0,0,0,0,0
412,10300,0,0,0,0,0,0
413,10325,0,0,0,0,0,0
414,10350,0,0,0,0,0,0
415,10375,0,0,0,0,0,0
416,10400,0,0,0,0,0,0
417,10425,0,0,0,0,0,0
418,10450,0,0,0,0,0,0
419,10475,0,0,0,0,0,0
420,10500,0,0,0,0,0,0
421,10525,0,0,0,0,0,0
422,10550,0,0,0,0,0,0
423,10575,0,0,0,0,0,0
424,10600,0,0,0,0,0,0
425,10625,0,0,0,0,0,0
426,10650,0,0,0,0,0,0
427,10675,0,0,0,0,0,0
428,10700,0,0,0,0,0,0
429,10725,0,0,0,0,0,0
430,10750,0,0,0,0,0,0
431,10775,0,0,0,0,0,0
432,10800,0,0,0,0,0,0
433,10825,0,0,0,0,0,0
434,10850,0,0,0,0,0,0
435,10875,0,0,0,0,0,0
436,10900,0,0,0,0,0,0
437,10925,0,0,0,0,0,0
438,10950,0,0,0,0,0,0
439,10975,0,0,0,0,0,0
440,11000,0,0,0,0,0,0
441,11025,0,0,0,0,0,0
442,11050,0,0,0,0,0,0
443,11075,0,0,0,0,0,0
444,11100,0,0,0,0,0,0
445,11125,0,0,0,0,0,0
446,11150,0,0,0,0,0,0
447,11175,0,0,0,0,0,0
448,11200,0,0,0,0,0,0
449,11225,0,0,0,0,0,0
450,11250,0,0,0,0,0,0
451,11275,0,0,0,0,0,0
452,11300,0,0,0,0,0,0
453,11325,0,0,0,0,0,0
454,11350,0,0,0,0,0,0
455,11375,0,0,0,0,0,0
456,11400,0,0,0,0,0,0
457,11425,0,0,0,0,0,0
458,11450,0,0,0,0,0,0
459,11475,0,0,0,0,0,0
460,11500,0,0,0,0,0,0
461,11525,0,0,0,0,0,0
462,11550,0,0,0,0,0,0
463,11575,0,0,0,0,0,0
464,11600,0,0,0,0,0,0
465,11625,0,0,0,0,0,0
466,11650,0,0,0,0,0,0
467,11675,0,0,0,0,0,0
468,11700,0,0,0,0,0,0
469,11725,0,0,0,0,0,0
470,11750,0,0,0,0,0,0
471,11775,0,0,0,0,0,0
472,11800,0,0,0,0,0,0
473,11825,0,0,0,0,0,0
474,11850,0,0,0,0,0,0
475,11875,0,0,0,0,0,0
476,11900,0,0,0,0,0,0
477,11925,0,0,0,0,0,0
478,11950,0,0,0,0,0,0
479,11975,0,0,0,0,0,0
480,12000,0,0,0,0,0,0
481,12025,0,0,0,0,0,0
482,12050,0,0,0,0,0,0
483,12075,0,0,0,0,0,0
484,12100,0,0,0,0,0,0
485,12125,0,0,0,0,0,0
486,12150,0,0,0,0,0,0
487,12175,0,0,0,0,0,0
488,12200,0,0,0,0,0,0
489,12225,0,0,0,0,0,0
490,12250,0,0,0,0,0,0
491,12275,0,0,0,0,0,0
492,12300,0,0,0,0,0,0
493,12325,0,0,0,0,0,0
494,12350,0,0,0,0,0,0
495,12375,0,0,0,0,0,0
496,12400,0,0,0,0,0,0
497,12425,0,0,0,0,0,0
498,12450,0,0,0,0,0,0
499,12475,0,0,0,0,0,0
500,12500,0,0,0,0,0,0
501,12525,20,0.000983563,0,0,0,0
502,12550,20,0.00392798,0,0,0,0
503,12575,20,0.00879441,0,0,0,0
504,12600,20,0.0155448,0,0,0,0
505,12625,20,0.0241418,0,0,0,0
506,12650,20,0.034549,0,0,0,0
507,12675,20,0.0467303,0,0,0,0
508,12700,20,0.0606508,0,0,0,0
509,12725,20,0.0762759,0,0,0,0
510,12750,20,0.0935719,0,0,0,0
511,12775,20,0.112506,0,0,0,0
512,12800,20,0.133045,0,0,0,0
513,12825,20,0.155158,0,0,0,0
514,12850,20,0.178813,0,0,0,0
515,12875,20,0.20398,0,0,0,0
516,12900,20,0.230629,0,0,0,0
517,12925,20,0.258731,0,0,0,0
518,12950,20,0.288256,0,0,0,0
519,12975,20,0.319177,0,0,0,0
520,13000,20,0.351466,0,0,0,0
521,13025,20,0.385096,0,0,0,0
522,13050,20,0.42004,0,0,0,0
523,13075,20,0.456273,0,0,0,0
524,13100,20,0.493768,0,0,0,0
525,13125,20,0.532502,0,0,0,0
526,13150,20,0.572448,0,0,0,0
527,13175,20,0.613584,0,0,0,0
528,13200,20,0.655885,0,0,0,0
529,13225,20,0.699329,0,0,0,0
530,13250,20,0.743894,0,0,0,0
531,13275,20,0.789555,0,0,0,0
532,13300,20,0.836293,0,0,0,0
533,13325,20,0.884086,0,0,0,0
534,13350,20,0.932913,0,0,0,0
535,13375,20,0.982753,0,0,0,0
536,13400,20,1.03359,0,0,0,0
537,13425,20,1.08539,0,0,0,0
538,13450,20,1.13815,0,0,0,0
539,13475,20,1.19185,0,0,0,0
540,13500,20,1.24647,0,0,0,0
541,13525,20,1.30198,0,0,0,0
542,13550,20,1.35837,0,0,0,0
543,13575,20,1.41563,0,0,0,0
544,13600,20,1.47373,0,0,0,0
545,13625,20,1.53267,0,0,0,0
546,13650,20,1.59241,0,0,0,0
547,13675,20,1.65296,0,0,0,0
548,13700,20,1.71428,0,0,0,0
549,13725,20,1.77637,0,0,0,0
550,13750,20,1.83921,0,0,0,0
551,13775,20,1.90279,0,0,0,0
552,13800,20,1.96709,0,0,0,0
553,13825,20,2.0321,0,0,0,0
554,13850,20,2.09779,0,0,0,0
555,13875,20,2.16417,0,0,0,0
556,13900,20,2.23122,0,0,0,0
557,13925,20,2.29891,0,0,0,0
558,13950,20,2.36725,0,0,0,0
559,13975,20,2.43621,0,0,0,0
560,14000,20,2.50579,0,0,0,0
561,14025,20,2.57597,0,0,0,0
562,14050,20,2.64674,0,0,0,0
563,14075,20,2.71809,0,0,0,0
564,14100,20,2.79001,0,0,0,0
565,14125,20,2.86248,0,0,0,0
566,14150,20,2.9355,0,0,0,0
567,14175,20,3.00905,0,0,0,0
568,14200,20,3.08313,0,0,0,0
569,14225,20,3.15772,0,0,0,0
570,14250,20,3.23281,0,0,0,0
571,14275,20,3.3084,0,0,0,0
572,14300,20,3.38447,0,0,0,0
573,14325,20,3.46101,0,0,0,0
574,14350,20,3.53802,0,0,0,0
575,14375,20,3.61548,0,0,0,0
576,14400,20,3.69339,0,0,0,0
577,14425,20,3.77174,0,0,0,0
578,14450,20,3.85052,0,0,0,0
579,14475,20,3.92971,0,0,0,0
580,14500,20,4.00932,0,0,0,0
581,14525,20,4.08933,0,0,0,0
582,14550,20,4.16974,0,0,0,0
583,14575,20,4.25054,0,0,0,0
584,14600,20,4.33171,0,0,0,0
585,14625,20,4.41326,0,0,0,0
586,14650,20,4.49518,0,0,0,0
587,14675,20,4.57745,0,0,0,0
588,14700,20,4.66007,0,0,0,0
589,14725,20,4.74304,0,0,0,0
590,14750,20,4.82635,0,0,0,0
591,14775,20,4.90998,0,0,0,0
592,14800,20,4.99394,0,0,0,0
593,14825,20,5.07822,0,0,0,0
594,14850,20,5.16281,0,0,0,0
595,14875,20,5.2477,0,0,0,0
596,14900,20,5.33289,0,0,0,0
597,14925,20,5.41838,0,0,0,0
598,14950,20,5.50415,0,0,0,0
599,14975,20,5.59021,0,0,0,0
600,15000,20,5.67654,0,0,0,0
601,15025,20,5.76314,0,0,0,0
602,15050,20,5.85001,0,0,0,0
603,15075,20,5.93714,0,0,0,0
604,15100,20,6.02452,0,0,0,0
605,15125,20,6.11215,0,0,0,0
606,15150,20,6.20003,0,0,0,0
607,15175,20,6.28815,0,0,0,0
608,15200,20,6.3765,0,0,0,0
609,15225,20,6.46508,0,0,0,0
610,15250,20,6.55389,0,0,0,0
611,15275,20,6.64292,0,0,0,0
612,15300,20,6.73217,0,0,0,0
613,15325,20,6.82163,0,0,0,0
614,15350,20,6.9113,0,0,0,0
615,15375,20,7.00118,0,0,0,0
616,15400,20,7.09125,0,0,0,0
617,15425,20,7.18153,0,0,0,0
618,15450,20,7.27199,0,0,0,0
619,15475,20,7.36264,0,0,0,0
620,15500,20,7.45348,0,0,0,0
621,15525,20,7.5445,0,0,0,0
622,15550,20,7.6357,0,0,0,0
623,15575,20,7.72707,0,0,0,0
624,15600,20,7.81861,0,0,0,0
625,15625,20,7.91032,0,0,0,0
626,15650,20,8.0022,0,0,0,0
627,15675,20,8.09423,0,0,0,0
628,15700,20,8.18642,0,0,0,0
629,15725,20,8.27877,0,0,0,0
630,15750,20,8.37127,0,0,0,0
631,15775,20,8.46392,0,0,0,0
632,15800,20,8.55671,0,0,0,0
633,15825,20,8.64965,0,0,0,0
634,15850,20,8.74272,0,0,0,0
635,15875,20,8.83594,0,0,0,0
636,15900,20,8.92928,0,0,0,0
637,15925,20,9.02276,0,0,0,0
638,15950,20,9.11637,0,0,0,0
639,15975,20,9.21011,0,0,0,0
640,16000,20,9.30397,0,0,0,0
641,16025,20,9.39795,0,0,0,0
642,16050,20,9.49205,0,0,0,0
643,16075,20,9.58626,0,0,0,0
644,16100,20,9.68059,0,0,0,0
645,16125,20,9.77504,0,0,0,0
646,16150,20,9.86959,0,0,0,0
647,16175,20,9.96425,0,0,0,0
648,16200,20,10.059,0,0,0,0
649,16225,20,10.1539,0,0,0,0
650,16250,20,10.2489,0,0,0,0
651,16275,20,10.3439,0,0,0,0
652,16300,20,10.4391,0,0,0,0
653,16325,20,10.5344,0,0,0,0
654,16350,20,10.6297,0,0,0,0
655,16375,20,10.7252,0,0,0,0
656,16400,20,10.8207,0,0,0,0
657,16425,20,10.9163,0,0,0,0
658,16450,20,11.0121,0,0,0,0
659,16475,20,11.1079,0,0,0,0
660,16500,20,11.2037,0,0,0,0
661,16525,20,11.2997,0,0,0,0
662,16550,20,11.3958,0,0,0,0
663,16575,20,11.4919,0,0,0,0
664,16600,20,11.5881,0,0,0,0
665,16625,20,11.6844,0,0,0,0
666,16650,20,11.7807,0,0,0,0
667,16675,20,11.8771,0,0,0,0
668,16700,20,11.9736,0,0,0,0
669,16725,20,12.0702,0,0,0,0
670,16750,20,12.1668,0,0,0,0
671,16775,20,12.2635,0,0,0,0
672,16800,20,12.3603,0,0,0,0
673,16825,20,12.4571,0,0,0,0
674,16850,20,12.554,0,0,0,0
675,16875,20,12.6509,0,0,0,0
676,16900,20,12.7479,0,0,0,0
677,16925,20,12.845,0,0,0,0
678,16950,20,12.9421,0,0,0,0
679,16975,20,13.0393,0,0,0,0
680,17000,20,13.1366,0,0,0,0
681,17025,20,13.2339,0,0,0,0
682,17050,20,13.3312,0,0,0,0
683,17075,20,13.4286,0,0,0,0
684,17100,20,13.5261,0,0,0,0
685,17125,20,13.6236,0,0,0,0
686,17150,20,13.7211,0,0,0,0
687,17175,20,13.8187,0,0,0,0
688,17200,20,13.9164,0,0,0,0
689,17225,20,14.0141,0,0,0,0
690,17250,20,14.1118,0,0,0,0
691,17275,20,14.2096,0,0,0,0
692,17300,20,14.3074,0,0,0,0
693,17325,20,14.4053,0,0,0,0
694,17350,20,14.5032,0,0,0,0
695,17375,20,14.6012,0,0,0,0
696,17400,20,14.6992,0,0,0,0
697,17425,20,14.7972,0,0,0,0
698,17450,20,14.8953,0,0,0,0
699,17475,20,14.9934,0,0,0,0
700,17500,20,15.0915,0,0,0,0
701,17525,20,15.1887,0,0,0,0
702,17550,20,15.284,0,0,0,0
703,17575,20,15.3774,0,0,0,0
704,17600,20,15.469,0,0,0,0
705,17625,20,15.5587,0,0,0,0
706,17650,20,15.6466,0,0,0,0
707,17675,20,15.7329,0,0,0,0
708,17700,20,15.8174,0,0,0,0
709,17725,20,15.9002,0,0,0,0
710,17750,20,15.9814,0,0,0,0
711,17775,20,16.061,0,0,0,0
712,17800,20,16.139,0,0,0,0
713,17825,20,16.2154,0,0,0,0
714,17850,20,16.2904,0,0,0,0
715,17875,20,16.3638,0,0,0,0
716,17900,20,16.4358,0,0,0,0
717,17925,20,16.5064,0,0,0,0
718,17950,20,16.5756,0,0,0,0
719,17975,20,16.6434,0,0,0,0
720,18000,20,16.7099,0,0,0,0
721,18025,20,16.775,0,0,0,0
722,18050,20,16.8389,0,0,0,0
723,18075,20,16.9015,0,0,0,0
724,18100,20,16.9629,0,0,0,0
725,18125,20,17.023,0,0,0,0
726,18150,20,17.082,0,0,0,0
727,18175,20,17.1398,0,0,0,0
728,18200,20,17.1964,0,0,0,0
729,18225,20,17.2519,0,0,0,0
730,18250,20,17.3063,0,0,0,0
731,18275,20,17.3597,0,0,0,0
732,18300,20,17.412,0,0,0,0
733,18325,20,17.4632,0,0,0,0
734,18350,20,17.5135,0,0,0,0
735,18375,20,17.5627,0,0,0,0
736,18400,20,17.611,0,0,0,0
737,18425,20,17.6583,0,0,0,0
738,18450,20,17.7047,0,0,0,0
739,18475,20,17.7501,0,0,0,0
740,18500,20,17.7947,0,0,0,0
741,18525,20,17.8383,0,0,0,0
742,18550,20,17.8811,0,0,0,0
743,18575,20,17.9231,0,0,0,0
744,18600,20,17.9642,0,0,0,0
745,18625,20,18.0045,0,0,0,0
746,18650,20,18.0441,0,0,0,0
747,18675,20,18.0828,0,0,0,0
748,18700,20,18.1208,0,0,0,0
749,18725,20,18.158,0,0,0,0
750,18750,20,18.1945,0,0,0,0
751,18775,20,18.2302,0,0,0,0
752,18800,20,18.2653,0,0,0,0
753,18825,20,18.2996,0,0,0,0
754,18850,20,18.3333,0,0,0,0
755,18875,20,18.3663,0,0,0,0
756,18900,20,18.3986,0,0,0,0
757,18925,20,18.4304,0,0,0,0
758,18950,20,18.4614,0,0,0,0
759,18975,20,18.4919,0,0,0,0
760,19000,20,18.5218,0,0,0,0
761,19025,20,18.5511,0,0,0,0
762,19050,20,18.5797,0,0,0,0
763,19075,20,18.6079,0,0,0,0
764,19100,20,18.6354,0,0,0,0
765,19125,20,18.6625,0,0,0,0
766,19150,20,18.689,0,0,0,0
767,19175,20,18.7149,0,0,0,0
768,19200,20,18.7404,0,0,0,0
769,19225,20,18.7653,0,0,0,0
770,19250,20,18.7898,0,0,0,0
771,19275,20,18.8137,0,0,0,0
772,19300,20,18.8372,0,0,0,0
773,19325,20,18.8602,0,0,0,0
774,19350,20,18.8828,0,0,0,0
