Time,StepCount,q[1],q[2],q[3]
1088,27200,19.5538,0.147625,0.803242
1089,27225,19.4973,0.158931,0.805371
1090,27250,19.3842,0.183416,0.808652
1091,27275,19.2823,0.211816,0.812772
1092,27300,19.2392,0.238993,0.817809
1093,27325,19.2525,0.263011,0.82327
1094,27350,19.2923,0.28189,0.827838
1095,27375,19.3321,0.29595,0.830763
1096,27400,19.3436,0.306541,0.832999
1097,27425,19.3084,0.308875,0.83582
1098,27450,19.2489,0.293977,0.839523
1099,27475,19.215,0.261767,0.844107
1100,27500,19.2426,0.21969,0.849738
1101,27525,19.3241,0.174456,0.856085
1102,27550,19.4272,0.129883,0.861714
1103,27575,19.5178,0.0941667,0.865283
1104,27600,19.5713,0.0722636,0.867107
1105,27625,19.566,0.0611777,0.868709
1106,27650,19.4993,0.0515928,0.871399
1107,27675,19.3956,0.0511781,0.8753
1108,27700,19.3107,0.067963,0.879721
1109,27725,19.281,0.0927107,0.884369
1110,27750,19.2997,0.115152,0.888817
1111,27775,19.3379,0.137325,0.892066
1112,27800,19.3659,0.162619,0.893866
1113,27825,19.3542,0.188583,0.895388
1114,27850,19.2778,0.211647,0.897768
1115,27875,19.1618,0.228721,0.901087
1116,27900,19.0756,0.237301,0.905213
1117,27925,19.0704,0.234301,0.91036
1118,27950,19.1366,0.219697,0.916182
1119,27975,19.2375,0.193719,0.921192
1120,28000,19.3453,0.159855,0.924217
1121,28025,19.4306,0.12373,0.925874
1122,28050,19.4688,0.0800722,0.927623
1123,28075,19.4493,0.028601,0.930459
1124,28100,19.3943,-0.0124203,0.934726
1125,28125,19.3457,-0.0217916,0.940204
1126,28150,19.3396,-0.0107267,0.946116
1127,28175,19.3715,0.000436051,0.95094
1128,28200,19.4193,0.00856365,0.95368
1129,28225,19.4528,0.0195397,0.955227
1130,28250,19.4393,0.0321943,0.957152
1131,28275,19.3522,0.0503576,0.960033
1132,28300,19.2182,0.077614,0.963472
1133,28325,19.1169,0.105841,0.967329
1134,28350,19.0977,0.127234,0.971932
1135,28375,19.1434,0.140385,0.97694
1136,28400,19.2125,0.14696,0.980924
1137,28425,19.2809,0.147221,0.983104
1138,28450,19.3228,0.140699,0.984462
1139,28475,19.3174,0.119909,0.986224
1140,28500,19.2823,0.0772681,0.988817
1141,28525,19.2637,0.0226884,0.992521
1142,28550,19.304,-0.0271431,0.997635
1143,28575,19.3951,-0.0638676,1.00362
1144,28600,19.494,-0.0887789,1.00853
1145,28625,19.559,-0.0967675,1.01083
1146,28650,19.5676,-0.0907146,1.01213
1147,28675,19.5056,-0.0837176,1.01483
1148,28700,19.3892,-0.0808058,1.01912
1149,28725,19.2651,-0.0700818,1.02409
1150,28750,19.1908,-0.047986,1.02914
1151,28775,19.1803,-0.0217495,1.03395
1152,28800,19.2071,0.00473968,1.03806
1153,28825,19.2511,0.028802,1.0408
1154,28850,19.2884,0.0508321,1.04215
1155,28875,19.2737,0.0747609,1.04324
1156,28900,19.1871,0.0943143,1.04481
1157,28925,19.0752,0.0974413,1.04682
1158,28950,19.0133,0.0832797,1.04947
1159,28975,19.0473,0.0570945,1.05336
1160,29000,19.1591,0.0234312,1.05816
1161,29025,19.2993,-0.0139512,1.06187
1162,29050,19.4397,-0.0522301,1.06296
1163,29075,19.5337,-0.0866957,1.0629
1164,29100,19.518,-0.116922,1.06437
1165,29125,19.3831,-0.133282,1.06796
1166,29150,19.2296,-0.127828,1.07299
1167,29175,19.1698,-0.114692,1.07924
1168,29200,19.2062,-0.107137,1.08568
1169,29225,19.2647,-0.0979259,1.09044
1170,29250,19.3121,-0.0835521,1.0932
1171,29275,19.3422,-0.0695638,1.09518
1172,29300,19.3176,-0.0556456,1.09746
1173,29325,19.2124,-0.0336835,1.10004
1174,29350,19.0772,-0.00768725,1.10241
1175,29375,19.0009,0.00886099,1.10471
1176,29400,19.0196,0.0136708,1.10765
1177,29425,19.1049,0.00949578,1.11109
1178,29450,19.2199,-0.00345174,1.11344
1179,29475,19.3463,-0.0246622,1.11352
1180,29500,19.4475,-0.0548761,1.11255
1181,29525,19.4705,-0.0991083,1.11254
1182,29550,19.4188,-0.154226,1.1142
1183,29575,19.3638,-0.196194,1.11739
1184,29600,19.3835,-0.216565,1.12228
1185,29625,19.4553,-0.223701,1.12816
1186,29650,19.5161,-0.219773,1.13247
1187,29675,19.5504,-0.2085,1.13466
1188,29700,19.5393,-0.197358,1.13726
1189,29725,19.4559,-0.190266,1.14137
1190,29750,19.3262,-0.18386,1.14622
1191,29775,19.2111,-0.167912,1.15092
1192,29800,19.1598,-0.144592,1.15506
1193,29825,19.1776,-0.123908,1.15854
1194,29850,19.2342,-0.107052,1.16124
1195,29875,19.3059,-0.0937979,1.16275
1196,29900,19.3743,-0.0835212,1.16271
1197,29925,19.395,-0.0749479,1.16179
1198,29950,19.3432,-0.0797953,1.16104
1199,29975,19.2609,-0.106732,1.16096
1200,30000,19.2269,-0.143478,1.16201
1201,30025,19.2939,-0.176404,1.16469
1202,30050,19.438,-0.207512,1.16837
1203,30075,19.5876,-0.234639,1.1705
1204,30100,19.6976,-0.250868,1.17037
1205,30125,19.6929,-0.251224,1.17114
1206,30150,19.5304,-0.240209,1.17445
1207,30175,19.3092,-0.228242,1.17923
1208,30200,19.1708,-0.217076,1.18479
1209,30225,19.1517,-0.203982,1.19083
1210,30250,19.195,-0.189923,1.19609
1211,30275,19.2474,-0.174331,1.19935
1212,30300,19.2897,-0.156253,1.201
1213,30325,19.3144,-0.140008,1.20206
1214,30350,19.2928,-0.124661,1.20277
1215,30375,19.2014,-0.106121,1.20287
1216,30400,19.0874,-0.0938105,1.20234
1217,30425,19.0398,-0.0962478,1.2019
1218,30450,19.0992,-0.109224,1.20251
1219,30475,19.2338,-0.128794,1.20379
1220,30500,19.4006,-0.154796,1.20352
1221,30525,19.5704,-0.184984,1.2008
1222,30550,19.6707,-0.21847,1.19835
1223,30575,19.6188,-0.251865,1.19843
1224,30600,19.4649,-0.273913,1.20034
1225,30625,19.3535,-0.277354,1.20358
1226,30650,19.3531,-0.270664,1.20841
1227,30675,19.4111,-0.261594,1.21325
1228,30700,19.4779,-0.252948,1.2159
1229,30725,19.5241,-0.24261,1.21709
1230,30750,19.5082,-0.23093,1.21888
1231,30775,19.4259,-0.221419,1.22149
1232,30800,19.3138,-0.208083,1.22398
1233,30825,19.235,-0.189414,1.22556
1234,30850,19.2273,-0.172853,1.22616
1235,30875,19.2853,-0.161795,1.22628
1236,30900,19.3848,-0.155755,1.22614
1237,30925,19.5064,-0.154605,1.22471
1238,30950,19.6325,-0.158303,1.22119
1239,30975,19.7055,-0.170917,1.21706
1240,31000,19.6809,-0.200856,1.21409
1241,31025,19.6014,-0.23859,1.21259
1242,31050,19.5831,-0.266673,1.21255
1243,31075,19.6858,-0.286343,1.21436
1244,31100,19.8298,-0.300171,1.21661
1245,31125,19.9318,-0.299968,1.21673
1246,31150,19.9616,-0.284979,1.21577
1247,31175,19.8802,-0.263971,1.21654
1248,31200,19.7105,-0.249137,1.21907
1249,31225,19.541,-0.236093,1.2223
1250,31250,19.455,-0.216357,1.22576
1251,31275,19.472,-0.195713,1.22888
1252,31300,19.5326,-0.175019,1.23066
1253,31325,19.5971,-0.153207,1.23082
1254,31350,19.6674,-0.133649,1.22978
1255,31375,19.7282,-0.117377,1.22773
1256,31400,19.727,-0.100152,1.22485
1257,31425,19.6442,-0.0890792,1.2216
1258,31450,19.5574,-0.095805,1.21855
1259,31475,19.5577,-0.112768,1.21653
1260,31500,19.6723,-0.13261,1.21605
1261,31525,19.8466,-0.155145,1.21583
1262,31550,20.0271,-0.178428,1.2134
1263,31575,20.171,-0.198602,1.20962
1264,31600,20.1749,-0.210586,1.20794
1265,31625,20.0091,-0.211642,1.20881
1266,31650,19.8031,-0.200603,1.21096
1267,31675,19.7045,-0.182619,1.21428
1268,31700,19.735,-0.167104,1.21841
1269,31725,19.8108,-0.153589,1.22143
1270,31750,19.8749,-0.136701,1.22226
1271,31775,19.9132,-0.117982,1.22228
1272,31800,19.9038,-0.0999719,1.22268
1273,31825,19.84,-0.0815401,1.2231
1274,31850,19.7452,-0.0591382,1.22273
1275,31875,19.6711,-0.0376182,1.2214
1276,31900,19.6731,-0.0252751,1.21987
1277,31925,19.757,-0.021518,1.21898
1278,31950,19.8869,-0.0243169,1.21796
1279,31975,20.0397,-0.0337837,1.2149
1280,32000,20.1866,-0.0514369,1.21005
1281,32025,20.2446,-0.0795257,1.20612
1282,32050,20.1771,-0.114982,1.20437
1283,32075,20.0768,-0.1421,1.20419
1284,32100,20.0688,-0.153492,1.20569
1285,32125,20.1523,-0.155973,1.20884
1286,32150,20.2296,-0.146986,1.21126
1287,32175,20.2746,-0.129376,1.21145
1288,32200,20.2782,-0.110679,1.21146
1289,32225,20.2015,-0.0955291,1.21306
1290,32250,20.0607,-0.0825293,1.2157
1291,32275,19.9342,-0.0648477,1.21841
1292,32300,19.8844,-0.0418701,1.22059
1293,32325,19.9084,-0.01966,1.22186
1294,32350,19.9711,-0.000228871,1.22216
1295,32375,20.0522,0.0161499,1.22149
1296,32400,20.1435,0.0282635,1.21943
1297,32425,20.2088,0.038719,1.21596
1298,32450,20.194,0.0417879,1.21222
1299,32475,20.1115,0.0249782,1.20913
1300,32500,20.0452,-0.00419099,1.20712
1301,32525,20.0785,-0.0303238,1.2067
1302,32550,20.2151,-0.0540744,1.20785
1303,32575,20.3766,-0.0767828,1.20838
1304,32600,20.5066,-0.0907592,1.20657
1305,32625,20.5421,-0.0909116,1.20498
1306,32650,20.4085,-0.0775781,1.20596
1307,32675,20.1748,-0.0612288,1.2087
1308,32700,19.9918,-0.0444192,1.21228
1309,32725,19.9381,-0.0253211,1.21658
1310,32750,19.9706,-0.00442611,1.22068
1311,32775,20.0212,0.0191094,1.22304
1312,32800,20.0621,0.0466788,1.22365
1313,32825,20.0856,0.0760346,1.22359
1314,32850,20.0759,0.104835,1.22323
1315,32875,20.0018,0.137831,1.22226
1316,32900,19.8799,0.171255,1.22056
1317,32925,19.7941,0.19412,1.21867
1318,32950,19.8099,0.20776,1.21765
1319,32975,19.9152,0.217064,1.21772
1320,33000,20.0625,0.222279,1.21705
1321,33025,20.2232,0.224426,1.21389
1322,33050,20.3391,0.225289,1.21015
1323,33075,20.3146,0.226649,1.2088
1324,33100,20.1568,0.23716,1.20968
1325,33125,20.0069,0.265746,1.21191
1326,33150,19.9639,0.309567,1.21579
1327,33175,19.9978,0.35987,1.22042
1328,33200,20.0454,0.413036,1.22338
1329,33225,20.0844,0.468253,1.2244
1330,33250,20.0711,0.52743,1.2256
1331,33275,19.9852,0.586958,1.22785
1332,33300,19.8575,0.649094,1.23032
1333,33325,19.7462,0.718811,1.23211
1334,33350,19.7004,0.790159,1.23289
1335,33375,19.7242,0.857895,1.23304
1336,33400,19.7967,0.921976,1.23301
1337,33425,19.8951,0.982669,1.23218
1338,33450,20.007,1.03979,1.22937
1339,33475,20.0874,1.09142,1.22533
1340,33500,20.0741,1.12877,1.22211
1341,33525,19.981,1.15399,1.22046
1342,33550,19.9118,1.18573,1.22024
1343,33575,19.9654,1.22773,1.22185
1344,33600,20.0962,1.27497,1.2247
1345,33625,20.2038,1.33376,1.2261
1346,33650,20.2472,1.4089,1.22568
1347,33675,20.1877,1.49449,1.22634
1348,33700,20.0169,1.57825,1.22905
1349,33725,19.8166,1.65691,1.23274
1350,33750,19.6793,1.74131,1.23681
1351,33775,19.6528,1.82888,1.24086
1352,33800,19.6941,1.91569,1.24388
1353,33825,19.7435,2.0043,1.24525
1354,33850,19.7955,2.09251,1.24532
1355,33875,19.8487,2.17741,1.2444
1356,33900,19.8636,2.26177,1.24249
1357,33925,19.7937,2.34485,1.23994
1358,33950,19.6797,2.41398,1.23735
1359,33975,19.6237,2.46987,1.23546
1360,34000,19.6853,2.52219,1.23509
1361,34025,19.8342,2.57215,1.23573
1362,34050,20.001,2.62132,1.23495
1363,34075,20.1523,2.67208,1.23206
1364,34100,20.1959,2.73011,1.23037
1365,34125,20.055,2.79812,1.23149
1366,34150,19.8189,2.87687,1.23413
1367,34175,19.6533,2.9648,1.23778
1368,34200,19.6277,3.05419,1.24252
1369,34225,19.6819,3.1403,1.24695
1370,34250,19.7359,3.22887,1.24927
1371,34275,19.7665,3.32069,1.25019
1372,34300,19.7523,3.41312,1.25133
1373,34325,19.6851,3.50531,1.25273
1374,34350,19.5888,3.59887,1.25347
1375,34375,19.499,3.69424,1.25306
1376,34400,19.4631,3.78448,1.25189
1377,34425,19.5091,3.86703,1.25097
1378,34450,19.6171,3.94379,1.25045
1379,34475,19.7564,4.01535,1.24866
1380,34500,19.9085,4.08092,1.24455
1381,34525,20.0003,4.13789,1.24042
1382,34550,19.9498,4.18763,1.23849
1383,34575,19.817,4.24072,1.23833
1384,34600,19.7492,4.3073,1.23958
1385,34625,19.805,4.383,1.24267
1386,34650,19.8871,4.4689,1.24606
1387,34675,19.9345,4.56562,1.24739
1388,34700,19.9479,4.66636,1.24757
1389,34725,19.8888,4.76502,1.24897
1390,34750,19.7406,4.86146,1.25171
1391,34775,19.5796,4.95996,1.25481
1392,34800,19.4963,5.06272,1.25759
1393,34825,19.5045,5.16598,1.25949
1394,34850,19.5626,5.26685,1.2602
1395,34875,19.6406,5.36583,1.25986
1396,34900,19.735,5.46145,1.25836
1397,34925,19.8321,5.55361,1.25528
1398,34950,19.8707,5.64296,1.25121
1399,34975,19.8112,5.71894,1.24745
1400,35000,19.721,5.77912,1.24465
1401,35025,19.709,5.83858,1.2432
1402,35050,19.8222,5.90212,1.24353
1403,35075,19.9961,5.96575,1.24438
1404,35100,20.1517,6.03541,1.24319
1405,35125,20.2421,6.11612,1.24106
1406,35150,20.1716,6.21072,1.2411
1407,35175,19.9541,6.31035,1.24323
1408,35200,19.7341,6.40958,1.24623
1409,35225,19.6362,6.51002,1.24993
1410,35250,19.6579,6.61079,1.25398
1411,35275,19.7208,6.71191,1.25679
1412,35300,19.7784,6.8149,1.25762
1413,35325,19.8161,6.91962,1.2575
1414,35350,19.831,7.02214,1.2571
1415,35375,19.8038,7.12328,1.25606
1416,35400,19.7193,7.22584,1.25403
1417,35425,19.6273,7.3217,1.25133
1418,35450,19.6135,7.40618,1.24895
1419,35475,19.7046,7.48355,1.24776
1420,35500,19.8569,7.55567,1.24681
1421,35525,20.0319,7.62315,1.24378
1422,35550,20.1889,7.68704,1.23917
1423,35575,20.2248,7.74949,1.23637
1424,35600,20.0965,7.8167,1.23615
1425,35625,19.9282,7.89511,1.23733
1426,35650,19.8537,7.98788,1.23994
1427,35675,19.8808,8.08791,1.24381
1428,35700,19.9359,8.19032,1.24685
1429,35725,19.991,8.29241,1.24767
1430,35750,20.0089,8.39617,1.24798
1431,35775,19.9478,8.50055,1.24935
1432,35800,19.8317,8.60377,1.25133
1433,35825,19.7196,8.71098,1.25286
1434,35850,19.6671,8.82058,1.25336
1435,35875,19.6855,8.92655,1.25292
1436,35900,19.7567,9.02802,1.25207
1437,35925,19.8601,9.1253,1.25078
1438,35950,19.9841,9.2179,1.24786
1439,35975,20.0992,9.30556,1.24313
1440,36000,20.1314,9.38185,1.23858
1441,36025,20.0612,9.44244,1.23559
1442,36050,19.9734,9.50286,1.23404
1443,36075,19.991,9.57281,1.23413
1444,36100,20.1215,9.64726,1.23597
1445,36125,20.2582,9.72903,1.23732
1446,36150,20.3397,9.82544,1.2365
1447,36175,20.3299,9.93441,1.23583
1448,36200,20.196,10.0456,1.23725
1449,36225,20.0004,10.1497,1.23999
1450,36250,19.8405,10.2557,1.24323
1451,36275,19.7879,10.3666,1.24666
1452,36300,19.828,10.4761,1.24946
1453,36325,19.8898,10.5863,1.25067
1454,36350,19.951,10.6969,1.25043
1455,36375,20.0167,10.8044,1.24918
1456,36400,20.0619,10.9096,1.24696
1457,36425,20.0318,11.0151,1.24394
1458,36450,19.9306,11.1112,1.24063
1459,36475,19.8539,11.1917,1.23775
1460,36500,19.8836,11.2661,1.23616
1461,36525,20.0196,11.3378,1.23599
1462,36550,20.1926,11.4078,1.23527
1463,36575,20.3619,11.4779,1.23216
1464,36600,20.4604,11.5525,1.22909
1465,36625,20.3837,11.6366,1.2288
1466,36650,20.1686,11.7307,1.23049
1467,36675,19.9722,11.8352,1.23323
1468,36700,19.9056,11.9452,1.23714
1469,36725,19.9468,12.0518,1.24142
1470,36750,20.0066,12.1588,1.244
1471,36775,20.046,12.2696,1.24467
1472,36800,20.0472,12.3816,1.24517
1473,36825,19.9934,12.4931,1.2461
1474,36850,19.8985,12.605,1.2467
1475,36875,19.7955,12.7197,1.24625
1476,36900,19.7324,12.8314,1.24486
1477,36925,19.7486,12.9344,1.24343
1478,36950,19.8363,13.0306,1.24255
1479,36975,19.9618,13.1209,1.24106
1480,37000,20.1076,13.2051,1.23727
1481,37025,20.2245,13.2805,1.23249
1482,37050,20.2187,13.3462,1.22948
1483,37075,20.1001,13.4099,1.22853
1484,37100,19.9993,13.4847,1.22899
1485,37125,20.019,13.5708,1.23127
1486,37150,20.1036,13.6657,1.23469
1487,37175,20.1606,13.7725,1.23662
1488,37200,20.1822,13.8863,1.2367
1489,37225,20.1454,13.9994,1.23747
1490,37250,20.0186,14.109,1.23981
1491,37275,19.8487,14.2183,1.24285
1492,37300,19.7286,14.3322,1.24577
1493,37325,19.7024,14.4485,1.24804
1494,37350,19.741,14.5626,1.24921
1495,37375,19.8059,14.6747,1.24928
1496,37400,19.887,14.7837,1.24829
1497,37425,19.9777,14.8887,1.24583
1498,37450,20.0302,14.9919,1.24209
1499,37475,19.9897,15.0853,1.23831
1500,37500,19.8935,15.1602,1.23533
1501,37525,19.8439,15.2284,1.23353
1502,37550,19.9132,15.3005,1.23344
1503,37575,20.0721,15.3733,1.23456
1504,37600,20.2348,15.449,1.23433
1505,37625,20.3536,15.5337,1.23223
1506,37650,20.3416,15.632,1.23153
1507,37675,20.1568,15.7394,1.23333
1508,37700,19.9166,15.8459,1.23635
1509,37725,19.7655,15.9521,1.24009
1510,37750,19.749,16.0578,1.24444
1511,37775,19.7999,16.1616,1.24817
1512,37800,19.8559,16.2652,1.24991
1513,37825,19.8953,16.369,1.25029
1514,37850,19.9122,16.4702,1.25032
1515,37875,19.8934,16.567,1.24992
1516,37900,19.8164,16.6636,1.24865
1517,37925,19.7096,16.755,1.24652
1518,37950,19.6567,16.8327,1.24432
1519,37975,19.7087,16.8994,1.24312
1520,38000,19.8386,16.9582,1.24272
1521,38025,20.0009,17.0096,1.24094
1522,38050,20.1662,17.0546,1.23688
1523,38075,20.2481,17.0943,1.23353
1524,38100,20.1636,17.1341,1.23291
1525,38125,19.9858,17.1808,1.23403
1526,38150,19.8658,17.2397,1.23643
1527,38175,19.8584,17.3074,1.24039
1528,38200,19.903,17.3768,1.2444
1529,38225,19.9511,17.4449,1.24632
1530,38250,19.9793,17.5116,1.24694
1531,38275,19.9361,17.5779,1.24834
1532,38300,19.8222,17.641,1.25064
1533,38325,19.6912,17.704,1.25285
1534,38350,19.6056,17.7696,1.25416
1535,38375,19.5939,17.8313,1.2544
1536,38400,19.6422,17.8865,1.25401
1537,38425,19.7289,17.936,1.25328
1538,38450,19.8394,17.9793,1.25139
1539,38475,19.958,18.0165,1.24748
1540,38500,20.0193,18.0442,1.24293
1541,38525,19.9716,18.0543,1.23966
1542,38550,19.8687,18.056,1.2379
1543,38575,19.8328,18.0645,1.23759
1544,38600,19.9285,18.0779,1.23915
1545,38625,20.0707,18.0951,1.24127
1546,38650,20.1727,18.1236,1.24138
1547,38675,20.1976,18.1655,1.24055
1548,38700,20.0992,18.2136,1.24151
1549,38725,19.9063,18.2555,1.2442
1550,38750,19.7169,18.2938,1.24755
1551,38775,19.6181,18.3372,1.25122
1552,38800,19.6311,18.3802,1.25468
1553,38825,19.6907,18.4219,1.25678
1554,38850,19.7492,18.4646,1.25722
1555,38875,19.8106,18.505,1.25654
1556,38900,19.8669,18.5412,1.2549
1557,38925,19.8698,18.5768,1.25229
1558,38950,19.787,18.6079,1.24911
1559,38975,19.6877,18.6235,1.24601
1560,39000,19.673,18.6289,1.24386
1561,39025,19.777,18.6306,1.24325
1562,39050,19.9459,18.6295,1.24304
1563,39075,20.1216,18.6276,1.24075
1564,39100,20.2618,18.627,1.23722
1565,39125,20.2524,18.6347,1.23595
1566,39150,20.0708,18.6514,1.23716
1567,39175,19.8501,18.6776,1.23952
1568,39200,19.7343,18.7117,1.24297
1569,39225,19.7498,18.7446,1.24728
1570,39250,19.8158,18.7747,1.25061
1571,39275,19.8702,18.8075,1.25175
1572,39300,19.8921,18.8421,1.25215
1573,39325,19.8608,18.8764,1.25304
1574,39350,19.7815,18.9097,1.25394
1575,39375,19.6848,18.9446,1.25395
1576,39400,19.6116,18.9793,1.25281
1577,39425,19.6052,19.0064,1.25117
1578,39450,19.6764,19.0261,1.24994
1579,39475,19.796,19.0395,1.2487
1580,39500,19.9415,19.0468,1.24559
1581,39525,20.0833,19.0466,1.24061
1582,39550,20.1295,19.0355,1.2366
1583,39575,20.0391,19.0187,1.23483
1584,39600,19.9169,19.008,1.23457
1585,39625,19.8953,19.0094,1.23589
1586,39650,19.9772,19.0184,1.23889
1587,39675,20.0543,19.0383,1.24132
1588,39700,20.094,19.0674,1.24157
1589,39725,20.0867,19.0983,1.24163
1590,39750,19.9936,19.1255,1.24329
1591,39775,19.8322,19.1501,1.246
1592,39800,19.6902,19.1777,1.24886
1593,39825,19.6402,19.2087,1.25128
1594,39850,19.6709,19.2386,1.25272
1595,39875,19.7374,19.266,1.25296
1596,39900,19.8201,19.2908,1.25216
1597,39925,19.9171,19.3113,1.25005
1598,39950,19.9981,19.3292,1.24645
1599,39975,19.9971,19.342,1.24233
1600,40000,19.914,19.3373,1.23877
1601,40025,19.8416,19.3204,1.23622
1602,40050,19.8725,19.3049,1.2352
1603,40075,20.0153,19.2915,1.2358
1604,40100,20.1899,19.2788,1.23599
1605,40125,20.3363,19.2732,1.23391
1606,40150,20.3883,19.2797,1.23202
1607,40175,20.2615,19.2993,1.23268
1608,40200,20.0278,19.3213,1.23495
1609,40225,19.8386,19.3437,1.23791
1610,40250,19.7857,19.3673,1.24155
1611,40275,19.8291,19.3906,1.24511
1612,40300,19.8918,19.4151,1.2469
1613,40325,19.9425,19.4417,1.24686
1614,40350,19.9706,19.4692,1.2462
1615,40375,19.9687,19.4939,1.24524
1616,40400,19.9127,19.5191,1.24352
1617,40425,19.809,19.5447,1.24082
1618,40450,19.7321,19.5603,1.23767
1619,40475,19.7524,19.565,1.23514
1620,40500,19.8644,19.563,1.23364
1621,40525,20.0202,19.5552,1.23151
1622,40550,20.1923,19.5421,1.22687
1623,40575,20.3189,19.5246,1.2216
1624,40600,20.3012,19.5056,1.21869
1625,40625,20.152,19.4931,1.21794
1626,40650,20.0116,19.4943,1.21846
1627,40675,19.9765,19.5099,1.22056
1628,40700,20.0178,19.5317,1.22345
1629,40725,20.0701,19.5557,1.2247
1630,40750,20.1144,19.5796,1.22395
1631,40775,20.105,19.6052,1.22338
1632,40800,20.0213,19.6297,1.22384
1633,40825,19.8971,19.6542,1.22454
1634,40850,19.7882,19.6854,1.22456
1635,40875,19.7463,19.7177,1.22354
1636,40900,19.7751,19.745,1.22179
1637,40925,19.8519,19.7671,1.21972
1638,40950,19.9544,19.7839,1.21673
1639,40975,20.068,19.7956,1.21175
1640,41000,20.1477,19.8007,1.20555
1641,41025,20.1407,19.7889,1.20001
1642,41050,20.0702,19.7614,1.19583
1643,41075,20.0259,19.7363,1.19302
1644,41100,20.0945,19.72,1.19195
1645,41125,20.2403,19.7085,1.19206
1646,41150,20.3725,19.7064,1.19066
1647,41175,20.4426,19.7201,1.18732
1648,41200,20.4041,19.7462,1.18505
1649,41225,20.2563,19.7716,1.18494
1650,41250,20.0862,19.7891,1.18589
1651,41275,19.9741,19.8117,1.18722
1652,41300,19.9597,19.8394,1.18848
1653,41325,20.0102,19.8665,1.18876
1654,41350,20.0725,19.8954,1.18738
1655,41375,20.1388,19.9232,1.18455
1656,41400,20.1987,19.9474,1.18069
1657,41425,20.2011,19.9734,1.17619
1658,41450,20.1204,19.9972,1.17138
1659,41475,20.0232,20.0038,1.16654
1660,41500,19.9971,19.9949,1.16235
1661,41525,20.0774,19.9793,1.1595
1662,41550,20.2332,19.9581,1.1573
1663,41575,20.4105,19.9332,1.15334
1664,41600,20.5763,19.9073,1.147
1665,41625,20.6524,19.8843,1.14131
1666,41650,20.5775,19.8692,1.13819
1667,41675,20.4087,19.8706,1.13681
1668,41700,20.2829,19.8879,1.1367
1669,41725,20.2745,19.9085,1.13776
1670,41750,20.3417,19.9243,1.13834
1671,41775,20.4112,19.9425,1.13671
1672,41800,20.4602,19.9648,1.13352
1673,41825,20.4781,19.9853,1.13022
1674,41850,20.428,20.0076,1.12727
1675,41875,20.3098,20.0398,1.12421
1676,41900,20.1961,20.0738,1.12064
1677,41925,20.1617,20.0976,1.11705
1678,41950,20.2149,20.1115,1.11406
1679,41975,20.3161,20.1172,1.11099
1680,42000,20.4373,20.114,1.10611
1681,42025,20.5565,20.1023,1.09922
1682,42050,20.6281,20.0778,1.09217
1683,42075,20.6242,20.036,1.08638
1684,42100,20.5831,19.9879,1.08208
1685,42125,20.5776,19.9557,1.07929
1686,42150,20.6445,19.9414,1.078
1687,42175,20.7342,19.9406,1.07664
1688,42200,20.7989,19.9526,1.07295
1689,42225,20.8244,19.9725,1.06795
1690,42250,20.7988,19.9899,1.06399
1691,42275,20.7148,20.0017,1.06132
1692,42300,20.5959,20.0198,1.05908
1693,42325,20.4991,20.0527,1.05664
1694,42350,20.4654,20.0909,1.054
1695,42375,20.4941,20.1244,1.05118
1696,42400,20.5536,20.1527,1.04744
1697,42425,20.6138,20.1777,1.04205
1698,42450,20.6399,20.2016,1.03572
1699,42475,20.6028,20.2186,1.02964
1700,42500,20.5262,20.2169,1.02412
1701,42525,20.4735,20.1954,1.01929
1702,42550,20.4994,20.163,1.01565
1703,42575,20.6022,20.1281,1.01314
1704,42600,20.7417,20.0914,1.01011
1705,42625,20.8776,20.0577,1.00461
1706,42650,20.9683,20.0331,0.997347
1707,42675,20.9633,20.02,0.99092
1708,42700,20.8615,20.0165,0.986388
1709,42725,20.7302,20.0237,0.983143
1710,42750,20.6553,20.0383,0.980525
1711,42775,20.654,20.0562,0.977978
1712,42800,20.6902,20.0765,0.974593
1713,42825,20.7399,20.0968,0.969643
1714,42850,20.7811,20.1183,0.963291
1715,42875,20.7735,20.143,0.956802
1716,42900,20.6903,20.1694,0.95116
1717,42925,20.5711,20.1896,0.946262
1718,42950,20.4901,20.2001,0.942037
1719,42975,20.4925,20.2008,0.938774
1720,43000,20.5664,20.19,0.936128
1721,43025,20.6739,20.1669,0.932549
1722,43050,20.7885,20.1342,0.926947
1723,43075,20.8788,20.0963,0.920156
1724,43100,20.9229,20.0477,0.91361
1725,43125,20.921,19.9887,0.908131
1726,43150,20.8966,19.9382,0.904008
1727,43175,20.8806,19.9169,0.901009
1728,43200,20.8906,19.9208,0.898251
1729,43225,20.9245,19.9319,0.894289
1730,43250,20.9744,19.9396,0.888339
1731,43275,21.0164,19.9454,0.881249
1732,43300,21.0049,19.9571,0.874611
1733,43325,20.9193,19.9775,0.869097
1734,43350,20.8034,20.0013,0.864426
1735,43375,20.725,20.0248,0.860554
1736,43400,20.7166,20.0458,0.857568
1737,43425,20.7611,20.0604,0.85475
1738,43450,20.8236,20.0681,0.850672
1739,43475,20.8755,20.0715,0.84509
1740,43500,20.8928,20.0689,0.839255
1741,43525,20.8732,20.0511,0.834066
1742,43550,20.8454,20.0149,0.829705
1743,43575,20.847,19.9688,0.826326
1744,43600,20.8967,19.9218,0.823978
1745,43625,20.976,19.8814,0.821797
