Time,StepCount,q[1],q[2],q[3]
2764,69100,39.0872,19.9927,-1.07668
2765,69125,39.2075,20.019,-1.07941
2766,69150,39.3484,20.057,-1.07955
2767,69175,39.4434,20.1008,-1.07994
2768,69200,39.424,20.138,-1.08297
2769,69225,39.3542,20.1777,-1.08785
2770,69250,39.3229,20.211,-1.0938
2771,69275,39.3464,20.2206,-1.1002
2772,69300,39.3942,20.212,-1.10587
2773,69325,39.4455,20.1966,-1.10969
2774,69350,39.5005,20.1824,-1.11184
2775,69375,39.5331,20.1686,-1.11348
2776,69400,39.4891,20.1462,-1.11529
2777,69425,39.3641,20.1167,-1.11703
2778,69450,39.2228,20.0902,-1.11855
2779,69475,39.144,20.0731,-1.12033
2780,69500,39.1522,20.063,-1.12302
2781,69525,39.2107,20.0572,-1.12598
2782,69550,39.2861,20.056,-1.12724
2783,69575,39.3678,20.0613,-1.12601
2784,69600,39.4114,20.0792,-1.12453
2785,69625,39.3468,20.104,-1.12518
2786,69650,39.224,20.1325,-1.12781
2787,69675,39.1736,20.164,-1.13202
2788,69700,39.2475,20.1914,-1.1379
2789,69725,39.392,20.2165,-1.14387
2790,69750,39.5281,20.2355,-1.14764
2791,69775,39.61,20.241,-1.14984
2792,69800,39.5995,20.2318,-1.15272
2793,69825,39.5066,20.2193,-1.15666
2794,69850,39.3796,20.2041,-1.16076
2795,69875,39.2732,20.1803,-1.16425
2796,69900,39.2311,20.1544,-1.16714
2797,69925,39.2576,20.1334,-1.16984
2798,69950,39.3134,20.1146,-1.17213
2799,69975,39.3711,20.0968,-1.173
2800,70000,39.4181,20.0816,-1.17201
2801,70025,39.412,20.0725,-1.1703
2802,70050,39.3116,20.0768,-1.16939
2803,70075,39.1584,20.0899,-1.16977
2804,70100,39.0721,20.1048,-1.17156
2805,70125,39.1153,20.1209,-1.17506
2806,70150,39.2462,20.142,-1.17905
2807,70175,39.4052,20.1693,-1.18092
2808,70200,39.5469,20.1989,-1.18125
2809,70225,39.5845,20.2209,-1.18327
2810,70250,39.4991,20.2385,-1.18737
2811,70275,39.3797,20.2529,-1.19239
2812,70300,39.303,20.2494,-1.19783
2813,70325,39.3034,20.2345,-1.20301
2814,70350,39.3583,20.22,-1.20687
2815,70375,39.4296,20.2078,-1.20901
2816,70400,39.4925,20.1943,-1.20993
2817,70425,39.5279,20.1788,-1.21001
2818,70450,39.4927,20.1586,-1.20932
2819,70475,39.3773,20.1404,-1.20803
2820,70500,39.2479,20.1356,-1.20666
2821,70525,39.1859,20.1385,-1.20605
2822,70550,39.221,20.1425,-1.20675
2823,70575,39.3144,20.1492,-1.20764
2824,70600,39.4337,20.1616,-1.20636
2825,70625,39.5579,20.1838,-1.20336
2826,70650,39.5862,20.2074,-1.20216
2827,70675,39.4799,20.2296,-1.20358
2828,70700,39.3703,20.26,-1.20636
2829,70725,39.3721,20.2865,-1.21043
2830,70750,39.4796,20.3029,-1.21556
2831,70775,39.6041,20.3098,-1.21975
2832,70800,39.6847,20.3042,-1.22161
2833,70825,39.7135,20.2899,-1.22265
2834,70850,39.6902,20.2751,-1.22427
2835,70875,39.6253,20.263,-1.22602
2836,70900,39.5247,20.2429,-1.22697
2837,70925,39.4391,20.2188,-1.22683
2838,70950,39.4224,20.2014,-1.22626
2839,70975,39.4704,20.1882,-1.22603
2840,71000,39.551,20.1773,-1.22555
2841,71025,39.6438,20.1695,-1.2231
2842,71050,39.7297,20.1679,-1.21865
2843,71075,39.7267,20.1743,-1.21482
2844,71100,39.5836,20.1816,-1.21309
2845,71125,39.4265,20.1931,-1.21287
2846,71150,39.4012,20.2077,-1.21425
2847,71175,39.5176,20.2227,-1.21729
2848,71200,39.6882,20.2396,-1.21992
2849,71225,39.8532,20.2566,-1.22022
2850,71250,39.9555,20.2664,-1.22013
2851,71275,39.9225,20.264,-1.22186
2852,71300,39.7823,20.2542,-1.22486
2853,71325,39.6458,20.238,-1.22813
2854,71350,39.591,20.2144,-1.23096
2855,71375,39.6232,20.1909,-1.2328
2856,71400,39.6898,20.1687,-1.23347
2857,71425,39.7621,20.1463,-1.23307
2858,71450,39.8326,20.1241,-1.23137
2859,71475,39.8703,20.1003,-1.22822
2860,71500,39.8305,20.0804,-1.22439
2861,71525,39.7017,20.0726,-1.22094
2862,71550,39.5609,20.0717,-1.21837
2863,71575,39.5159,20.0712,-1.21723
2864,71600,39.5862,20.0724,-1.21763
2865,71625,39.7133,20.079,-1.21762
2866,71650,39.8645,20.0944,-1.21525
2867,71675,39.9845,20.1148,-1.21272
2868,71700,39.9702,20.1302,-1.21278
2869,71725,39.8637,20.1504,-1.21474
2870,71750,39.7858,20.1697,-1.21773
2871,71775,39.8016,20.1746,-1.2217
2872,71800,39.8751,20.1665,-1.22569
2873,71825,39.9485,20.151,-1.22792
2874,71850,40.0112,20.1341,-1.22835
2875,71875,40.0627,20.1196,-1.22828
2876,71900,40.0711,20.1041,-1.22809
2877,71925,40.0096,20.0827,-1.22728
2878,71950,39.8998,20.059,-1.22554
2879,71975,39.8127,20.0433,-1.2234
2880,72000,39.8087,20.0354,-1.22189
2881,72025,39.8773,20.0301,-1.22125
2882,72050,39.9748,20.0276,-1.21985
2883,72075,40.0858,20.0304,-1.216
2884,72100,40.1703,20.0425,-1.21138
2885,72125,40.1211,20.0551,-1.20908
2886,72150,39.9675,20.07,-1.20901
2887,72175,39.8738,20.0933,-1.21032
2888,72200,39.9233,20.1137,-1.21331
2889,72225,40.077,20.1323,-1.21727
2890,72250,40.2366,20.1473,-1.21967
2891,72275,40.352,20.1534,-1.22008
2892,72300,40.3689,20.145,-1.22091
2893,72325,40.2782,20.1287,-1.22306
2894,72350,40.1509,20.1135,-1.22559
2895,72375,40.0521,20.0939,-1.22751
2896,72400,40.0093,20.0683,-1.22842
2897,72425,40.0296,20.0457,-1.22868
2898,72450,40.0871,20.0261,-1.22862
2899,72475,40.1509,20.0063,-1.22762
2900,72500,40.2138,19.9883,-1.22468
2901,72525,40.2408,19.9753,-1.22039
2902,72550,40.162,19.9719,-1.2167
2903,72575,39.9819,19.9734,-1.21446
2904,72600,39.8351,19.9768,-1.21357
2905,72625,39.8268,19.9812,-1.21449
2906,72650,39.9318,19.9889,-1.21666
2907,72675,40.0768,20.0022,-1.21751
2908,72700,40.2187,20.0187,-1.21635
2909,72725,40.2824,20.0305,-1.21619
2910,72750,40.2074,20.0354,-1.21833
2911,72775,40.0665,20.0378,-1.22172
2912,72800,39.958,20.0252,-1.22574
2913,72825,39.9315,19.9975,-1.22987
2914,72850,39.9682,19.9654,-1.233
2915,72875,40.0297,19.9346,-1.2344
2916,72900,40.0871,19.9018,-1.23452
2917,72925,40.127,19.8658,-1.23382
2918,72950,40.1159,19.8251,-1.23228
2919,72975,40.0185,19.7807,-1.22999
2920,73000,39.8749,19.7451,-1.22746
2921,73025,39.7721,19.7171,-1.22548
2922,73050,39.7679,19.6885,-1.22484
2923,73075,39.8403,19.6599,-1.22507
2924,73100,39.9427,19.6336,-1.2239
2925,73125,40.0613,19.6144,-1.22051
2926,73150,40.1161,19.5978,-1.21807
2927,73175,40.0254,19.5767,-1.21847
2928,73200,39.8865,19.5621,-1.2205
2929,73225,39.8389,19.5469,-1.22374
2930,73250,39.916,19.5209,-1.22833
2931,73275,40.0421,19.4856,-1.23279
2932,73300,40.1343,19.4374,-1.23511
2933,73325,40.1726,19.3773,-1.23608
2934,73350,40.1516,19.3116,-1.23753
2935,73375,40.0884,19.2483,-1.23943
2936,73400,39.9908,19.1799,-1.24078
2937,73425,39.8895,19.1027,-1.241
2938,73450,39.8429,19.0286,-1.24046
2939,73475,39.8643,18.9584,-1.24009
2940,73500,39.9277,18.8891,-1.23989
2941,73525,40.0069,18.8208,-1.23831
2942,73550,40.0894,18.7561,-1.23442
2943,73575,40.1121,18.6985,-1.2303
2944,73600,39.9853,18.6411,-1.22821
2945,73625,39.7882,18.5849,-1.22786
2946,73650,39.6931,18.5329,-1.22897
2947,73675,39.757,18.4807,-1.2319
2948,73700,39.905,18.4294,-1.23532
2949,73725,40.0593,18.3786,-1.23672
2950,73750,40.1755,18.3231,-1.2368
2951,73775,40.172,18.2563,-1.23831
2952,73800,40.0314,18.1797,-1.24147
2953,73825,39.8587,18.0969,-1.24519
2954,73850,39.7558,18.0063,-1.24873
2955,73875,39.752,17.9137,-1.25144
2956,73900,39.7992,17.8224,-1.25292
2957,73925,39.8538,17.7305,-1.25328
2958,73950,39.911,17.6384,-1.25251
2959,73975,39.9527,17.5451,-1.25027
2960,74000,39.9343,17.4525,-1.24689
2961,74025,39.8166,17.369,-1.24353
2962,74050,39.6422,17.2934,-1.24096
2963,74075,39.5333,17.2188,-1.2396
2964,74100,39.5524,17.1445,-1.23995
2965,74125,39.6518,17.0738,-1.24087
2966,74150,39.7806,17.01,-1.23983
2967,74175,39.9082,16.9533,-1.23752
2968,74200,39.9282,16.8934,-1.23722
2969,74225,39.8193,16.8345,-1.23915
2970,74250,39.6973,16.7793,-1.24217
2971,74275,39.663,16.713,-1.2462
2972,74300,39.7157,16.6334,-1.25086
2973,74325,39.7835,16.5446,-1.25436
2974,74350,39.8368,16.4521,-1.25578
2975,74375,39.8798,16.3607,-1.25635
2976,74400,39.894,16.27,-1.25686
2977,74425,39.8561,16.1768,-1.25685
2978,74450,39.7626,16.0788,-1.25578
2979,74475,39.6573,15.9841,-1.25386
2980,74500,39.6138,15.8976,-1.25209
2981,74525,39.6558,15.8141,-1.25128
2982,74550,39.744,15.732,-1.25056
2983,74575,39.8486,15.653,-1.24784
2984,74600,39.9512,15.5815,-1.24336
2985,74625,39.9482,15.5125,-1.24041
2986,74650,39.7956,15.4415,-1.24001
2987,74675,39.6498,15.3799,-1.24101
2988,74700,39.6411,15.3187,-1.24343
2989,74725,39.7686,15.2541,-1.2473
2990,74750,39.9334,15.1872,-1.25061
2991,74775,40.067,15.1133,-1.25163
2992,74800,40.121,15.0274,-1.25216
2993,74825,40.0473,14.9288,-1.25408
2994,74850,39.9059,14.8292,-1.25677
2995,74875,39.7905,14.7304,-1.25913
2996,74900,39.7358,14.6256,-1.26045
2997,74925,39.7429,14.5202,-1.26073
2998,74950,39.7942,14.4181,-1.26045
2999,74975,39.8607,14.3162,-1.25959
3000,75000,39.9325,14.2148,-1.25716
3001,75025,39.9919,14.1168,-1.25283
3002,75050,39.9662,14.0263,-1.24833
3003,75075,39.8053,13.9403,-1.24522
3004,75100,39.6169,13.8558,-1.24344
3005,75125,39.5531,13.773,-1.24325
3006,75150,39.6324,13.6924,-1.2448
3007,75175,39.7753,13.617,-1.24608
3008,75200,39.9279,13.5462,-1.24513
3009,75225,40.0376,13.4751,-1.24396
3010,75250,40.0137,13.3983,-1.24493
3011,75275,39.8771,13.3196,-1.24751
3012,75300,39.7445,13.2329,-1.25084
3013,75325,39.6953,13.1321,-1.25461
3014,75350,39.7273,13.0259,-1.25786
3015,75375,39.7954,12.922,-1.25944
3016,75400,39.866,12.8194,-1.25951
3017,75425,39.9245,12.7159,-1.25874
3018,75450,39.9547,12.6117,-1.25715
3019,75475,39.9114,12.5044,-1.25456
3020,75500,39.7927,12.4021,-1.2514
3021,75525,39.6748,12.3106,-1.24844
3022,75550,39.643,12.222,-1.24658
3023,75575,39.7075,12.1341,-1.24602
3024,75600,39.8142,12.0492,-1.24502
3025,75625,39.9414,11.9711,-1.24168
3026,75650,40.043,11.9003,-1.23801
3027,75675,40.0072,11.8271,-1.23699
3028,75700,39.8715,11.759,-1.23801
3029,75725,39.7888,11.6967,-1.24014
3030,75750,39.8388,11.6274,-1.24363
3031,75775,39.9734,11.5507,-1.2478
3032,75800,40.0946,11.4647,-1.25035
3033,75825,40.1623,11.3676,-1.25096
3034,75850,40.167,11.2636,-1.25165
3035,75875,40.1189,11.1611,-1.25303
3036,75900,40.0416,11.0603,-1.2542
3037,75925,39.9503,10.9516,-1.25431
3038,75950,39.8937,10.8426,-1.25334
3039,75975,39.904,10.7396,-1.25216
3040,76000,39.9654,10.6389,-1.25134
3041,76025,40.049,10.5398,-1.24978
3042,76050,40.1414,10.444,-1.24596
3043,76075,40.2043,10.3555,-1.24093
3044,76100,40.1343,10.2703,-1.23745
3045,76125,39.9412,10.1848,-1.23598
3046,76150,39.7997,10.1046,-1.2359
3047,76175,39.8192,10.0259,-1.2376
3048,76200,39.9568,9.94855,-1.24051
3049,76225,40.1179,9.87288,-1.24209
3050,76250,40.2601,9.7959,-1.24165
3051,76275,40.312,9.71031,-1.24188
3052,76300,40.2149,9.61407,-1.24402
3053,76325,40.0417,9.51103,-1.24708
3054,76350,39.9132,9.40091,-1.25023
3055,76375,39.8834,9.28602,-1.25279
3056,76400,39.9253,9.17273,-1.25419
3057,76425,39.9832,9.05968,-1.25439
3058,76450,40.0425,8.94608,-1.25353
3059,76475,40.0963,8.83228,-1.25134
3060,76500,40.1056,8.71753,-1.24777
3061,76525,40.0239,8.60918,-1.24382
3062,76550,39.8606,8.51116,-1.24048
3063,76575,39.7218,8.41637,-1.23819
3064,76600,39.7033,8.32136,-1.23755
3065,76625,39.7865,8.22924,-1.23812
3066,76650,39.9083,8.14321,-1.23745
3067,76675,40.0455,8.06564,-1.23473
3068,76700,40.1162,7.98929,-1.23308
3069,76725,40.0441,7.91059,-1.23401
3070,76750,39.917,7.83813,-1.23637
3071,76775,39.8547,7.75966,-1.23973
3072,76800,39.8939,7.66791,-1.24402
3073,76825,39.9689,7.56568,-1.24781
3074,76850,40.0309,7.45784,-1.24955
3075,76875,40.0807,7.34978,-1.24996
3076,76900,40.1106,7.24382,-1.25028
3077,76925,40.0929,7.13656,-1.25037
3078,76950,40.0138,7.02381,-1.24957
3079,76975,39.9044,6.91118,-1.24779
3080,77000,39.8357,6.80679,-1.2458
3081,77025,39.8526,6.70756,-1.24464
3082,77050,39.9292,6.60989,-1.24405
3083,77075,40.0256,6.51486,-1.24205
3084,77100,40.1308,6.42616,-1.23772
3085,77125,40.1743,6.34384,-1.23378
3086,77150,40.0611,6.25941,-1.23249
3087,77175,39.8906,6.18115,-1.23296
3088,77200,39.8284,6.10813,-1.23479
3089,77225,39.9161,6.03158,-1.23827
3090,77250,40.0766,5.95408,-1.24202
3091,77275,40.2209,5.87164,-1.24369
3092,77300,40.3082,5.77948,-1.244
3093,77325,40.2762,5.67338,-1.24539
3094,77350,40.144,5.562,-1.24796
3095,77375,40.0074,5.45203,-1.25058
3096,77400,39.9256,5.33739,-1.25237
3097,77425,39.9073,5.2194,-1.25309
3098,77450,39.9414,5.10461,-1.25311
3099,77475,39.9996,4.99121,-1.2527
3100,77500,40.0621,4.87756,-1.25107
3101,77525,40.1211,4.76602,-1.24745
3102,77550,40.1246,4.66083,-1.24294
3103,77575,40.0012,4.56286,-1.23945
3104,77600,39.7998,4.46719,-1.23736
3105,77625,39.6801,4.3729,-1.23669
3106,77650,39.7117,4.28007,-1.23791
3107,77675,39.8335,4.19204,-1.23973
3108,77700,39.9781,4.10969,-1.23959
3109,77725,40.1055,4.02947,-1.23819
3110,77750,40.1282,3.94489,-1.23849
3111,77775,40.0139,3.85715,-1.24082
3112,77800,39.8653,3.76538,-1.24412
3113,77825,39.7812,3.65927,-1.24802
3114,77850,39.7846,3.54356,-1.25185
3115,77875,39.8354,3.4276,-1.2543
3116,77900,39.8989,3.31431,-1.25502
3117,77925,39.9532,3.2002,-1.25472
3118,77950,39.986,3.08541,-1.25369
3119,77975,39.9607,2.96783,-1.25171
3120,78000,39.8518,2.85087,-1.24894
3121,78025,39.7154,2.74511,-1.24607
3122,78050,39.642,2.64575,-1.24399
3123,78075,39.6712,2.54693,-1.24331
3124,78100,39.7603,2.45055,-1.24298
3125,78125,39.8721,2.35957,-1.24064
3126,78150,39.9869,2.27733,-1.23679
3127,78175,40.0006,2.19619,-1.23488
3128,78200,39.8768,2.11586,-1.23552
3129,78225,39.7535,2.04385,-1.23745
3130,78250,39.7522,1.96898,-1.24067
3131,78275,39.8644,1.88624,-1.24506
3132,78300,39.9935,1.79611,-1.24861
3133,78325,40.0757,1.69473,-1.24991
3134,78350,40.0975,1.58433,-1.25058
3135,78375,40.0552,1.47209,-1.252
3136,78400,39.9784,1.36402,-1.25362
3137,78425,39.8826,1.25079,-1.25443
3138,78450,39.8038,1.13297,-1.25404
3139,78475,39.7877,1.0208,-1.25308
3140,78500,39.8311,0.912524,-1.2524
3141,78525,39.9056,0.805923,-1.25153
3142,78550,39.9925,0.701966,-1.24879
3143,78575,40.0722,0.604103,-1.24408
3144,78600,40.0581,0.512497,-1.24
3145,78625,39.892,0.420787,-1.23804
3146,78650,39.7095,0.332813,-1.23758
3147,78675,39.6686,0.248115,-1.23875
3148,78700,39.7758,0.164668,-1.2416
3149,78725,39.9338,0.0833041,-1.24405
3150,78750,40.0861,0.00234977,-1.24423
3151,78775,40.1811,-0.0842353,-1.244
3152,78800,40.1361,-0.181162,-1.24561
3153,78825,39.9723,-0.286366,-1.24858
3154,78850,39.8162,-0.398036,-1.2519
3155,78875,39.7514,-0.516285,-1.25492
3156,78900,39.7775,-0.63409,-1.25692
3157,78925,39.8357,-0.750514,-1.25765
3158,78950,39.8956,-0.867685,-1.25728
3159,78975,39.9561,-0.984515,-1.25573
3160,79000,39.9893,-1.10259,-1.25274
3161,79025,39.9465,-1.21781,-1.2489
3162,79050,39.8073,-1.32268,-1.24535
3163,79075,39.6469,-1.42128,-1.24266
3164,79100,39.5843,-1.51997,-1.24141
3165,79125,39.6419,-1.61726,-1.24176
3166,79150,39.7552,-1.70937,-1.24182
3167,79175,39.891,-1.79366,-1.23958
3168,79200,40.0017,-1.87258,-1.23713
3169,79225,39.9803,-1.95468,-1.23718
3170,79250,39.8575,-2.0323,-1.23909
3171,79275,39.7641,-2.11009,-1.24203
3172,79300,39.7764,-2.20008,-1.24604
3173,79325,39.8524,-2.30183,-1.25024
3174,79350,39.9222,-2.41131,-1.25272
3175,79375,39.9752,-2.52341,-1.25339
3176,79400,40.0141,-2.63333,-1.25366
3177,79425,40.0148,-2.74271,-1.25391
3178,79450,39.958,-2.85629,-1.25349
3179,79475,39.856,-2.97295,-1.25197
3180,79500,39.7681,-3.08363,-1.24987
3181,79525,39.7576,-3.18687,-1.24826
3182,79550,39.8215,-3.28789,-1.24753
3183,79575,39.915,-3.38687,-1.24617
3184,79600,40.0214,-3.48096,-1.24242
3185,79625,40.1032,-3.56733,-1.2378
3186,79650,40.0488,-3.65321,-1.23541
3187,79675,39.8772,-3.7373,-1.23523
3188,79700,39.767,-3.81326,-1.23638
3189,79725,39.8107,-3.89089,-1.23917
3190,79750,39.9626,-3.96993,-1.24299
3191,79775,40.1211,-4.05171,-1.24536
3192,79800,40.2391,-4.14112,-1.24568
3193,79825,40.2583,-4.24355,-1.24638
3194,79850,40.1527,-4.3558,-1.24854
3195,79875,40.0072,-4.46773,-1.25116
3196,79900,39.9075,-4.58131,-1.25325
3197,79925,39.8726,-4.70029,-1.25426
3198,79950,39.8954,-4.81778,-1.2544
3199,79975,39.952,-4.93262,-1.25406
3200,80000,40.0163,-5.04778,-1.25288
3201,80025,40.0819,-5.16177,-1.24984
3202,80050,40.1165,-5.27116,-1.2453
3203,80075,40.0443,-5.37259,-1.24117
3204,80100,39.8582,-5.46963,-1.23845
3205,80125,39.6984,-5.56545,-1.23706
3206,80150,39.684,-5.66032,-1.23748
3207,80175,39.7876,-5.75148,-1.23924
3208,80200,39.93,-5.83655,-1.23974
3209,80225,40.0728,-5.91768,-1.23823
3210,80250,40.1464,-6.00075,-1.23753
3211,80275,40.0768,-6.08823,-1.23911
3212,80300,39.9296,-6.1776,-1.24198
3213,80325,39.8225,-6.27847,-1.24557
3214,80350,39.8042,-6.39237,-1.24945
3215,80375,39.8466,-6.50956,-1.25237
3216,80400,39.9115,-6.6239,-1.25349
3217,80425,39.9736,-6.73784,-1.25335
3218,80450,40.0188,-6.85256,-1.2525
3219,80475,40.0209,-6.96914,-1.25082
3220,80500,39.9407,-7.08824,-1.24825
3221,80525,39.807,-7.19897,-1.24528
3222,80550,39.7078,-7.30001,-1.24277
3223,80575,39.7071,-7.39966,-1.24156
3224,80600,39.7844,-7.49793,-1.24128
3225,80625,39.8893,-7.59196,-1.23968
3226,80650,40.0097,-7.67797,-1.23586
3227,80675,40.0727,-7.75904,-1.23281
3228,80700,39.9881,-7.84136,-1.23256
3229,80725,39.8464,-7.91659,-1.23398
3230,80750,39.7996,-7.98982,-1.23662
3231,80775,39.8857,-8.0703,-1.24065
3232,80800,40.023,-8.15729,-1.24465
3233,80825,40.127,-8.25418,-1.24653
3234,80850,40.1739,-8.36199,-1.24703
3235,80875,40.1529,-8.47482,-1.2481
3236,80900,40.0846,-8.58427,-1.24974
3237,80925,39.9932,-8.69524,-1.25091
3238,80950,39.903,-8.81357,-1.25094
3239,80975,39.8646,-8.92915,-1.2501
3240,81000,39.8917,-9.03935,-1.24933
3241,81025,39.9582,-9.14779,-1.2487
3242,81050,40.0399,-9.25418,-1.24675
3243,81075,40.125,-9.35588,-1.24251
3244,81100,40.1545,-9.45023,-1.23786
3245,81125,40.036,-9.54237,-1.23511
3246,81150,39.8371,-9.6329,-1.23412
3247,81175,39.7386,-9.7195,-1.23461
3248,81200,39.8035,-9.80465,-1.23698
3249,81225,39.9526,-9.88734,-1.23983
3250,81250,40.1077,-9.96852,-1.24069
3251,81275,40.2317,-10.0524,-1.24015
3252,81300,40.2415,-10.1455,-1.24101
3253,81325,40.1079,-10.2479,-1.24362
3254,81350,39.936,-10.3574,-1.2469
3255,81375,39.8361,-10.4744,-1.25013
3256,81400,39.8348,-10.5939,-1.2526
3257,81425,39.8863,-10.7113,-1.25381
3258,81450,39.9442,-10.8291,-1.25385
3259,81475,40.0029,-10.9469,-1.2528
3260,81500,40.0465,-11.0656,-1.25038
3261,81525,40.0299,-11.1842,-1.24681
3262,81550,39.9176,-11.2943,-1.24314
3263,81575,39.75,-11.3949,-1.24016
3264,81600,39.6448,-11.494,-1.2384
3265,81625,39.6646,-11.5933,-1.23834
3266,81650,39.7616,-11.6883,-1.23884
3267,81675,39.8859,-11.7763,-1.23736
3268,81700,40.0131,-11.8566,-1.23451
3269,81725,40.0418,-11.9379,-1.23359
3270,81750,39.9364,-12.0184,-1.23503
3271,81775,39.8172,-12.0948,-1.23766
3272,81800,39.7916,-12.1804,-1.24138
3273,81825,39.8547,-12.2788,-1.24579
3274,81850,39.9271,-12.3866,-1.24904
3275,81875,39.9801,-12.4994,-1.2502
3276,81900,40.0201,-12.6114,-1.25051
3277,81925,40.0314,-12.7214,-1.25088
3278,81950,39.9894,-12.8341,-1.25087
3279,81975,39.8934,-12.9517,-1.24986
3280,82000,39.7894,-13.0665,-1.24798
3281,82025,39.7468,-13.1729,-1.24622
3282,82050,39.7872,-13.2754,-1.24538
3283,82075,39.8712,-13.3762,-1.24459
3284,82100,39.9699,-13.4732,-1.24179
3285,82125,40.0671,-13.5629,-1.23713
3286,82150,40.0691,-13.6485,-1.23379
3287,82175,39.92,-13.7348,-1.233
3288,82200,39.7676,-13.8137,-1.23372
3289,82225,39.756,-13.8907,-1.23598
3290,82250,39.8806,-13.9702,-1.23976
3291,82275,40.043,-14.0507,-1.24295
3292,82300,40.1769,-14.1372,-1.24382
3293,82325,40.2382,-14.2348,-1.24414
3294,82350,40.1693,-14.3451,-1.2459
3295,82375,40.0212,-14.4583,-1.24857
3296,82400,39.8968,-14.5712,-1.25104
3297,82425,39.8387,-14.6892,-1.25257
3298,82450,39.8433,-14.8083,-1.25308
3299,82475,39.8911,-14.9241,-1.25302
3300,82500,39.9538,-15.0394,-1.25235
3301,82525,40.0188,-15.1544,-1.25015
3302,82550,40.0697,-15.2664,-1.2461
3303,82575,40.0424,-15.3711,-1.24172
3304,82600,39.8883,-15.4688,-1.23857
3305,82625,39.7013,-15.5644,-1.23674
3306,82650,39.6334,-15.6592,-1.23653
3307,82675,39.706,-15.7508,-1.23809
3308,82700,39.8396,-15.8355,-1.23934
3309,82725,39.9857,-15.9139,-1.23832
3310,82750,40.0956,-15.9903,-1.23699
3311,82775,40.0781,-16.0694,-1.23782
3312,82800,39.9434,-16.1488,-1.24037
3313,82825,39.8143,-16.2337,-1.24377
3314,82850,39.7683,-16.3315,-1.24772
3315,82875,39.7965,-16.4342,-1.25122
3316,82900,39.8561,-16.5336,-1.25305
3317,82925,39.9213,-16.629,-1.25333
3318,82950,39.9738,-16.7229,-1.25282
3319,82975,39.9949,-16.8159,-1.25159
3320,83000,39.945,-16.9103,-1.24945
3321,83025,39.822,-16.9989,-1.24666
3322,83050,39.7018,-17.0741,-1.24399
3323,83075,39.6659,-17.143,-1.24238
3324,83100,39.723,-17.2095,-1.24204
3325,83125,39.8198,-17.2706,-1.24124
3326,83150,39.9352,-17.323,-1.23806
3327,83175,40.0316,-17.3659,-1.23434
3328,83200,39.9981,-17.4071,-1.23316
3329,83225,39.8548,-17.4426,-1.23415
3330,83250,39.762,-17.4704,-1.23635
3331,83275,39.8085,-17.5015,-1.24001
3332,83300,39.9411,-17.5375,-1.24437
3333,83325,40.0623,-17.5798,-1.24714
3334,83350,40.1302,-17.6321,-1.24791
3335,83375,40.1316,-17.6906,-1.24873
3336,83400,40.0708,-17.7469,-1.25036
3337,83425,39.9832,-17.7994,-1.25192
3338,83450,39.8882,-17.8574,-1.2525
3339,83475,39.8283,-17.9157,-1.25198
3340,83500,39.8356,-17.9665,-1.25119
3341,83525,39.8918,-18.0133,-1.25068
3342,83550,39.969,-18.0575,-1.24946
3343,83575,40.0547,-18.0968,-1.24602
3344,83600,40.1146,-18.1283,-1.24122
3345,83625,40.0516,-18.1541,-1.23771
3346,83650,39.8592,-18.1783,-1.23619
3347,83675,39.708,-18.1981,-1.23609
3348,83700,39.7196,-18.2151,-1.23782
3349,83725,39.8518,-18.2289,-1.24079
3350,83750,40.008,-18.2398,-1.24246
3351,83775,40.1504,-18.2505,-1.24206
3352,83800,40.2117,-18.2677,-1.24219
3353,83825,40.123,-18.2941,-1.24428
3354,83850,39.9481,-18.3278,-1.24742
3355,83875,39.8172,-18.3687,-1.25077
3356,83900,39.7855,-18.4145,-1.25364
3357,83925,39.8282,-18.4579,-1.25534
3358,83950,39.8879,-18.5005,-1.25576
3359,83975,39.947,-18.5436,-1.25512
3360,84000,40.0012,-18.5861,-1.25322
3361,84025,40.0117,-18.6299,-1.24999
3362,84050,39.9341,-18.6681,-1.24622
3363,84075,39.7758,-18.6952,-1.24291
3364,84100,39.6369,-18.7176,-1.24058
3365,84125,39.6152,-18.7406,-1.23987
3366,84150,39.6938,-18.7604,-1.24038
3367,84175,39.8093,-18.7737,-1.23966
3368,84200,39.9414,-18.7787,-1.23682
3369,84225,40.0179,-18.7804,-1.23485
3370,84250,39.9507,-18.7837,-1.2355
3371,84275,39.8206,-18.7813,-1.23767
3372,84300,39.759,-18.7828,-1.2409
3373,84325,39.8052,-18.7963,-1.24514
3374,84350,39.8866,-18.8201,-1.24894
3375,84375,39.95,-18.8503,-1.25069
3376,84400,39.9973,-18.8817,-1.25106
3377,84425,40.0242,-18.91,-1.2514
3378,84450,40.0049,-18.9388,-1.25165
3379,84475,39.9279,-18.9725,-1.25106
3380,84500,39.8231,-19.0068,-1.24943
3381,84525,39.7567,-19.0334,-1.24749
3382,84550,39.7735,-19.0537,-1.2463
3383,84575,39.8492,-19.0721,-1.24567
3384,84600,39.944,-19.0874,-1.24366
3385,84625,40.0471,-19.0962,-1.23929
3386,84650,40.096,-19.0983,-1.23504
3387,84675,39.9913,-19.1004,-1.23333
3388,84700,39.8162,-19.0979,-1.23348
3389,84725,39.7494,-19.0897,-1.23503
3390,84750,39.837,-19.0835,-1.2383
3391,84775,39.9995,-19.0774,-1.24188
3392,84800,40.149,-19.0749,-1.2434
