Time,StepCount,Controlx,Controly,ControlMz
1301,32525,11700.1,-110007,-4.1627e+06
1302,32550,11306.4,-104525,-4.28109e+06
1303,32575,9241.3,-95431.9,-4.40936e+06
1304,32600,8567.56,-88724,-4.41561e+06
1305,32625,9559.86,-86540.3,-4.17921e+06
1306,32650,11269,-87675,-3.93542e+06
1307,32675,14489.1,-93901.7,-3.98064e+06
1308,32700,18360.3,-100993,-4.21707e+06
1309,32725,19882.4,-101634,-4.43611e+06
1310,32750,18327.1,-95836.1,-4.58807e+06
1311,32775,16349.2,-90642.3,-4.66073e+06
1312,32800,15869.1,-90493.3,-4.59051e+06
1313,32825,16285.7,-93653.9,-4.41753e+06
1314,32850,16695,-97368.2,-4.29279e+06
1315,32875,17073,-100805,-4.27577e+06
1316,32900,17751.9,-105602,-4.30293e+06
1317,32925,18658.4,-111231,-4.30684e+06
1318,32950,18944.2,-113128,-4.29407e+06
1319,32975,17639.4,-109216,-4.32552e+06
1320,33000,15432,-102854,-4.40961e+06
1321,33025,14012.5,-98120.2,-4.40892e+06
1322,33050,13583.1,-95164.8,-4.18287e+06
1323,33075,13935.7,-93788.2,-3.8981e+06
1324,33100,16222.5,-96970.8,-3.86843e+06
1325,33125,19711.6,-103492,-4.07137e+06
1326,33150,20815.4,-105505,-4.29107e+06
1327,33175,18538.9,-99984.3,-4.47299e+06
1328,33200,15955.5,-93014,-4.60366e+06
1329,33225,15287.7,-90477.2,-4.55549e+06
1330,33250,15704.7,-90978.1,-4.3395e+06
1331,33275,16506.6,-93869.2,-4.2076e+06
1332,33300,17942.3,-99149.7,-4.28832e+06
1333,33325,19235.9,-104340,-4.4585e+06
1334,33350,19084.1,-107111,-4.56508e+06
1335,33375,17513.7,-106684,-4.56582e+06
1336,33400,15659.1,-104782,-4.51603e+06
1337,33425,14113.3,-103124,-4.48145e+06
1338,33450,12963,-102047,-4.43728e+06
1339,33475,12030.1,-100888,-4.28909e+06
1340,33500,11605.5,-100378,-4.07991e+06
1341,33525,13042.8,-102998,-3.9946e+06
1342,33550,15826.9,-107222,-4.08108e+06
1343,33575,16668.4,-107584,-4.23164e+06
1344,33600,14011.8,-100489,-4.38727e+06
1345,33625,10838.2,-91143.8,-4.51908e+06
1346,33650,9886.03,-87404.4,-4.46939e+06
1347,33675,10287.6,-88801.2,-4.21967e+06
1348,33700,11447.3,-92758.1,-4.08e+06
1349,33725,13974,-98852.3,-4.20849e+06
1350,33750,16391,-103358,-4.44098e+06
1351,33775,16389.1,-103651,-4.62645e+06
1352,33800,14254.3,-100465,-4.73408e+06
1353,33825,12367.8,-98125.3,-4.74011e+06
1354,33850,11827.7,-99806.7,-4.63632e+06
1355,33875,11782.6,-102875,-4.49936e+06
1356,33900,11529.2,-104636,-4.39844e+06
1357,33925,11446.7,-106531,-4.33181e+06
1358,33950,12350.4,-111230,-4.28979e+06
1359,33975,14100.1,-116199,-4.28215e+06
1360,34000,14652.1,-115579,-4.32191e+06
1361,34025,12774,-108716,-4.42216e+06
1362,34050,10225.4,-100343,-4.52996e+06
1363,34075,9157.86,-95354.2,-4.47215e+06
1364,34100,9202.01,-92967.8,-4.19304e+06
1365,34125,10313.3,-93850.5,-4.00299e+06
1366,34150,13548.3,-100894,-4.12106e+06
1367,34175,16929.3,-108366,-4.36491e+06
1368,34200,17199.5,-107980,-4.5608e+06
1369,34225,14784.6,-100645,-4.70939e+06
1370,34250,12852.6,-94462.8,-4.7791e+06
1371,34275,12725.3,-94398.7,-4.67782e+06
1372,34300,13326.3,-97944.5,-4.49487e+06
1373,34325,14108.5,-102557,-4.43874e+06
1374,34350,15147.9,-107705,-4.52832e+06
1375,34375,15895.6,-112090,-4.6246e+06
1376,34400,15792.3,-114740,-4.63329e+06
1377,34425,14884.1,-114744,-4.58133e+06
1378,34450,13330.7,-111722,-4.55836e+06
1379,34475,11653,-107610,-4.58732e+06
1380,34500,10547.2,-104420,-4.54162e+06
1381,34525,9893.03,-101686,-4.31698e+06
1382,34550,10294.6,-100788,-4.09817e+06
1383,34575,13004.8,-105083,-4.1187e+06
1384,34600,16071.5,-110402,-4.2997e+06
1385,34625,15882.8,-108735,-4.47531e+06
1386,34650,12802.2,-99821.6,-4.63399e+06
1387,34675,10593.4,-93098.1,-4.72536e+06
1388,34700,10549.7,-93036.8,-4.60502e+06
1389,34725,11215.2,-95055,-4.37588e+06
1390,34750,12484,-98252.5,-4.32513e+06
1391,34775,14756,-104243,-4.49021e+06
1392,34800,16296.6,-109221,-4.69688e+06
1393,34825,15468.3,-109217,-4.82481e+06
1394,34850,13321.9,-106400,-4.84736e+06
1395,34875,11801.2,-105152,-4.78224e+06
1396,34900,11135.6,-106019,-4.68162e+06
1397,34925,10586.9,-106655,-4.57691e+06
1398,34950,9918.66,-106172,-4.44463e+06
1399,34975,9889.19,-107154,-4.30777e+06
1400,35000,11685.8,-111551,-4.25839e+06
1401,35025,14039.9,-114851,-4.31268e+06
1402,35050,13910.3,-111646,-4.42118e+06
1403,35075,11087.2,-102447,-4.55576e+06
1404,35100,8651.79,-93555.5,-4.6366e+06
1405,35125,8231.42,-89741.3,-4.4943e+06
1406,35150,8761.77,-89529.5,-4.21914e+06
1407,35175,10636,-94256,-4.15945e+06
1408,35200,14085.5,-102672,-4.34957e+06
1409,35225,16358.6,-106682,-4.57099e+06
1410,35250,15403.5,-102917,-4.73175e+06
1411,35275,12912.3,-96574.9,-4.84179e+06
1412,35300,11611,-94592.5,-4.84322e+06
1413,35325,11715.3,-97298.4,-4.70471e+06
1414,35350,12135.8,-101533,-4.56168e+06
1415,35375,12461.4,-105221,-4.52277e+06
1416,35400,12927.4,-108721,-4.54236e+06
1417,35425,13679.1,-113400,-4.53769e+06
1418,35450,14312.4,-116981,-4.49807e+06
1419,35475,13767.3,-115266,-4.48304e+06
1420,35500,11785.9,-108838,-4.54286e+06
1421,35525,9922.44,-102582,-4.60122e+06
1422,35550,9146.13,-98668.9,-4.47243e+06
1423,35575,9094.2,-96153,-4.18009e+06
1424,35600,10645.5,-97673,-4.05298e+06
1425,35625,14162.6,-104515,-4.20293e+06
1426,35650,16577.4,-109056,-4.41839e+06
1427,35675,15392.9,-105150,-4.58756e+06
1428,35700,12617.3,-97173.8,-4.72639e+06
1429,35725,11368.2,-92852.4,-4.74699e+06
1430,35750,11650,-92677.7,-4.57362e+06
1431,35775,12394,-94781.9,-4.39402e+06
1432,35800,13814.4,-99914.4,-4.41828e+06
1433,35825,15524.3,-106030,-4.58596e+06
1434,35850,16083.6,-109755,-4.72584e+06
1435,35875,14995.1,-109974,-4.75368e+06
1436,35900,13333,-108357,-4.69747e+06
1437,35925,11965.7,-106862,-4.63407e+06
1438,35950,10932.3,-105732,-4.58878e+06
1439,35975,10092.8,-104336,-4.48116e+06
1440,36000,9471.9,-102775,-4.27416e+06
1441,36025,10309.1,-103935,-4.12644e+06
1442,36050,13148,-108197,-4.16168e+06
1443,36075,15183.1,-110394,-4.29904e+06
1444,36100,13754.1,-105248,-4.44481e+06
1445,36125,10500.1,-94860.1,-4.58633e+06
1446,36150,8921.79,-88385.3,-4.60973e+06
1447,36175,9206.83,-88148.6,-4.39935e+06
1448,36200,10207.7,-91054,-4.1849e+06
1449,36225,12428.3,-96643.3,-4.22954e+06
1450,36250,15219.2,-101946,-4.44341e+06
1451,36275,16167.3,-103203,-4.64347e+06
1452,36300,14527.1,-100276,-4.77311e+06
1453,36325,12324.5,-96490.5,-4.81619e+06
1454,36350,11371,-96366,-4.74177e+06
1455,36375,11319.9,-99268.1,-4.60081e+06
1456,36400,11173.7,-101626,-4.48289e+06
1457,36425,10941.7,-103211,-4.40565e+06
1458,36450,11408.8,-106974,-4.35036e+06
1459,36475,12977.2,-112695,-4.32253e+06
1460,36500,14132,-114474,-4.33605e+06
1461,36525,12978.1,-109403,-4.40879e+06
1462,36550,10366.1,-100867,-4.52136e+06
1463,36575,8743.58,-94536.7,-4.53271e+06
1464,36600,8518.39,-91440.6,-4.30272e+06
1465,36625,9147.12,-90669.2,-4.03815e+06
1466,36650,11691.2,-95831,-4.06031e+06
1467,36675,15326.1,-103988,-4.28705e+06
1468,36700,16730.3,-106583,-4.49723e+06
1469,36725,14907.1,-101264,-4.65342e+06
1470,36750,12542.5,-94218.6,-4.75627e+06
1471,36775,11894.4,-92373.9,-4.70865e+06
1472,36800,12374.2,-95274.7,-4.52238e+06
1473,36825,13068,-99609.3,-4.40581e+06
1474,36850,14019.3,-104543,-4.45582e+06
1475,36875,14942.1,-109293,-4.56192e+06
1476,36900,15131.6,-112659,-4.60006e+06
1477,36925,14417.8,-113559,-4.55828e+06
1478,36950,13005.3,-111247,-4.51711e+06
1479,36975,11269.3,-107116,-4.53394e+06
1480,37000,9994.8,-103672,-4.52553e+06
1481,37025,9259.37,-101017,-4.34728e+06
1482,37050,9194.13,-99205.1,-4.08943e+06
1483,37075,11222.3,-101738,-4.02218e+06
1484,37100,14602.3,-107362,-4.16872e+06
1485,37125,15741.1,-108457,-4.35136e+06
1486,37150,13381.5,-101575,-4.51293e+06
1487,37175,10651.2,-93305.7,-4.64406e+06
1488,37200,10106.2,-91414.7,-4.5994e+06
1489,37225,10749.3,-93140.6,-4.37032e+06
1490,37250,11831.1,-95687.2,-4.2388e+06
1491,37275,13936.2,-100615,-4.34975e+06
1492,37300,16010.4,-106110,-4.56143e+06
1493,37325,16045.8,-107802,-4.7206e+06
1494,37350,14155,-105502,-4.77777e+06
1495,37375,12332,-103439,-4.7394e+06
1496,37400,11453.2,-103739,-4.64654e+06
1497,37425,10935.1,-104685,-4.54371e+06
1498,37450,10298,-104587,-4.42195e+06
1499,37475,9940.77,-105022,-4.28065e+06
1500,37500,11121.5,-108699,-4.20098e+06
1501,37525,13558.4,-112895,-4.22727e+06
1502,37550,13439.9,-112251,-4.32065e+06
1503,37575,10329.6,-105085,-4.44815e+06
1504,37600,6544.91,-95943.8,-4.56368e+06
1505,37625,4641.1,-90795.3,-4.506e+06
1506,37650,4098.48,-89766.5,-4.23645e+06
1507,37675,4687.75,-92808,-4.07874e+06
1508,37700,7226.95,-101114,-4.21287e+06
1509,37725,9802.28,-107596,-4.44974e+06
1510,37750,9590.21,-106258,-4.6351e+06
1511,37775,6929.8,-99730.9,-4.76555e+06
1512,37800,4768.64,-95745.6,-4.81403e+06
1513,37825,4279.59,-97066.2,-4.71449e+06
1514,37850,4486.45,-100947,-4.55384e+06
1515,37875,4690.67,-104916,-4.48011e+06
1516,37900,5040.49,-108440,-4.49602e+06
1517,37925,5732.38,-112971,-4.51329e+06
1518,37950,6481.93,-117544,-4.48851e+06
1519,37975,6409.58,-117875,-4.46138e+06
1520,38000,4816.23,-112737,-4.49819e+06
1521,38025,2772.46,-106218,-4.57667e+06
1522,38050,1684.37,-101890,-4.52809e+06
1523,38075,1343.38,-99080.6,-4.2647e+06
1524,38100,2180.12,-99019,-4.04937e+06
1525,38125,5268.46,-104720,-4.12397e+06
1526,38150,8563.77,-111239,-4.34409e+06
1527,38175,8720.94,-110351,-4.53157e+06
1528,38200,6158.55,-103105,-4.68676e+06
1529,38225,4268.53,-97312.7,-4.77002e+06
1530,38250,4271.25,-96347.3,-4.6607e+06
1531,38275,4964.53,-97729.7,-4.4536e+06
1532,38300,6212.76,-101912,-4.4039e+06
1533,38325,8124.12,-108125,-4.54505e+06
1534,38350,9415.63,-112727,-4.71345e+06
1535,38375,8997.73,-113875,-4.78575e+06
1536,38400,7505.07,-112393,-4.75474e+06
1537,38425,6160.28,-110619,-4.68814e+06
1538,38450,5219.37,-109364,-4.6409e+06
1539,38475,4563.9,-108144,-4.56912e+06
1540,38500,4032.56,-106511,-4.39354e+06
1541,38525,4399.23,-106486,-4.20675e+06
1542,38550,6953.25,-110238,-4.1812e+06
1543,38575,9913.22,-113967,-4.29866e+06
1544,38600,9969.5,-111654,-4.44474e+06
1545,38625,7109.13,-102148,-4.59128e+06
1546,38650,4827.76,-93335.9,-4.68022e+06
1547,38675,4756.4,-91022.7,-4.54947e+06
1548,38700,5676.61,-92953.9,-4.29816e+06
1549,38725,7570.16,-97794.3,-4.24994e+06
1550,38750,10518,-103842,-4.4322e+06
1551,38775,12441.1,-106707,-4.6508e+06
1552,38800,11678,-105185,-4.80772e+06
1553,38825,9441.33,-101180,-4.89139e+06
1554,38850,8063.49,-99616.7,-4.86389e+06
1555,38875,7932.15,-102102,-4.73606e+06
1556,38900,7972.15,-105073,-4.60401e+06
1557,38925,7766.12,-106751,-4.51796e+06
1558,38950,7898.59,-109328,-4.45797e+06
1559,38975,9108.63,-114771,-4.4168e+06
1560,39000,10686.9,-118807,-4.40975e+06
1561,39025,10434.8,-116144,-4.45649e+06
1562,39050,8032.3,-108003,-4.56252e+06
1563,39075,5784.53,-100133,-4.63579e+06
1564,39100,5107.61,-96011.2,-4.49513e+06
1565,39125,5341.59,-94056.1,-4.20056e+06
1566,39150,7076.09,-96912.3,-4.11033e+06
1567,39175,10574.5,-104974,-4.29428e+06
1568,39200,12971.2,-110062,-4.51959e+06
1569,39225,11964.6,-106652,-4.68515e+06
1570,39250,9246.24,-98549.3,-4.81046e+06
1571,39275,7818.78,-93800.6,-4.82847e+06
1572,39300,8032.09,-95110.7,-4.67693e+06
1573,39325,8756.44,-99284.6,-4.51746e+06
1574,39350,9713.19,-104402,-4.52203e+06
1575,39375,10765.1,-109672,-4.63255e+06
1576,39400,11267.9,-113700,-4.70414e+06
1577,39425,10863.2,-115685,-4.68055e+06
1578,39450,9765.86,-114842,-4.62025e+06
1579,39475,8185.91,-111514,-4.60759e+06
1580,39500,6771.14,-107954,-4.62182e+06
1581,39525,5951.86,-105257,-4.51339e+06
1582,39550,5593.7,-102954,-4.2568e+06
1583,39575,6864.62,-103789,-4.10317e+06
1584,39600,10166.6,-109250,-4.193e+06
1585,39625,12441,-112695,-4.37583e+06
1586,39650,11085.8,-107882,-4.5361e+06
1587,39675,7943.1,-98151.4,-4.68164e+06
1588,39700,6541.26,-93273.4,-4.71153e+06
1589,39725,6963.14,-94035.5,-4.52261e+06
1590,39750,7888.37,-96011.2,-4.32418e+06
1591,39775,9662.09,-99749.9,-4.35864e+06
1592,39800,11980.8,-105295,-4.55767e+06
1593,39825,12845.6,-108448,-4.74532e+06
1594,39850,11419.4,-106913,-4.84034e+06
1595,39875,9390.3,-104116,-4.83323e+06
1596,39900,8293.49,-103669,-4.7499e+06
1597,39925,7864.11,-104889,-4.64338e+06
1598,39950,7412.01,-105500,-4.52948e+06
1599,39975,6973.51,-105720,-4.39049e+06
1600,40000,7616.63,-108598,-4.27936e+06
1601,40025,9955.67,-113689,-4.26801e+06
1602,40050,11714.8,-115174,-4.40321e+06
1603,40075,10523.6,-109693,-4.58832e+06
1604,40100,7524.84,-100074,-4.78246e+06
1605,40125,5783.77,-92848.9,-4.84465e+06
1606,40150,5807.42,-90209.9,-4.63964e+06
1607,40175,6686,-90982.6,-4.39305e+06
1608,40200,9222.98,-97447.9,-4.41444e+06
1609,40225,12567.4,-105026,-4.61439e+06
1610,40250,13773.4,-106086,-4.7971e+06
1611,40275,11930.2,-100298,-4.9294e+06
1612,40300,9551.1,-94412.6,-5.01282e+06
1613,40325,8771.52,-93819.2,-4.97028e+06
1614,40350,9101.91,-97081.6,-4.82158e+06
1615,40375,9554.39,-101264,-4.72336e+06
1616,40400,9961.43,-104935,-4.73304e+06
1617,40425,10614,-109185,-4.7727e+06
1618,40450,11445.4,-114319,-4.76996e+06
1619,40475,11770.7,-116556,-4.73749e+06
1620,40500,10643.8,-113092,-4.74548e+06
1621,40525,8538.33,-106646,-4.81675e+06
1622,40550,7114.79,-101643,-4.82483e+06
1623,40575,6659.86,-98502.1,-4.61512e+06
1624,40600,7069.3,-97034.6,-4.33732e+06
1625,40625,9513.49,-100433,-4.30856e+06
1626,40650,13136.5,-107002,-4.507e+06
1627,40675,14463.8,-108808,-4.71769e+06
1628,40700,12359.4,-103204,-4.88933e+06
1629,40725,9799.46,-96213.3,-5.01793e+06
1630,40750,9184.41,-93660,-4.97691e+06
1631,40775,9729.78,-94139.2,-4.76493e+06
1632,40800,10732,-96933.6,-4.63531e+06
1633,40825,12431.8,-102208,-4.72049e+06
1634,40850,14027.6,-107289,-4.89585e+06
1635,40875,14166.8,-109997,-5.00836e+06
1636,40900,12770.8,-109605,-5.01352e+06
1637,40925,11059,-107688,-4.96222e+06
1638,40950,9726.74,-106099,-4.91856e+06
1639,40975,8837.6,-105122,-4.8638e+06
1640,41000,8178.78,-104146,-4.71249e+06
1641,41025,8067.84,-103947,-4.50872e+06
1642,41050,9833.49,-106445,-4.42261e+06
1643,41075,12783.1,-109634,-4.49386e+06
1644,41100,13789.9,-108982,-4.62946e+06
1645,41125,11409.5,-101828,-4.77566e+06
1646,41150,8302.96,-92373.6,-4.89778e+06
1647,41175,7336.98,-87575.8,-4.84017e+06
1648,41200,7919.82,-87649,-4.57641e+06
1649,41225,9417.59,-90804.8,-4.42299e+06
1650,41250,12191.7,-95822.6,-4.54919e+06
1651,41275,14675,-98457.6,-4.78461e+06
1652,41300,14662.6,-97107.6,-4.96877e+06
1653,41325,12467.4,-93323.1,-5.06618e+06
1654,41350,10481.4,-90349.5,-5.0626e+06
1655,41375,9874.7,-90971.3,-4.95313e+06
1656,41400,9890.3,-93528.8,-4.80249e+06
1657,41425,9848.13,-95733.2,-4.68562e+06
1658,41450,10221.9,-99260.9,-4.62873e+06
1659,41475,11693.5,-105486,-4.62273e+06
1660,41500,13477.7,-109999,-4.64068e+06
1661,41525,13528.7,-108561,-4.68147e+06
1662,41550,11357.1,-102535,-4.76507e+06
1663,41575,8888.86,-95847.3,-4.83832e+06
1664,41600,7895.3,-91554.9,-4.73792e+06
1665,41625,7980.33,-89137.7,-4.42506e+06
1666,41650,9271.88,-89206.1,-4.19417e+06
1667,41675,12606.6,-93593.6,-4.27166e+06
1668,41700,15917.6,-98526.5,-4.51119e+06
1669,41725,16093.8,-97908,-4.7287e+06
1670,41750,13426.1,-91014.2,-4.89251e+06
1671,41775,11175.9,-83966.4,-4.94278e+06
1672,41800,10925.6,-81961.3,-4.7936e+06
1673,41825,11617.2,-83708.9,-4.55771e+06
1674,41850,12436.7,-86082.1,-4.43674e+06
1675,41875,13776.7,-89709.5,-4.47893e+06
1676,41900,15376.3,-95491.6,-4.58094e+06
1677,41925,15876.5,-99558.3,-4.63875e+06
1678,41950,14626.2,-98570.3,-4.657e+06
1679,41975,12349.1,-94749.1,-4.69084e+06
1680,42000,10538.6,-91836.5,-4.70801e+06
1681,42025,9804.41,-90615,-4.58416e+06
1682,42050,9669.87,-90029,-4.31496e+06
1683,42075,10568.3,-90455.2,-4.09736e+06
1684,42100,13192.2,-92321.5,-4.07581e+06
1685,42125,15850.5,-93366.4,-4.20212e+06
1686,42150,15667.5,-91005.7,-4.37038e+06
1687,42175,12737.3,-85030.3,-4.52853e+06
1688,42200,10374.6,-79413.2,-4.5906e+06
1689,42225,10177.8,-77463.9,-4.42199e+06
1690,42250,11067.6,-77714.3,-4.13899e+06
1691,42275,12578.4,-78711.9,-4.03174e+06
1692,42300,14775.1,-80296,-4.13842e+06
1693,42325,16604.3,-82573.2,-4.2973e+06
1694,42350,16424.8,-83973.5,-4.38564e+06
1695,42375,14522.9,-83079.9,-4.39849e+06
1696,42400,12508.6,-81049.9,-4.37861e+06
1697,42425,11351,-80190.6,-4.31151e+06
1698,42450,11057.5,-81404.4,-4.15707e+06
1699,42475,11426.3,-84473.7,-3.98062e+06
1700,42500,12896.8,-89291.5,-3.90177e+06
1701,42525,15158.1,-93659.3,-3.92764e+06
1702,42550,16413.3,-94516.9,-3.99453e+06
1703,42575,15309.4,-91061.9,-4.08056e+06
1704,42600,12728,-85570.8,-4.17239e+06
1705,42625,10900.3,-81027.6,-4.16921e+06
1706,42650,10596.3,-78436.2,-3.95463e+06
1707,42675,11322.2,-77740.4,-3.62794e+06
1708,42700,13358,-79325.2,-3.46797e+06
1709,42725,16592.5,-82257.5,-3.56735e+06
1710,42750,18853.1,-83451.5,-3.77326e+06
1711,42775,18186.5,-80622.5,-3.9303e+06
1712,42800,15780.6,-75314.5,-3.98224e+06
1713,42825,14104.3,-71641.6,-3.91229e+06
1714,42850,13759.4,-70582.9,-3.72729e+06
1715,42875,14020.9,-71138.8,-3.49545e+06
1716,42900,14908.2,-73558.6,-3.34526e+06
1717,42925,16954.7,-78350.8,-3.35369e+06
1718,42950,19214.9,-83173.5,-3.45336e+06
1719,42975,19613.4,-84576.8,-3.55254e+06
1720,43000,17611.9,-82254.1,-3.63346e+06
1721,43025,15043.7,-78868.4,-3.68423e+06
1722,43050,13746.7,-76585.1,-3.62101e+06
1723,43075,13686.3,-75454.8,-3.3936e+06
1724,43100,14333.4,-75213.6,-3.12536e+06
1725,43125,15910.7,-75440,-2.98867e+06
1726,43150,18135.7,-75070.7,-3.02678e+06
1727,43175,19529.9,-73932.6,-3.17539e+06
1728,43200,18719.1,-72071.6,-3.33837e+06
1729,43225,16454.6,-69392.7,-3.42148e+06
1730,43250,14737.2,-65990.2,-3.34306e+06
1731,43275,14220.3,-62669,-3.09934e+06
1732,43300,14444.3,-60358.9,-2.82534e+06
1733,43325,15557.1,-60548,-2.69219e+06
1734,43350,17705.8,-63292.9,-2.73718e+06
1735,43375,19592.3,-65938.9,-2.8533e+06
1736,43400,19398.4,-66147.4,-2.95385e+06
1737,43425,17101.6,-64179.5,-3.02497e+06
1738,43450,14681.8,-62167.2,-3.03903e+06
1739,43475,13689.7,-62009,-2.92312e+06
1740,43500,13958,-63722.3,-2.69264e+06
1741,43525,15135.8,-66624.5,-2.5038e+06
1742,43550,17087.6,-69547.1,-2.46211e+06
1743,43575,18850,-70899.9,-2.53362e+06
1744,43600,19027,-69776.7,-2.65031e+06
1745,43625,17441.1,-66613.5,-2.77059e+06
1746,43650,15493.1,-63141.5,-2.83119e+06
1747,43675,14535.2,-61109.2,-2.74067e+06
1748,43700,14619.7,-60643.5,-2.49729e+06
1749,43725,15278.2,-60921,-2.23199e+06
1750,43750,16522.6,-60600.7,-2.09457e+06
1751,43775,18526.2,-60523.8,-2.13677e+06
1752,43800,20138,-61560.1,-2.26661e+06
1753,43825,19756.9,-61799.9,-2.3724e+06
1754,43850,17677.5,-59672.5,-2.42902e+06
1755,43875,15761.2,-57388.3,-2.40595e+06
1756,43900,15154.4,-57376.7,-2.24832e+06
1757,43925,15720.2,-59323.7,-2.01278e+06
1758,43950,17393.3,-62619.8,-1.85722e+06
1759,43975,19915.9,-66560.8,-1.85839e+06
1760,44000,21797.9,-69537.6,-1.96167e+06
1761,44025,21502.8,-69771,-2.0886e+06
1762,44050,19438.7,-67530.8,-2.19519e+06
1763,44075,17522.5,-64848.3,-2.227e+06
1764,44100,16894.5,-63011.4,-2.12393e+06
1765,44125,17315.6,-62218.6,-1.91995e+06
1766,44150,18290.4,-61919.7,-1.74255e+06
1767,44175,19600,-61439.8,-1.67832e+06
1768,44200,21037.4,-60647.7,-1.72736e+06
1769,44225,22036.7,-60615.4,-1.8373e+06
1770,44250,21702.4,-60591,-1.92553e+06
1771,44275,20011.6,-58585.4,-1.94138e+06
1772,44300,18122.7,-54890.1,-1.8723e+06
1773,44325,17140.1,-52316.1,-1.70582e+06
1774,44350,17448.5,-52278.3,-1.50842e+06
1775,44375,19222.8,-54540.3,-1.41911e+06
1776,44400,21786.3,-57581.8,-1.47073e+06
1777,44425,23389.4,-59375.5,-1.58849e+06
1778,44450,22731.4,-59360.2,-1.70638e+06
1779,44475,20487.7,-58208.7,-1.78659e+06
1780,44500,18584.3,-57111.7,-1.78078e+06
1781,44525,17972.2,-56736.7,-1.65232e+06
1782,44550,18474.7,-57247.5,-1.46978e+06
1783,44575,19746.2,-58202.4,-1.36319e+06
1784,44600,21320.7,-58561.1,-1.3824e+06
1785,44625,22259.9,-57766.6,-1.4883e+06
1786,44650,21799.3,-55727.6,-1.62184e+06
1787,44675,20490,-53528.6,-1.72545e+06
1788,44700,19285.3,-52416.5,-1.73518e+06
1789,44725,18607,-52345.8,-1.63016e+06
1790,44750,18163.6,-51554,-1.45093e+06
1791,44775,17979.5,-49750.6,-1.27143e+06
1792,44800,19000.4,-49032.6,-1.19712e+06
1793,44825,21310.7,-50721.7,-1.27058e+06
1794,44850,22937,-52753,-1.41741e+06
1795,44875,22186.6,-53063.3,-1.55189e+06
1796,44900,19932.6,-52011.8,-1.63294e+06
1797,44925,18219.7,-51208.2,-1.6122e+06
1798,44950,17863.5,-51822.3,-1.46392e+06
1799,44975,18693.8,-53730.8,-1.27848e+06
1800,45000,20531.6,-56142.2,-1.19028e+06
1801,45025,22740.9,-58403.1,-1.24397e+06
1802,45050,23848,-59372.3,-1.3819e+06
1803,45075,22945.6,-58075.5,-1.53372e+06
1804,45100,20907.8,-55516.4,-1.64741e+06
1805,45125,19323.2,-53359.3,-1.66486e+06
1806,45150,18856.2,-52050.4,-1.56352e+06
1807,45175,19152.5,-51756.8,-1.4063e+06
1808,45200,19733.8,-51729.4,-1.28627e+06
1809,45225,20712,-51753.9,-1.25295e+06
1810,45250,22185.1,-52274.2,-1.31564e+06
1811,45275,23265.1,-52809.9,-1.43353e+06
1812,45300,22650.5,-52125.3,-1.54351e+06
1813,45325,20653.9,-50486.7,-1.60482e+06
1814,45350,18818.5,-48943.7,-1.57376e+06
1815,45375,18248.1,-48691.5,-1.4332e+06
1816,45400,19266.2,-50478.5,-1.27931e+06
1817,45425,21512.4,-53500.9,-1.23483e+06
1818,45450,24010.1,-56262.7,-1.31146e+06
1819,45475,25206.4,-57768.2,-1.44701e+06
1820,45500,24246.2,-58002,-1.58261e+06
1821,45525,22106.7,-57246.8,-1.67321e+06
1822,45550,20458.1,-56048.8,-1.67036e+06
1823,45575,20047.7,-55272.9,-1.55995e+06
1824,45600,20607,-55160.7,-1.42239e+06
1825,45625,21730.4,-55192,-1.3613e+06
1826,45650,22775.4,-54560.2,-1.40353e+06
1827,45675,23176.7,-53313.8,-1.51303e+06
1828,45700,22931.7,-52319.2,-1.63459e+06
1829,45725,22273.8,-52322.8,-1.71097e+06
1830,45750,21252.3,-52197.5,-1.71241e+06
1831,45775,19919.7,-50541.7,-1.63661e+06
1832,45800,18780.2,-48093,-1.49244e+06
1833,45825,18973.7,-47366.9,-1.35156e+06
1834,45850,20995.3,-48866.9,-1.32571e+06
1835,45875,23644,-51183.8,-1.4291e+06
1836,45900,24766.4,-52880.7,-1.57977e+06
1837,45925,23524.5,-52902,-1.71082e+06
1838,45950,21351,-52103,-1.78071e+06
1839,45975,20001.4,-51990.3,-1.7378e+06
1840,46000,19958.8,-52762.6,-1.58767e+06
1841,46025,20962.8,-53897.4,-1.43678e+06
1842,46050,22739.7,-55132,-1.39719e+06
1843,46075,24374.2,-55723.7,-1.47823e+06
1844,46100,24599.8,-54811.7,-1.61783e+06
1845,46125,23231.5,-52838.5,-1.75564e+06
1846,46150,21321.5,-50605.8,-1.83725e+06
1847,46175,20133.2,-49181.8,-1.81587e+06
1848,46200,19829.5,-48804.8,-1.70116e+06
1849,46225,19915.3,-48752,-1.55682e+06
1850,46250,20230.1,-48312.6,-1.44395e+06
1851,46275,21264.9,-47845.9,-1.41793e+06
1852,46300,22948.5,-47816.1,-1.49484e+06
1853,46325,23900.9,-48163,-1.62355e+06
1854,46350,22954.9,-48111.7,-1.73608e+06
1855,46375,20834.4,-47225.2,-1.78128e+06
1856,46400,19428.2,-46635,-1.71662e+06
1857,46425,19592.4,-47265.2,-1.55993e+06
1858,46450,21088.8,-49095.6,-1.42198e+06
1859,46475,23421.2,-51253.2,-1.39156e+06
1860,46500,25539.1,-52732.1,-1.46498e+06
1861,46525,26081,-53351.2,-1.58833e+06
1862,46550,24679.5,-52736.3,-1.70392e+06
