Time,StepCount,Controlx,Controly,ControlMz
3012,75300,16908.7,115944,4.46919e+06
3013,75325,18313.3,118607,4.69112e+06
3014,75350,16738,115122,4.84957e+06
3015,75375,14287.8,109880,4.91379e+06
3016,75400,13036.7,106902,4.84145e+06
3017,75425,12804.2,106196,4.68962e+06
3018,75450,12646.8,106491,4.57386e+06
3019,75475,12427.5,107074,4.51751e+06
3020,75500,12735.5,109596,4.4744e+06
3021,75525,13996.1,114351,4.43494e+06
3022,75550,15137.7,116826,4.43042e+06
3023,75575,14288.7,113725,4.48842e+06
3024,75600,11947.7,107286,4.59275e+06
3025,75625,10421.3,102749,4.61147e+06
3026,75650,10173.1,100758,4.39846e+06
3027,75675,10669,100006,4.12225e+06
3028,75700,12846.2,104817,4.11216e+06
3029,75725,16313.2,112597,4.31786e+06
3030,75750,17968.5,113381,4.51936e+06
3031,75775,16171.3,106257,4.67786e+06
3032,75800,13520,98569,4.79762e+06
3033,75825,12733.7,96301.4,4.76463e+06
3034,75850,13315.6,98492.6,4.57343e+06
3035,75875,14143.3,101784,4.45676e+06
3036,75900,15143.9,104656,4.52547e+06
3037,75925,15964.9,106048,4.65389e+06
3038,75950,15979.2,107024,4.70477e+06
3039,75975,15135.3,106568,4.66217e+06
3040,76000,13789.1,103450,4.61254e+06
3041,76025,12316.6,100018,4.61839e+06
3042,76050,11268.7,98340.2,4.60329e+06
3043,76075,10703,97851.2,4.43384e+06
3044,76100,10735.2,98187.7,4.18129e+06
3045,76125,12650.5,103520,4.10135e+06
3046,76150,16001.4,113493,4.23512e+06
3047,76175,17509.3,117034,4.40876e+06
3048,76200,15560.3,110413,4.56243e+06
3049,76225,12700.6,101887,4.68452e+06
3050,76250,11814.9,98464.9,4.6412e+06
3051,76275,12353.9,98672.8,4.40108e+06
3052,76300,13468.6,101573,4.2455e+06
3053,76325,15777.2,108816,4.35741e+06
3054,76350,18123.3,115765,4.58907e+06
3055,76375,18178,116237,4.77025e+06
3056,76400,16025.8,111562,4.84173e+06
3057,76425,13836.1,106877,4.80313e+06
3058,76450,12832.8,105570,4.69995e+06
3059,76475,12370,106044,4.5903e+06
3060,76500,11778.7,106077,4.47883e+06
3061,76525,11425,106947,4.35144e+06
3062,76550,12374.8,110731,4.26197e+06
3063,76575,14631,116573,4.26791e+06
3064,76600,15669,118998,4.34582e+06
3065,76625,13904.8,114353,4.46501e+06
3066,76650,11330.5,107050,4.57917e+06
3067,76675,10318.5,102848,4.52707e+06
3068,76700,10529.7,101013,4.25285e+06
3069,76725,11569.7,101735,4.05854e+06
3070,76750,14332.2,108100,4.16042e+06
3071,76775,17489.3,113760,4.39153e+06
3072,76800,17964.2,112181,4.59149e+06
3073,76825,15622.4,105568,4.74698e+06
3074,76850,13559.8,100926,4.81213e+06
3075,76875,13215.2,100679,4.70758e+06
3076,76900,13511.9,101643,4.53313e+06
3077,76925,13699.9,102014,4.46331e+06
3078,76950,14033,103340,4.50132e+06
3079,76975,14581.6,106570,4.537e+06
3080,77000,15054.5,109880,4.51463e+06
3081,77025,14865.8,109810,4.48114e+06
3082,77050,13414.9,105568,4.50962e+06
3083,77075,11547,100897,4.57525e+06
3084,77100,10588.5,98828,4.51983e+06
3085,77125,10351.7,97988.3,4.26147e+06
3086,77150,11072.1,98999,4.03405e+06
3087,77175,13862.8,106459,4.08731e+06
3088,77200,17118.2,114417,4.29589e+06
3089,77225,17514,112631,4.47962e+06
3090,77250,14895.1,103791,4.63321e+06
3091,77275,12616.2,96634.9,4.72096e+06
3092,77300,12462.6,95240.5,4.61059e+06
3093,77325,13228.1,97193.7,4.38552e+06
3094,77350,14539.8,102291,4.33189e+06
3095,77375,16490.8,108953,4.49082e+06
3096,77400,17618.8,111459,4.67943e+06
3097,77425,16773.6,109107,4.7659e+06
3098,77450,14856.2,105814,4.73983e+06
3099,77475,13259.6,103180,4.67328e+06
3100,77500,12240.2,101733,4.62261e+06
3101,77525,11538.4,101644,4.54915e+06
3102,77550,10919.6,101715,4.38299e+06
3103,77575,11053.5,103135,4.19739e+06
3104,77600,13183.4,109272,4.15529e+06
3105,77625,15998.2,117449,4.25756e+06
3106,77650,16284.8,118482,4.39624e+06
3107,77675,13729.9,111312,4.543e+06
3108,77700,11387.7,104228,4.63202e+06
3109,77725,11037.9,101532,4.50275e+06
3110,77750,11650,101376,4.22929e+06
3111,77775,13142.5,104709,4.14309e+06
3112,77800,16104.1,112147,4.31691e+06
3113,77825,18417.7,117089,4.55525e+06
3114,77850,17743.2,115616,4.74106e+06
3115,77875,15281.7,110795,4.84525e+06
3116,77900,13576.1,107426,4.81995e+06
3117,77925,13107.6,106431,4.68036e+06
3118,77950,12948.5,106629,4.54264e+06
3119,77975,12671.2,107087,4.47247e+06
3120,78000,12685.3,108752,4.43481e+06
3121,78025,13575,113054,4.39732e+06
3122,78050,14878,116714,4.37942e+06
3123,78075,14741.6,115425,4.41558e+06
3124,78100,12630.4,109598,4.51354e+06
3125,78125,10625.4,104160,4.58384e+06
3126,78150,10020.4,101767,4.45184e+06
3127,78175,10167.6,100445,4.15422e+06
3128,78200,11591.3,102864,4.03149e+06
3129,78225,14877.5,110811,4.19221e+06
3130,78250,17558,115102,4.41445e+06
3131,78275,16855.6,110334,4.58979e+06
3132,78300,14074.7,101991,4.73491e+06
3133,78325,12582.3,97854,4.76954e+06
3134,78350,12905.4,99223.3,4.61277e+06
3135,78375,13701.4,102481,4.44154e+06
3136,78400,14677.9,105759,4.45326e+06
3137,78425,15685.5,107633,4.5854e+06
3138,78450,16024.9,108457,4.67847e+06
3139,78475,15402,108507,4.66706e+06
3140,78500,14155.4,106061,4.61086e+06
3141,78525,12674.7,102334,4.59828e+06
3142,78550,11451.9,99960.5,4.60801e+06
3143,78575,10755.3,99198.4,4.50233e+06
3144,78600,10466.9,98944.9,4.25592e+06
3145,78625,11551,101820,4.09188e+06
3146,78650,14679.5,110894,4.16485e+06
3147,78675,17244.2,117990,4.3406e+06
3148,78700,16378.7,114569,4.50255e+06
3149,78725,13378.1,105571,4.64905e+06
3150,78750,11721.2,100279,4.68352e+06
3151,78775,11982.1,99718.3,4.49352e+06
3152,78800,12840.3,101271,4.26851e+06
3153,78825,14702.5,106955,4.28849e+06
3154,78850,17383.2,115069,4.50424e+06
3155,78875,18440.6,118141,4.71853e+06
3156,78900,16855.7,114465,4.83626e+06
3157,78925,14416.9,108938,4.83763e+06
3158,78950,13006.7,106261,4.74955e+06
3159,78975,12490.7,106412,4.6361e+06
3160,79000,11966.9,106579,4.52951e+06
3161,79025,11429.9,106828,4.41067e+06
3162,79050,11783.8,109399,4.30137e+06
3163,79075,13723.7,114919,4.27074e+06
3164,79100,15538.9,119325,4.32601e+06
3165,79125,14716.1,117067,4.43177e+06
3166,79150,12058.7,109799,4.56138e+06
3167,79175,10404.4,104247,4.58956e+06
3168,79200,10312.8,101902,4.37582e+06
3169,79225,10912.1,101182,4.1088e+06
3170,79250,12989,105624,4.1092e+06
3171,79275,16360.4,112736,4.32078e+06
3172,79300,18028.4,114092,4.53696e+06
3173,79325,16372,108780,4.70901e+06
3174,79350,13865.2,103035,4.82056e+06
3175,79375,13009.5,101885,4.77693e+06
3176,79400,13256.8,103106,4.60229e+06
3177,79425,13496.7,103670,4.48362e+06
3178,79450,13775.8,104376,4.4964e+06
3179,79475,14268.6,106753,4.54698e+06
3180,79500,14774.4,110120,4.5446e+06
3181,79525,14876.2,111398,4.50337e+06
3182,79550,13874.8,108320,4.50296e+06
3183,79575,11992.8,103226,4.56706e+06
3184,79600,10667,100149,4.57439e+06
3185,79625,10242.4,99066.8,4.37846e+06
3186,79650,10462,98825.2,4.09952e+06
3187,79675,12488.1,103775,4.04655e+06
3188,79700,16006.4,113029,4.22628e+06
3189,79725,17666.4,115064,4.42467e+06
3190,79750,15763.9,107611,4.58597e+06
3191,79775,12961,98980.7,4.7106e+06
3192,79800,12150.7,95703.6,4.67582e+06
3193,79825,12747.8,96783.6,4.45685e+06
3194,79850,13801.4,100594,4.31758e+06
3195,79875,15680.2,107417,4.41936e+06
3196,79900,17361.4,112071,4.62095e+06
3197,79925,17197.3,111040,4.753e+06
3198,79950,15437.6,107601,4.76249e+06
3199,79975,13656.5,104748,4.69976e+06
3200,80000,12492.2,102893,4.63916e+06
3201,80025,11735.7,102348,4.58019e+06
3202,80050,11094.8,102343,4.44752e+06
3203,80075,10813.1,102799,4.25093e+06
3204,80100,12188.3,106927,4.1459e+06
3205,80125,15122,115127,4.207e+06
3206,80150,16554.7,119352,4.33894e+06
3207,80175,14695.3,114294,4.48408e+06
3208,80200,11901.4,106261,4.61052e+06
3209,80225,10924.6,102132,4.56536e+06
3210,80250,11318.7,101228,4.30391e+06
3211,80275,12367.4,102870,4.11966e+06
3212,80300,14915.5,109177,4.21878e+06
3213,80325,17854.1,115818,4.45582e+06
3214,80350,18243.9,116231,4.6647e+06
3215,80375,16039.7,111597,4.80195e+06
3216,80400,13906.4,107200,4.82493e+06
3217,80425,13135.5,105372,4.71186e+06
3218,80450,12989.3,105111,4.55787e+06
3219,80475,12774.4,105474,4.46558e+06
3220,80500,12658.8,106609,4.42681e+06
3221,80525,13242.6,110221,4.39305e+06
3222,80550,14555.4,114757,4.36448e+06
3223,80575,15090.7,115422,4.37664e+06
3224,80600,13522.7,110798,4.45496e+06
3225,80625,11231.5,104811,4.55125e+06
3226,80650,10220.7,101694,4.49914e+06
3227,80675,10194.4,100238,4.22544e+06
3228,80700,11012.6,100739,4.00404e+06
3229,80725,13779.2,107359,4.08395e+06
3230,80750,17094.5,114160,4.31053e+06
3231,80775,17606.6,112059,4.50377e+06
3232,80800,15076.8,103388,4.6617e+06
3233,80825,12886.8,96889.5,4.74678e+06
3234,80850,12758.4,96476.7,4.6432e+06
3235,80875,13483.4,99412.7,4.44162e+06
3236,80900,14363.1,102932,4.38457e+06
3237,80925,15456.4,105674,4.49745e+06
3238,80950,16101.5,106871,4.62213e+06
3239,80975,15764.9,107458,4.64806e+06
3240,81000,14648.2,106072,4.59744e+06
3241,81025,13175.4,102537,4.56507e+06
3242,81050,11813,99683.2,4.57786e+06
3243,81075,10966.3,98680.5,4.5228e+06
3244,81100,10513.8,98354.9,4.30828e+06
3245,81125,10929.5,99601.8,4.0851e+06
3246,81150,13441.6,106681,4.07799e+06
3247,81175,16634,115882,4.23862e+06
3248,81200,17026.6,116228,4.40917e+06
3249,81225,14351.9,107899,4.56702e+06
3250,81250,11983.4,100648,4.65848e+06
3251,81275,11768.4,98809.8,4.53727e+06
3252,81300,12458.1,99469.2,4.2806e+06
3253,81325,13847.2,103372,4.20185e+06
3254,81350,16473.7,111234,4.37482e+06
3255,81375,18378.8,116661,4.60835e+06
3256,81400,17589.8,114959,4.76575e+06
3257,81425,15169.6,109554,4.80835e+06
3258,81450,13349.8,105686,4.74546e+06
3259,81475,12657,105161,4.63317e+06
3260,81500,12212.6,105591,4.5239e+06
3261,81525,11642.7,105715,4.41233e+06
3262,81550,11584.5,107433,4.2965e+06
3263,81575,13009.2,112191,4.23539e+06
3264,81600,15170,117571,4.26388e+06
3265,81625,15355,117833,4.35371e+06
3266,81650,12999.9,111725,4.48248e+06
3267,81675,10794,105194,4.56634e+06
3268,81700,10316,102204,4.43234e+06
3269,81725,10667.9,100961,4.13756e+06
3270,81750,12094.3,103356,4.02906e+06
3271,81775,15288.7,110742,4.19706e+06
3272,81800,17928.1,114937,4.42929e+06
3273,81825,17301.9,111453,4.61801e+06
3274,81850,14681.7,104892,4.7589e+06
3275,81875,13230.5,102235,4.77398e+06
3276,81900,13314,103225,4.62269e+06
3277,81925,13631.7,104075,4.46295e+06
3278,81950,13893.8,104390,4.43689e+06
3279,81975,14352.6,106061,4.49365e+06
3280,82000,14890.3,109297,4.51946e+06
3281,82025,15158.3,111549,4.48747e+06
3282,82050,14538.8,109855,4.46587e+06
3283,82075,12812.4,104956,4.51383e+06
3284,82100,11165.9,101021,4.56018e+06
3285,82125,10500.2,99611.2,4.43732e+06
3286,82150,10417.7,98928.5,4.15141e+06
3287,82175,11631.5,101451,3.99423e+06
3288,82200,14895.1,110215,4.1155e+06
3289,82225,17591.6,116093,4.32675e+06
3290,82250,16758.2,111483,4.50284e+06
3291,82275,13780.8,102335,4.65256e+06
3292,82300,12198.9,97185.5,4.68898e+06
3293,82325,12535.4,97319.7,4.51172e+06
3294,82350,13408.9,99918.3,4.30658e+06
3295,82375,15013.5,105841,4.32751e+06
3296,82400,17025.8,112017,4.51997e+06
3297,82425,17607.2,112817,4.69259e+06
3298,82450,16201.6,109357,4.74769e+06
3299,82475,14247,105890,4.70369e+06
3300,82500,12864.7,103522,4.63771e+06
3301,82525,12016.8,102497,4.58406e+06
3302,82550,10418.9,102817,4.48504e+06
3303,82575,8937.95,103256,4.30141e+06
3304,82600,8620.36,106017,4.14772e+06
3305,82625,10322.2,113472,4.15375e+06
3306,82650,11877.8,120383,4.27101e+06
3307,82675,10379.1,118629,4.41269e+06
3308,82700,6878.19,110781,4.55902e+06
3309,82725,4709.09,105322,4.59355e+06
3310,82750,4432.21,103835,4.38709e+06
3311,82775,4836.38,104355,4.13369e+06
3312,82800,6530.16,109047,4.13608e+06
3313,82825,9532.83,116616,4.3515e+06
3314,82850,10960.7,119441,4.58107e+06
3315,82875,9296.04,115878,4.74841e+06
3316,82900,6751.4,110894,4.82009e+06
3317,82925,5482.69,108392,4.74998e+06
3318,82950,5202.69,107711,4.59399e+06
3319,82975,5034.34,107842,4.47598e+06
3320,83000,4880.89,108598,4.42865e+06
3321,83025,5233.83,111265,4.40105e+06
3322,83050,6449.32,116022,4.36971e+06
3323,83075,7552.2,118486,4.36316e+06
3324,83100,6825.85,115526,4.41847e+06
3325,83125,4625.53,109467,4.52327e+06
3326,83150,3202.66,105339,4.54404e+06
3327,83175,3032.33,103744,4.33419e+06
3328,83200,3469.11,103091,4.05029e+06
3329,83225,5577.97,107455,4.02338e+06
3330,83250,9228.08,115501,4.22915e+06
3331,83275,11115.5,116942,4.44243e+06
3332,83300,9406.22,109678,4.61319e+06
3333,83325,6780.7,101676,4.73985e+06
3334,83350,6106.54,99319.7,4.70749e+06
3335,83375,6809.65,101487,4.50982e+06
3336,83400,7745.12,104848,4.38258e+06
3337,83425,9021.86,108092,4.45239e+06
3338,83450,10155.6,109641,4.59561e+06
3339,83475,10371.4,110147,4.66447e+06
3340,83500,9661.07,109443,4.63344e+06
3341,83525,8474.55,106338,4.58534e+06
3342,83550,7252.9,102981,4.58777e+06
3343,83575,6446.72,101447,4.57357e+06
3344,83600,6102.12,101089,4.41348e+06
3345,83625,6286.59,101457,4.16465e+06
3346,83650,8206.65,106266,4.06968e+06
3347,83675,11745.3,115985,4.19086e+06
3348,83700,13559.1,120176,4.36634e+06
3349,83725,11722.9,113767,4.52899e+06
3350,83750,8885.6,104889,4.66086e+06
3351,83775,8063.29,101277,4.6226e+06
3352,83800,8661.58,101355,4.37973e+06
3353,83825,9737.59,103666,4.2092e+06
3354,83850,12067,110388,4.30997e+06
3355,83875,14599.7,117617,4.54591e+06
3356,83900,14763.1,118326,4.73984e+06
3357,83925,12588,113418,4.82708e+06
3358,83950,10370.6,108472,4.7981e+06
3359,83975,9380.35,106980,4.69308e+06
3360,84000,8988.57,107558,4.57824e+06
3361,84025,8478.72,107768,4.4715e+06
3362,84050,8169.94,108754,4.35632e+06
3363,84075,9059.76,112590,4.26933e+06
3364,84100,11240.3,118391,4.26547e+06
3365,84125,12385.1,121019,4.33503e+06
3366,84150,10675.1,116674,4.45273e+06
3367,84175,8024.73,109489,4.57073e+06
3368,84200,6978.82,105416,4.52498e+06
3369,84225,7162.6,103786,4.25175e+06
3370,84250,8049.94,104190,4.04273e+06
3371,84275,10694.4,110181,4.13135e+06
3372,84300,13893.7,116279,4.36293e+06
3373,84325,14392.9,114802,4.56721e+06
3374,84350,11925.7,107702,4.7285e+06
3375,84375,9744.56,102712,4.79979e+06
3376,84400,9425.64,102673,4.69638e+06
3377,84425,9765.54,103984,4.51515e+06
3378,84450,10022.2,104522,4.44204e+06
3379,84475,10449.5,105794,4.48899e+06
3380,84500,11035.6,108848,4.53816e+06
3381,84525,11491.4,112026,4.52219e+06
3382,84550,11303.7,112094,4.48462e+06
3383,84575,9965.78,108121,4.50559e+06
3384,84600,8196.49,103619,4.56824e+06
3385,84625,7300.44,101691,4.51743e+06
3386,84650,7159.44,101084,4.26551e+06
3387,84675,7848.28,102026,4.02806e+06
3388,84700,10586.3,109018,4.06189e+06
3389,84725,13981.3,117374,4.26592e+06
3390,84750,14457.4,116007,4.45458e+06
3391,84775,11762.8,106716,4.61473e+06
3392,84800,9393.06,99085.6,4.70586e+06
3393,84825,9231.97,97374.1,4.59468e+06
3394,84850,9985.36,98936.4,4.35999e+06
3395,84875,11255.1,103445,4.29224e+06
3396,84900,13319.1,110259,4.45007e+06
3397,84925,14581.3,113274,4.64972e+06
3398,84950,13731.8,110712,4.75111e+06
3399,84975,11747.2,106939,4.73518e+06
3400,85000,10157.9,104343,4.66811e+06
3401,85025,9226.45,103115,4.61023e+06
3402,85050,8617.88,103172,4.59835e+06
3403,85075,8104.36,103504,4.51154e+06
3404,85100,8281.57,105066,4.39563e+06
3405,85125,10340.4,110904,4.38469e+06
3406,85150,13226.7,118868,4.49097e+06
3407,85175,13642.9,120250,4.61966e+06
3408,85200,11064.9,113288,4.74811e+06
3409,85225,8698.92,106159,4.81534e+06
3410,85250,8381.9,103391,4.66475e+06
3411,85275,9000.55,102962,4.37058e+06
3412,85300,10452.6,105658,4.26801e+06
3413,85325,13442.1,112509,4.44361e+06
3414,85350,15872,117265,4.69931e+06
3415,85375,15207.7,115355,4.90828e+06
3416,85400,12693.4,110232,5.03564e+06
3417,85425,11042.4,106981,5.02628e+06
3418,85450,10665.6,106073,4.89007e+06
3419,85475,10594.3,106103,4.74845e+06
3420,85500,10473.8,106695,4.68032e+06
3421,85525,10674.8,108741,4.65424e+06
3422,85550,11696.1,113290,4.62718e+06
3423,85575,13028.1,117008,4.60959e+06
3424,85600,12939,115682,4.64209e+06
3425,85625,10907.7,110098,4.73948e+06
3426,85650,8972.15,105079,4.80975e+06
3427,85675,8485.1,103025,4.67841e+06
3428,85700,8731.46,101910,4.37714e+06
3429,85725,10172.3,103841,4.23822e+06
3430,85750,13584.4,111198,4.39408e+06
3431,85775,16435.8,115637,4.63065e+06
3432,85800,15691.2,110736,4.82407e+06
3433,85825,12714.6,101842,4.97802e+06
3434,85850,11140.6,97231.1,5.00527e+06
3435,85875,11518.2,98092.9,4.83288e+06
3436,85900,12370.7,101008,4.64228e+06
3437,85925,13450.1,104040,4.64165e+06
3438,85950,14660,106020,4.78139e+06
3439,85975,15200.3,107131,4.89566e+06
3440,86000,14649.5,107416,4.90852e+06
3441,86025,13216.5,104786,4.87426e+06
3442,86050,11508.8,100778,4.87318e+06
3443,86075,10283.1,98705.3,4.87499e+06
3444,86100,9734.73,98498.2,4.75399e+06
3445,86125,9595.84,98877,4.50337e+06
3446,86150,10718.9,101562,4.32735e+06
3447,86175,13913,108822,4.37514e+06
3448,86200,16628.2,114819,4.54426e+06
3449,86225,15720.8,111896,4.71848e+06
3450,86250,12535.5,103368,4.87792e+06
3451,86275,10726.7,97473.3,4.90918e+06
3452,86300,10958.6,95776.7,4.69725e+06
3453,86325,11913.8,96291.7,4.44798e+06
3454,86350,13893.7,100269,4.45374e+06
3455,86375,16708.6,105942,4.66514e+06
3456,86400,17954.1,108076,4.87844e+06
3457,86425,16490.9,105361,4.99098e+06
3458,86450,14014.3,100494,4.99387e+06
3459,86475,12379.1,96850.5,4.92183e+06
3460,86500,11743,96064.3,4.81244e+06
3461,86525,11398.7,96624.1,4.68674e+06
3462,86550,11341.5,98486,4.56824e+06
3463,86575,12312.8,102920,4.49794e+06
3464,86600,14417.4,108243,4.49345e+06
3465,86625,15917.5,110678,4.54095e+06
3466,86650,14828.7,108104,4.63431e+06
3467,86675,12174,102844,4.74194e+06
3468,86700,10641.2,98917.4,4.7253e+06
3469,86725,10623.8,96849.7,4.46882e+06
3470,86750,11354.3,95679.4,4.16042e+06
3471,86775,13738.3,98416.5,4.13327e+06
3472,86800,17450.1,103559,4.36595e+06
3473,86825,19132.1,103260,4.62114e+06
3474,86850,17330.4,97397.8,4.79917e+06
3475,86875,14808.4,92142.4,4.85705e+06
3476,86900,13994.8,90600.4,4.74699e+06
3477,86925,14217.7,90471.9,4.52163e+06
3478,86950,14433.4,89684.6,4.34415e+06
3479,86975,15015.6,89975.7,4.32049e+06
3480,87000,16437.6,94006.2,4.40068e+06
3481,87025,17815.3,98661.5,4.47731e+06
3482,87050,17618.8,99176.8,4.51801e+06
3483,87075,15590.9,95803.7,4.56481e+06
3484,87100,13292.6,92340.5,4.61115e+06
3485,87125,12262.7,91376.4,4.54046e+06
3486,87150,12175.4,92003.9,4.28067e+06
3487,87175,12585.6,93042.5,3.97648e+06
3488,87200,14641.7,95794.9,3.86658e+06
3489,87225,18110.1,100218,3.99337e+06
3490,87250,19685.7,101111,4.20616e+06
3491,87275,17640.6,95651.7,4.40433e+06
3492,87300,14695.5,88248.7,4.51214e+06
3493,87325,13692.1,83443.3,4.40262e+06
3494,87350,14247.1,81863.7,4.10865e+06
3495,87375,15358.7,82379.3,3.88467e+06
3496,87400,17226,84156.8,3.88488e+06
3497,87425,19368.1,86094.7,4.0223e+06
3498,87450,20229,86822.1,4.14468e+06
3499,87475,18935.4,84207.5,4.20608e+06
3500,87500,16423.7,79573.9,4.24315e+06
3501,87525,14460.3,76659.4,4.23644e+06
3502,87550,13822.1,76945.7,4.11549e+06
3503,87575,14009.1,79368.6,3.90215e+06
3504,87600,14828.5,83306.2,3.73213e+06
3505,87625,16762.8,88581.5,3.69202e+06
3506,87650,19012.1,92695,3.74847e+06
3507,87675,19410,93036.2,3.85079e+06
3508,87700,17405.8,90015.5,3.97344e+06
3509,87725,15104.3,86187,4.03311e+06
3510,87750,14282.8,83153.4,3.89498e+06
3511,87775,14660.5,80906.7,3.57326e+06
3512,87800,15918.9,79884.7,3.32459e+06
3513,87825,18493.6,80653.1,3.34639e+06
3514,87850,21275.7,81280.3,3.53371e+06
3515,87875,22121.7,80368.1,3.6957e+06
3516,87900,20784.6,78307.5,3.75562e+06
3517,87925,18756.1,74347.9,3.73417e+06
3518,87950,17389,69974.9,3.62949e+06
3519,87975,16885.4,67345.6,3.43043e+06
3520,88000,17169.1,67591.5,3.23037e+06
3521,88025,18478.4,70697.8,3.16341e+06
3522,88050,20598.6,75364,3.23219e+06
3523,88075,21897.5,78531.3,3.33942e+06
3524,88100,20769.5,78072.7,3.43721e+06
3525,88125,18110,75897.1,3.51703e+06
3526,88150,16256,74913.2,3.51396e+06
3527,88175,15962.9,75579.2,3.34524e+06
3528,88200,16393.3,76759.2,3.05868e+06
3529,88225,17418.9,77852.6,2.83457e+06
3530,88250,19580.6,78980.1,2.8089e+06
3531,88275,21861.4,79262.2,2.95162e+06
3532,88300,22130.8,77527.4,3.13033e+06
3533,88325,20258.9,74234.4,3.22174e+06
3534,88350,18242.1,70572.6,3.17531e+06
3535,88375,17376.3,67477.2,2.99787e+06
3536,88400,17478.8,66221,2.7435e+06
3537,88425,18229.1,66255.5,2.5484e+06
3538,88450,19908.2,66925.5,2.517e+06
3539,88475,22108.9,68025.6,2.61099e+06
3540,88500,22996.3,68626.9,2.72881e+06
3541,88525,21353.9,67088.1,2.82574e+06
3542,88550,18610.2,64672.9,2.87884e+06
3543,88575,16972.2,64078.2,2.82007e+06
3544,88600,16858.2,65455.8,2.62205e+06
3545,88625,17607.5,68167.9,2.39438e+06
3546,88650,19149.9,72055.8,2.2829e+06
3547,88675,21285.8,75878.2,2.31524e+06
3548,88700,22624.8,77372.9,2.42842e+06
3549,88725,22059.5,75846.1,2.5658e+06
3550,88750,20410.3,73095.4,2.65619e+06
3551,88775,19229.5,70877.8,2.60447e+06
3552,88800,18871.1,68930.3,2.39395e+06
3553,88825,18921,66371.6,2.1159e+06
3554,88850,19701.1,64338.1,1.92157e+06
3555,88875,21660.8,64602.9,1.91688e+06
3556,88900,24029.6,66513.8,2.04293e+06
3557,88925,24809.4,66364.7,2.17646e+06
3558,88950,23077.9,62699.6,2.26541e+06
3559,88975,20449.4,57973,2.27974e+06
3560,89000,18908.6,55425.9,2.1692e+06
3561,89025,18724.4,55310.2,1.94506e+06
3562,89050,19574.8,56975.8,1.74254e+06
3563,89075,21469.7,60337.9,1.69367e+06
3564,89100,23650.1,63695.3,1.78347e+06
3565,89125,24359.5,65033.2,1.92211e+06
3566,89150,22892.5,64345.4,2.05221e+06
3567,89175,20802.8,63148.6,2.12724e+06
3568,89200,19855.7,62529.5,2.08059e+06
3569,89225,20100.3,62652.8,1.90133e+06
3570,89250,20701.3,62767.3,1.68753e+06
3571,89275,21517.2,61920.3,1.55174e+06
3572,89300,22877.4,60575,1.5449e+06
3573,89325,24323.3,59907.8,1.64342e+06
3574,89350,24690.8,59951.2,1.76237e+06
3575,89375,23366.4,58840.7,1.83622e+06
3576,89400,21344.4,56519,1.83583e+06
3577,89425,19998.3,54228.8,1.72395e+06
3578,89450,19669.8,52621.8,1.52405e+06
3579,89475,20390.2,52196,1.36548e+06
3580,89500,22333.3,53592.9,1.34816e+06
3581,89525,24466.1,55635.8,1.44751e+06
3582,89550,24755,56518,1.58393e+06
3583,89575,22849.9,55950.4,1.70245e+06
3584,89600,20575.3,55042.6,1.75298e+06
3585,89625,19520.8,55157.5,1.68233e+06
3586,89650,19812.9,56474.3,1.5136e+06
3587,89675,20969.6,58685.1,1.3622e+06
3588,89700,22691.5,61156.9,1.32674e+06
3589,89725,24276.8,62270.2,1.39985e+06
3590,89750,24774.8,61196.1,1.5225e+06
3591,89775,24168.1,59429.2,1.63061e+06
3592,89800,23131.6,58268.4,1.66531e+06
3593,89825,22029.7,56696.3,1.61205e+06
3594,89850,21042.2,54552.7,1.4775e+06
3595,89875,20652.4,53007,1.29778e+06
3596,89900,21621.1,53357.5,1.18037e+06
3597,89925,23908.7,55382.1,1.21147e+06
3598,89950,25969.6,56810.8,1.34581e+06
3599,89975,25864.7,55597.4,1.49199e+06
3600,90000,23753.9,53247.1,1.59828e+06
3601,90025,21520.3,51862,1.61606e+06
3602,90050,20436.5,51645.7,1.51096e+06
3603,90075,20625.1,52744.4,1.33083e+06
3604,90100,21881.8,55121.7,1.2051e+06
3605,90125,24066,58200.1,1.2197e+06
3606,90150,26079.1,60751.5,1.3426e+06
3607,90175,26358.1,61492.5,1.50111e+06
3608,90200,24946.8,60552.1,1.63845e+06
3609,90225,23454.8,59459.4,1.6898e+06
3610,90250,22973.1,58918.6,1.61697e+06
3611,90275,22987.9,58228.5,1.46257e+06
3612,90300,22963.7,56861.8,1.30694e+06
3613,90325,23319.1,55186.4,1.22076e+06
3614,90350,24704,54637.2,1.25266e+06
3615,90375,26480.4,55545.5,1.38074e+06
3616,90400,26797.2,56329.5,1.52552e+06
3617,90425,25047.1,55221.2,1.62719e+06
3618,90450,22652.4,52449.5,1.6404e+06
3619,90475,21137.6,49789.2,1.53219e+06
3620,90500,21008.8,49123.2,1.35614e+06
3621,90525,22238.6,50357.3,1.24168e+06
3622,90550,24533.7,52492.8,1.26827e+06
3623,90575,26474.7,54756.4,1.4004e+06
3624,90600,26361.5,55600.3,1.56047e+06
3625,90625,24441.1,55197.6,1.69019e+06
3626,90650,22587.7,54976.5,1.73544e+06
3627,90675,22088.1,55407.3,1.66233e+06
3628,90700,22717.5,56454.7,1.51552e+06
3629,90725,23834.3,57592.3,1.40462e+06
3630,90750,24985.3,57786.5,1.39083e+06
3631,90775,25810.6,56642,1.45998e+06
3632,90800,26169.8,55400.6,1.56883e+06
3633,90825,25817.6,54614.2,1.66646e+06
