Time,StepCount,alpha1,alpha2,F1c,F2c,F3c,Fxg,Fyg,Mzg
0,0,0,0,0,0,0,0,0,0
1,25,0,0,0.1,0.1,0,0.2,0,0
2,50,0,0,0.1,0.1,0,0.2,0,0
3,75,0,0,41.6057,42.6585,-5.05595,84.2642,-5.05595,-275.335
4,100,0,0,43.1104,44.1325,-12.3736,87.2428,-12.3736,-662.956
5,125,-0.03111,-0.103834,288.796,270.61,-41.6608,557.809,-78.692,-405.09
6,150,0.0605078,-0.0731805,631.319,614.576,-1.96261,1243.09,-8.72102,320.74
7,175,0.167502,-0.178078,1182.36,1173.92,6.84161,2321.16,-3.9819,922.857
8,200,0.0383785,-0.0465253,1796.99,1789.87,0.62817,3583.6,-13.6673,730.703
9,225,0.193411,-0.195391,2327.52,2316.54,1.30452,4556.58,-1.08486,258.286
10,250,0.0310982,-0.033168,2880.57,2868.56,-4.34038,5746.15,-9.90122,105.564
11,275,-0.134309,0.133865,3466.31,3450.74,-19.1789,6854.97,-22.7833,-747.74
12,300,0.0334015,-0.0335084,4153.11,4142.73,-22.8661,8291.2,-22.9617,-1134.82
13,325,-0.131951,0.131849,5046.32,5033.54,-10.3651,9992.3,-12.5537,-362.653
14,350,0.0320832,-0.0319874,6180.46,6172.17,28.1171,12346.3,28.9738,1509.52
15,375,0.197619,-0.197342,7501.41,7499.52,62.5312,14709.4,64.9453,3215.67
16,400,0.024821,-0.0245959,8725.63,8726.06,73.869,17446.4,75.822,3823.85
17,425,-0.156989,0.155377,9651.73,9648.42,59.1029,19065.2,43.2253,3852.95
18,450,0.0309927,-0.0326332,10329.6,10324.4,45.5697,20643.5,28.7995,3209.49
19,475,-0.0142391,0.0135036,10894.9,10890.3,35.3742,21783.1,27.2988,2270.16
20,500,0.0366761,-0.03774,11627,11622.5,27.3519,23233.4,15.16,2032.86
21,525,-0.103094,0.101401,12584.5,12578.8,36.2901,25031.8,14.5082,2928.16
22,550,0.0517036,-0.0533306,13639.7,13632.6,65.7768,27234.7,43.995,4524.3
23,575,-0.0882227,0.0854002,14698.9,14688.8,77.1448,29276.9,34.9525,6032.59
24,600,0.044944,-0.0476711,15689.4,15677.9,90.2368,31333.7,48.0446,6775.45
25,625,-0.00263012,-0.000148407,16409.7,16398,87.6865,32807.6,42.0936,6780.21
26,650,0.00558679,-0.00889256,16970.7,16959.1,80.165,33928.9,24.1685,6852.86
27,675,0.00945157,-0.0118237,17426.9,17415.2,83.9287,34840.1,42.7304,6387.45
28,700,0.0127187,-0.0143291,17809.2,17797.4,81.8812,35603.3,53.373,5707.79
29,725,0.0125311,-0.0145614,18261.3,18249.6,71.5643,36507.6,34.6622,5539.41
30,750,0.0100867,-0.0117771,18842.1,18830.2,87.6514,37670.1,55.9434,6158.07
31,775,0.00872508,-0.0108094,19468.9,19456.8,102.762,38923.8,62.3143,7353.77
32,800,0.00895654,-0.0117,20068.5,20056.3,113.739,40122.7,58.8277,8588.84
33,825,0.01155,-0.0140426,20544.8,20532.4,129.505,41073.8,78.4741,9251.69
34,850,0.0175012,-0.0202255,20765.8,20753.4,128.538,41511.7,72.2268,9440.95
35,875,0.0315141,-0.0342208,20649.7,20637.4,121.622,41264.8,66.1839,9040.11
36,900,0.0601974,-0.0626652,20297.7,20285.3,112.779,40506.5,63.5578,8300.25
37,925,0.0993423,-0.101911,19951.9,19939.7,108.569,39689.8,58.8139,8114.27
38,950,0.132012,-0.134957,19744.7,19732.7,121.485,39126.2,65.4658,9096.99
39,975,0.158011,-0.161548,19607.2,19595.4,144.998,38703.3,78.4101,10839.9
40,1000,0.198669,-0.203349,19416.6,19405.8,154.485,38040.7,67.6289,12297.3
41,1025,0.269399,-0.274578,19167.2,19157.1,157.784,36915.3,64.8729,12797.9
42,1050,0.359013,-0.364279,18945.5,18935.7,156.295,35430.8,66.4921,12636.1
43,1075,0.4391,-0.444433,18780.9,18771.2,149.445,33946.9,63.044,12169.2
44,1100,0.508537,-0.513707,18645.5,18635.6,143.793,32516.4,64.5515,11576.9
45,1125,0.566735,-0.572534,18525.6,18516.8,137.423,31193.2,51.7551,11596.2
46,1150,0.614924,-0.620827,18416.2,18407.4,148.164,30015.2,64.6582,12101.3
47,1175,0.641646,-0.647917,18320.2,18311.8,154.337,29277.3,67.6232,12612.4
48,1200,0.634365,-0.641741,18255.4,18247.4,152.479,29321,49.1169,13339
49,1225,0.623029,-0.630089,18197.8,18189.6,172.731,29475.5,73.5182,14193.3
50,1250,0.62729,-0.634844,18122,18114,177.966,29256.6,72.1824,14803
51,1275,0.643688,-0.651378,18035.2,18027.3,174.303,28762.4,68.4509,14630.9
52,1300,0.669942,-0.676745,17942.6,17933.9,170.689,28046,80.7163,13675.6
53,1325,0.69706,-0.704044,17849.2,17840.8,155.207,27284.4,65.3525,12876.8
54,1350,0.709413,-0.716111,17765.7,17757.1,153.073,26874.9,68.7022,12499.7
55,1375,0.694684,-0.701413,17707.7,17699,164.691,27124.9,79.0166,13166.6
56,1400,0.658363,-0.665922,17680.8,17671.9,184.115,27881.7,84.2267,14877.5
57,1425,0.635671,-0.643516,17637.8,17628.7,208.036,28295.4,102.477,16405.2
58,1450,0.657552,-0.666189,17548.7,17540.2,211.589,27679.5,97.2525,17058
59,1475,0.710478,-0.719719,17449.1,17441.6,202.142,26343.2,85.3563,16748.7
60,1500,0.761041,-0.769213,17354.2,17345.2,196.679,25028.3,100.674,15477.2
61,1525,0.784687,-0.792429,17266.1,17256.8,184.042,24334,96.4973,14403.6
62,1550,0.780699,-0.788222,17195,17185.5,179.499,24333.3,94.6775,14017
63,1575,0.762526,-0.769561,17138.3,17128.5,191.919,24694.5,111.842,14409.5
64,1600,0.738581,-0.746466,17088.7,17079,198.499,25173.4,105.819,15378.7
65,1625,0.727053,-0.734954,17027.6,17017.7,212.581,25346.7,119.02,16156.9
66,1650,0.726804,-0.734918,16956.4,16946.6,215.382,25244,119.511,16423.1
67,1675,0.721097,-0.729621,16890.3,16880.7,207.555,25269.3,106.207,16279.7
68,1700,0.726398,-0.733423,16816.6,16806,208.748,25056.6,127.789,15313.1
69,1725,0.735609,-0.742246,16739.4,16728.6,195.603,24739.2,120.775,14313.6
70,1750,0.72558,-0.73155,16678.6,16667.6,184.019,24880.5,117.082,13286.6
71,1775,0.698864,-0.703689,16638.2,16627,179.661,25415.2,125.524,12380.3
72,1800,0.655374,-0.66036,16624.2,16613,175.224,26300.4,116.5,12346
73,1825,0.595603,-0.600846,16646,16634.5,189.691,27500.9,124.067,13417
74,1850,0.536417,-0.541708,16678.2,16666.5,208.682,28616.1,138.995,14583.4
75,1875,0.50856,-0.514177,16660.6,16648.8,209.888,29048.2,134.096,14927.3
76,1900,0.533979,-0.539612,16574.8,16563,199.437,28476.9,125.245,14313.7
77,1925,0.588802,-0.594345,16472.3,16460.6,182.445,27336.3,113.247,13208.3
78,1950,0.623517,-0.628429,16382.4,16370,169.854,26542.3,111.899,12010.1
79,1975,0.620086,-0.624425,16322.7,16310.1,165.001,26516.3,114.774,11365.5
80,2000,0.597478,-0.602365,16286.5,16273.9,164.735,26874.6,106.138,11754.6
81,2025,0.578073,-0.583699,16248.1,16235.5,173.951,27155.4,104.436,12771.9
82,2050,0.574052,-0.580221,16191.7,16179.3,181.637,27127.7,104.736,13541.5
83,2075,0.574227,-0.581,16130.9,16118.8,175.634,27017.6,90.7823,13615.5
84,2100,0.588435,-0.594561,16057.2,16044.7,169.178,26647.9,94.5216,12782.4
85,2125,0.61927,-0.62588,15970.8,15958.8,151.14,25938.9,72.3753,12053.4
86,2150,0.654725,-0.661471,15883.3,15871.6,140.354,25123,62.7752,11453.2
87,2175,0.684825,-0.690516,15800.1,15787.4,138.2,24408.4,76.7665,10556.9
88,2200,0.683276,-0.689677,15736.5,15724.4,117.771,24334.4,47.5843,9912.76
89,2225,0.649202,-0.655854,15711,15698.8,118.834,24956.6,43.2089,10212.9
90,2250,0.609337,-0.615891,15698.3,15686.1,134.822,25676.9,57.711,11099.5
91,2275,0.57877,-0.586389,15675.5,15663.2,131.317,26169.1,38.3573,11674.4
92,2300,0.567579,-0.574698,15630.3,15618,129.215,26288.6,42.2856,11253.5
93,2325,0.582361,-0.589227,15558.2,15545.9,118.173,25918.1,36.0099,10445.7
94,2350,0.617739,-0.624916,15472.1,15460.2,100.022,25151.1,16.666,9572
95,2375,0.651504,-0.65812,15388.5,15376.3,88.8419,24401.3,15.5682,8507.69
96,2400,0.654086,-0.66092,15324.8,15312.8,81.4326,24250.1,5.89608,8229.48
97,2425,0.622238,-0.629764,15299.6,15287.5,92.8879,24786.9,6.67935,9342.91
98,2450,0.592642,-0.600501,15275,15262.8,117.369,25262.7,24.95,10922
99,2475,0.599454,-0.608684,15209.6,15198.1,116.857,25026.3,7.87243,11721.6
100,2500,0.646404,-0.656076,15121.5,15110.7,107.297,24044.4,-2.42173,11304.7
101,2525,0.703789,-0.712878,15035.6,15024.2,97.7093,22828.7,1.3883,10195.8
102,2550,0.738323,-0.747364,14955.2,14944,82.8473,22022,-9.08831,9226.03
103,2575,0.749149,-0.757535,14885.5,14874,75.2511,21706.6,-7.86497,8385.07
104,2600,0.744463,-0.753069,14825.7,14814.4,69.4329,21712.1,-16.2861,8203.1
105,2625,0.738017,-0.747071,14767.7,14756.6,75.971,21751.9,-14.9947,8809.72
106,2650,0.740532,-0.749696,14703.7,14692.6,87.4796,21606.4,-4.04407,9451.09
107,2675,0.723468,-0.733748,14655.3,14644.6,81.4151,21860.5,-23.8794,9810.6
108,2700,0.698922,-0.708578,14616.9,14606.3,84.4767,22280.2,-16.2068,9703.84
109,2725,0.696815,-0.705821,14558.8,14548,82.3408,22237.1,-10.8123,9205.7
110,2750,0.701764,-0.710761,14495.2,14484.6,69.0899,22047.4,-23.1862,8462.99
111,2775,0.703201,-0.710816,14435.1,14424,60.1968,21941.7,-16.1213,7183.54
112,2800,0.696417,-0.703681,14381.1,14370.1,43.7362,21989.1,-29.0211,6122.11
113,2825,0.667441,-0.674761,14350.3,14339.4,39.1507,22467.9,-36.2938,5986.84
114,2850,0.607593,-0.614902,14367.5,14356.5,56.5851,23522.9,-23.0852,7068.74
115,2875,0.529853,-0.537693,14428.7,14417.3,74.022,24833.2,-17.5007,8513.5
116,2900,0.478403,-0.486224,14454.6,14443.1,82.2983,25601.1,-12.4984,9065.68
117,2925,0.492862,-0.500817,14390.5,14379.3,74.9855,25291.2,-20.2495,8710.98
118,2950,0.554453,-0.562692,14295.8,14285.1,58.8793,24236.8,-35.2694,7857.75
119,2975,0.604598,-0.611517,14211.1,14199.1,50.891,23317.8,-22.9566,6481.92
120,3000,0.616761,-0.623069,14146.8,14134.7,40.2903,23019.1,-25.2922,5518.21
121,3025,0.594979,-0.601704,14114.7,14102.7,36.5307,23315.1,-35.144,5604.66
122,3050,0.560997,-0.567676,14101.3,14089.3,53.9588,23819.4,-19.1845,6574.54
123,3075,0.52101,-0.528551,14101,14088.8,61.7476,24396.2,-24.1488,7584.38
124,3100,0.48545,-0.493134,14100.2,14088,63.993,24880.6,-25.8968,7867.93
125,3125,0.479066,-0.486061,14061.9,14049.7,62.7364,24901.4,-18.7197,7385.33
126,3150,0.493082,-0.500798,13999.5,13987.9,47.2106,24602.1,-42.1715,6956.24
127,3175,0.516104,-0.522711,13930.2,13918,43.7358,24175.3,-30.1039,6034.22
128,3200,0.53577,-0.54139,13863.6,13851,35.1588,23791.2,-25.2648,4937.36
129,3225,0.52151,-0.527523,13830.4,13818.1,18.8799,23931.5,-46.9231,4327.59
130,3250,0.468418,-0.473882,13860.4,13848.4,23.642,24689.7,-38.3658,4358.68
131,3275,0.394421,-0.400035,13947.7,13935.6,31.1412,25712.2,-36.3447,4977.51
132,3300,0.312333,-0.318623,14085.3,14072.5,35.4711,26768,-44.7479,5767.15
133,3325,0.242186,-0.247922,14235.5,14223.1,44.7685,27608.3,-31.4089,6023.18
134,3350,0.210885,-0.216593,14308.3,14296,39.2847,27953.3,-37.887,5759.9
135,3375,0.230008,-0.235728,14244.6,14232.6,26.182,27708.5,-50.2793,5042.19
136,3400,0.283031,-0.288375,14111.3,14099.2,14.2197,27066.9,-54.6768,4084.55
137,3425,0.320323,-0.325704,14017.1,14005.1,6.55515,26573,-61.1293,3640.35
138,3450,0.306091,-0.31156,14016.8,14004.9,16.1771,26695.9,-53.1873,4221.56
139,3475,0.263207,-0.269063,14090.1,14077.9,35.1594,27176.3,-41.2117,5534.38
140,3500,0.237202,-0.244076,14135.4,14123,42.2595,27444,-49.1041,6597.62
141,3525,0.250928,-0.257932,14085.4,14073.1,44.7729,27251.8,-47.5665,6785.27
142,3550,0.289297,-0.296248,13985.2,13973,38.9395,26768.3,-50.5878,6370.37
143,3575,0.324976,-0.331498,13895.6,13883.3,30.9643,26295.8,-50.8319,5607.6
144,3600,0.355868,-0.361999,13816.1,13803.7,23.0332,25859.6,-51.9152,4882.38
145,3625,0.380478,-0.387201,13745.2,13733.4,16.1205,25479,-65.093,4828.05
146,3650,0.407309,-0.413661,13673.1,13661.1,28.1132,25063.4,-46.7018,5176.28
147,3675,0.41886,-0.425406,13618.7,13606.9,32.3598,24835.6,-44.0639,5485.4
148,3700,0.379,-0.386548,13645.1,13633,29.3052,25303.9,-61.6723,5994.81
149,3725,0.322568,-0.329519,13721.3,13709.5,46.6964,25985.5,-39.8379,6660.96
150,3750,0.286617,-0.293734,13768.9,13757.1,50.7327,26375.1,-39.7413,7035.69
151,3775,0.272104,-0.279179,13777.4,13765.7,44.391,26503.2,-46.1733,6692.64
152,3800,0.279156,-0.285063,13742.1,13730.2,39.7116,26386.2,-34.9175,5700.69
153,3825,0.299688,-0.305811,13678.3,13666.7,25.5343,26101.3,-50.9234,5045.85
154,3850,0.30959,-0.315582,13633.9,13622.4,22.6699,25935.4,-51.5147,4792.02
155,3875,0.279205,-0.285113,13672.9,13661.4,33.8173,26253.3,-40.551,5373.26
156,3900,0.204806,-0.21158,13853.6,13841.2,50.2114,27096.6,-39.0137,6896.59
157,3925,0.138999,-0.145854,14077.8,14065.1,74.9427,27857.8,-18.7594,8371.75
158,3950,0.132911,-0.140191,14114.5,14101.9,81.1771,27953.5,-18.8614,8989.48
159,3975,0.181371,-0.189276,13937.8,13925.8,70.4829,27386.2,-35.5483,8731.3
160,4000,0.267428,-0.274162,13721.5,13708.3,65.6139,26430,-19.8441,7585.2
161,4025,0.345613,-0.351965,13573.5,13560,55.9878,25499.6,-20.3935,6699.42
162,4050,0.376071,-0.382502,13496.8,13483.4,52.4164,25062.6,-23.2478,6494.45
163,4075,0.367371,-0.37347,13476.2,13462.9,64.5137,25111.9,-7.23716,6943.22
164,4100,0.33359,-0.340502,13503.7,13490.2,72.7718,25475,-10.7894,7922.71
165,4125,0.306815,-0.313895,13526.3,13512.7,87.0494,25747.1,0.067492,8823.31
166,4150,0.304597,-0.311661,13504.4,13490.8,93.6326,25723.6,6.90208,9158.62
167,4175,0.303313,-0.310981,13480.3,13466.9,86.2956,25685.9,-8.12383,9130.78
168,4200,0.313649,-0.320059,13436.6,13422.9,87.1468,25522.3,9.61708,8386.42
169,4225,0.339863,-0.345711,13366.1,13352.3,78.6077,25163.9,9.68549,7542.71
170,4250,0.346052,-0.351719,13325.7,13311.9,67.3701,25032.7,1.1339,6822.23
171,4275,0.319843,-0.324572,13344.6,13331.1,64.8668,25302.8,9.30233,6167.72
172,4300,0.265003,-0.269865,13439.7,13426.2,62.3021,25910.8,2.8831,6188.05
173,4325,0.181477,-0.186875,13661.1,13646.9,73.8129,26846.2,3.95932,7247.66
174,4350,0.0967988,-0.102211,13998.6,13984.1,96.2733,27844.1,22.3592,8581.91
175,4375,0.0579882,-0.0637282,14287.2,14272.5,101.983,28506.8,21.0638,9184.3
176,4400,0.0614638,-0.06718,14329.2,14314.5,95.2247,28584.4,14.4698,8820.1
177,4425,0.0980287,-0.103708,14108.4,14093.9,82.1067,28058.8,3.88145,8028.95
178,4450,0.156595,-0.161886,13853.8,13839.2,72.4335,27342.6,2.4154,7171.86
179,4475,0.19496,-0.199598,13728.8,13713.9,72.1948,26910.3,12.7075,6692.51
180,4500,0.193762,-0.198757,13726,13711.2,75.6059,26910.5,11.2858,7096.61
181,4525,0.17534,-0.181124,13779.5,13764.5,87.8548,27107.6,12.1177,8266.44
182,4550,0.167591,-0.173755,13805,13789.9,103.147,27193.9,21.8928,9328.04
183,4575,0.167378,-0.174174,13805.7,13790.8,103.706,27194.9,13.8302,9755.57
184,4600,0.175409,-0.181598,13779.8,13764.8,102.201,27106.9,20.9863,9280.39
185,4625,0.205344,-0.211373,13685.7,13670.8,93.2187,26764.7,15.6184,8654.16
186,4650,0.251788,-0.258304,13560.4,13546,83.8517,26229.4,2.02406,8380.01
187,4675,0.304519,-0.309865,13441.8,13426.5,89.576,25610.5,25.7481,7873.9
188,4700,0.327384,-0.332724,13375.8,13360.6,81.1851,25293.2,18.5735,7382.83
189,4725,0.288677,-0.294669,13426.8,13411.4,76.9436,25704.6,4.35058,7609.51
190,4750,0.217916,-0.223418,13587.3,13572.2,99.4612,26500.8,29.8564,8621.38
191,4775,0.153448,-0.159619,13787.1,13771.3,107.533,27221.3,25.9863,9570.48
192,4800,0.113959,-0.120134,13962.5,13946.7,108.122,27718.1,24.3855,9678.79
193,4825,0.103544,-0.108757,14043.1,14027.5,107.038,27912.5,35.9299,9036.02
194,4850,0.117975,-0.123452,13991.2,13975.8,93.7228,27763.4,19.5544,8476.74
195,4875,0.149438,-0.154426,13868.2,13852.7,85.7016,27401.5,19.7177,7692.11
196,4900,0.170274,-0.174942,13797.1,13781.6,82.4779,27168.8,21.7382,7289.11
197,4925,0.147625,-0.153011,13881.7,13866,89.7387,27434.7,18.2162,8161.86
198,4950,0.103726,-0.109388,14088.2,14072.1,119.316,28000.4,41.7707,9984.68
199,4975,0.0875699,-0.0940531,14211.4,14195.1,134.285,28289.3,44.0669,11349.5
200,5000,0.107543,-0.114905,14122.3,14106.3,128.919,28054,27.4244,11592
201,5025,0.16549,-0.172144,13886.9,13870.5,124.486,27362.6,36.2138,10791.8
202,5050,0.239177,-0.245555,13678,13661.4,114.02,26540.2,33.3396,9932.42
203,5075,0.291692,-0.297685,13554,13537.3,106.877,25923.4,34.0535,9218.46
204,5100,0.312106,-0.317805,13491.9,13475.1,105.043,25640.4,37.16,8900.08
205,5125,0.310251,-0.31658,13467.9,13451.3,108.449,25607.7,32.5426,9458.13
206,5150,0.314427,-0.320843,13433.5,13416.8,125.515,25507,48.8901,10399.5
207,5175,0.31019,-0.317344,13413.7,13397.1,129.883,25501.6,43.7782,11076
208,5200,0.277216,-0.284824,13457.2,13440.5,129.704,25842.4,36.0249,11400.8
209,5225,0.261086,-0.267682,13472.9,13456.3,135.936,25993.4,54.5548,11141.4
210,5250,0.269832,-0.276521,13434.5,13418,127.006,25856.6,44.9739,10703.4
211,5275,0.280818,-0.286776,13391.8,13375.2,118.317,25696.2,46.4025,9774.42
212,5300,0.286227,-0.291277,13359.5,13342.9,107.255,25596.9,47.3506,8626.01
213,5325,0.271388,-0.276614,13368.6,13352.1,95.0088,25723.9,32.2585,8102.63
214,5350,0.217352,-0.222691,13488,13471.3,106.093,26309.3,39.4895,8843.66
215,5375,0.131713,-0.137536,13770.4,13753,128.713,27274.3,51.631,10486.5
216,5400,0.0706516,-0.0770488,14093.8,14075.7,142.618,28092.6,54.0933,11715
217,5425,0.064475,-0.0708683,14202.2,14184.1,144.109,28321.1,54.7993,11826
218,5450,0.0994965,-0.106427,13997.6,13980,130.2,27829.4,35.5737,11351.2
219,5475,0.172513,-0.178883,13698.6,13680.7,118.389,26957.7,35.6709,10227.4
220,5500,0.247116,-0.252455,13498.1,13479.2,109.626,26140.1,44.5237,8992.49
221,5525,0.283365,-0.289078,13404.6,13386.1,99.2402,25700.7,31.0581,8603.55
222,5550,0.279523,-0.285575,13389.9,13371.4,109.295,25700,36.6868,9342.34
223,5575,0.259444,-0.265991,13412.8,13394.2,125.798,25887.1,45.8878,10548.7
224,5600,0.230645,-0.238207,13464.8,13445.9,128.796,26174.5,34.2152,11376.4
225,5625,0.223935,-0.230914,13469.4,13450.6,132.874,26226.7,45.6048,11246.3
226,5650,0.249085,-0.256427,13395.7,13377.2,122.251,25922.1,31.7359,10850.3
227,5675,0.290405,-0.297904,13294.8,13276.5,111.722,25429.9,21.672,10298.3
228,5700,0.338987,-0.344962,13193.3,13173.9,109.382,24840.3,41.6647,9156.96
229,5725,0.363478,-0.369556,13126.2,13107,92.0237,24490.7,24.442,8243.28
230,5750,0.334564,-0.340581,13144.9,13125.9,86.1502,24788,17.8654,7947.44
231,5775,0.267808,-0.273293,13263.5,13244.8,98.0591,25543.9,32.9941,8387.01
232,5800,0.187211,-0.193494,13468.7,13449.2,102.157,26431.6,22.8164,9230.79
233,5825,0.117601,-0.123815,13725.6,13706,111.469,27231.9,29.2048,9817.68
234,5850,0.0846714,-0.0904219,13924.3,13904.9,114.919,27722.4,36.9088,9785.67
235,5875,0.0877508,-0.0937513,13944.2,13924.9,103.547,27754.4,22.0258,9343.96
236,5900,0.122862,-0.128428,13779.6,13760.3,91.2995,27322.7,17.6753,8353.24
237,5925,0.172338,-0.177662,13595.3,13576.1,79.2582,26756.3,11.3872,7475.85
238,5950,0.191378,-0.196822,13533.2,13514.1,78.9998,26539.3,10.4572,7502.18
239,5975,0.167278,-0.172836,13607.9,13588.7,97.4346,26804.3,26.1866,8592.37
240,6000,0.13991,-0.146391,13712,13692.4,109.965,27123.9,24.8535,9882.39
241,6025,0.142202,-0.149391,13711,13691.6,112.719,27111.7,18.0951,10467.1
242,6050,0.175258,-0.182307,13596.8,13577.4,111.052,26741,20.2587,10224.3
243,6075,0.218028,-0.224962,13470,13450.7,101.935,26262.9,15.1286,9584.1
244,6100,0.256789,-0.263015,13367.8,13348.3,94.1043,25818.8,18.7572,8660.05
245,6125,0.290449,-0.296926,13281.3,13262.1,82.8311,25406.8,6.10968,8145.66
246,6150,0.319434,-0.326073,13206,13186.9,84.3854,25030,7.35221,8259.98
247,6175,0.34554,-0.351801,13136.9,13117.7,94.3814,24674.7,23.6971,8505.93
248,6200,0.326199,-0.333487,13140.1,13120.9,87.9357,24845.3,3.6166,8798.94
249,6225,0.264539,-0.271851,13248.3,13229,96.2906,25530.6,8.05343,9383.47
250,6250,0.216076,-0.222889,13354.2,13335.2,108.468,26049,23.8753,9824.1
251,6275,0.191299,-0.198658,13415,13396,100.965,26302.8,7.88166,9804.73
252,6300,0.187835,-0.194106,13422.2,13403.2,95.4891,26337.6,16.5152,8857.02
253,6325,0.202109,-0.207992,13375.9,13357,81.5117,26172.7,8.37684,7852.87
254,6350,0.217588,-0.223656,13325.4,13306.7,67.9678,25986.4,-6.79686,7218.04
255,6375,0.204754,-0.210446,13350.9,13332.3,72.4052,26110.2,1.9313,7245.69
256,6400,0.145961,-0.152292,13539.5,13520.4,83.6911,26759.4,1.82655,8341.01
257,6425,0.0789899,-0.0858811,13855.8,13836,103.887,27597.7,10.4272,9904.98
258,6450,0.0605095,-0.0674999,14042.7,14022.7,117.673,28007.8,21.0551,10767.7
259,6475,0.0807039,-0.0887126,13935.2,13915.7,107.261,27750.8,-2.21726,10813.2
260,6500,0.139562,-0.14708,13652.2,13632.6,97.1716,27004.9,-1.54504,9830.55
261,6525,0.222251,-0.228885,13399.5,13379.1,87.1079,26100.1,5.08427,8585.75
262,6550,0.282128,-0.289061,13259,13239.1,74.5016,25424.7,-8.03719,7977.6
263,6575,0.298316,-0.305004,13205.8,13185.9,79.6062,25199.8,1.24302,8061.96
264,6600,0.279662,-0.286783,13219.6,13199.7,87.8698,25366.7,3.1166,8788.78
265,6625,0.250516,-0.258438,13263.9,13243.8,95.5693,25653.8,-0.989837,9731.51
266,6650,0.245397,-0.253066,13259.2,13239.1,106.458,25679.4,12.9375,10162.4
267,6675,0.251609,-0.260071,13227.6,13207.8,98.6869,25574.8,-4.5178,10206.8
268,6700,0.261573,-0.269556,13188.7,13169,94.2311,25433.6,-2.10326,9656.07
269,6725,0.29205,-0.298886,13111.1,13090.9,89.2355,25066.4,9.43234,8638.36
270,6750,0.316687,-0.323622,13043.6,13023.7,73.7129,24742.6,-5.80694,7816.74
271,6775,0.307043,-0.313136,13035.7,13015.9,67.3411,24809,-2.19267,6999.6
272,6800,0.266172,-0.27183,13099.2,13079.6,63.3816,25237.2,-2.81882,6607.86
273,6825,0.194778,-0.200992,13272.9,13252.9,66.0021,26008,-10.8756,7208.44
274,6850,0.109574,-0.115812,13580.7,13560.5,86.3936,26968.9,4.54738,8469.44
275,6875,0.0576235,-0.0639848,13905.8,13885.3,98.0234,27739.6,11.0369,9290.31
276,6900,0.0514236,-0.0579116,14041.1,14020.6,92.9255,28019.7,3.14492,9142.81
277,6925,0.0773808,-0.083749,13881.2,13861,80.3214,27652.1,-6.09742,8336.87
278,6950,0.134702,-0.14091,13596,13575.9,66.5379,26914.2,-14.2445,7382.07
279,6975,0.189551,-0.195058,13410,13389.6,62.3379,26305.6,-6.18457,6626.57
280,7000,0.204868,-0.210264,13360.4,13340.1,64.0631,26127.3,-2.23618,6622.22
281,7025,0.191152,-0.197357,13392,13371.6,71.141,26260.2,-6.38306,7511.37
282,7050,0.18058,-0.187203,13419.7,13399.3,86.3118,26366.7,2.73172,8589.97
283,7075,0.18272,-0.189913,13409.4,13389.1,90.3837,26334.6,-0.567317,9147.83
284,7100,0.188783,-0.195893,13387.4,13367.2,86.4128,26261.1,-3.0889,8873.5
285,7125,0.213769,-0.220157,13312.6,13292.3,80.1767,25981,1.56157,8054.02
286,7150,0.257522,-0.264622,13198.6,13178.9,65.9502,25483.5,-19.458,7640.71
287,7175,0.311424,-0.317871,13082.5,13062.5,67.0635,24861.3,-6.87891,7197.72
288,7200,0.350455,-0.356185,12996.5,12976.2,65.1704,24368.3,2.40308,6592.54
289,7225,0.330241,-0.336858,13000.5,12980.2,52.0098,24548.7,-22.5683,6443.57
290,7250,0.261976,-0.268288,13123.6,13103.5,66.9092,25310.6,-7.71549,7191.96
291,7275,0.188543,-0.194953,13308.1,13287.8,81.4787,26108.4,1.66396,8163.19
292,7300,0.135181,-0.142204,13492.2,13471.6,79.4193,26704.7,-11.4951,8535.38
293,7325,0.112299,-0.118244,13610.4,13590.1,79.3637,27019.9,1.38426,7921.88
294,7350,0.117194,-0.123112,13607.9,13587.7,67.3862,26999.4,-10.088,7265.53
295,7375,0.143214,-0.149094,13509,13489.1,55.1377,26710.1,-20.4717,6543.99
296,7400,0.169176,-0.174465,13421.4,13401.4,50.7516,26427.7,-15.7179,5904.1
297,7425,0.157357,-0.163183,13463.4,13443.4,51.5755,26561.9,-22.6121,6297.78
298,7450,0.10861,-0.114916,13670.9,13650.5,74.5434,27150.8,-8.77617,7909.57
299,7475,0.0780185,-0.0847046,13870.3,13849.6,98.1021,27628.1,7.42383,9477.24
300,7500,0.0829546,-0.0908192,13877.7,13857.2,94.9525,27630.1,-11.9179,10051
301,7525,0.123664,-0.131203,13681,13660.5,89.1126,27119.7,-10.5259,9440.56
302,7550,0.191401,-0.198362,13444.2,13423.4,80.3651,26358.8,-7.35914,8476.39
303,7575,0.251205,-0.258045,13288.8,13268.1,70.319,25700.6,-12.3735,7748.27
304,7600,0.280461,-0.286792,13211.1,13190.3,68.2267,25346.5,-6.19373,7268.28
305,7625,0.280548,-0.28735,13188.6,13168,68.4275,25301.1,-11.8506,7553.45
306,7650,0.276351,-0.283456,13175.3,13154.7,82.3077,25305.2,-1.9079,8471.26
307,7675,0.277843,-0.285222,13150.8,13130.3,93.8149,25246.2,6.35573,9234.25
308,7700,0.250964,-0.259244,13189.6,13169,90.8822,25505.4,-9.50527,9666.57
