Time,StepCount,alpha1,alpha2,F1c,F2c,F3c,Fxg,Fyg,Mzg
4488,112200,-1.50451,-0.287932,11504.1,14408.6,-48160.3,14577.5,-63730.7,-1.9432e+06
4489,112225,-1.41532,-0.431863,12017.2,14553.6,-47285.4,15078.4,-65249.2,-1.77725e+06
4490,112250,-1.26958,-0.576709,12916.6,14839.7,-47428.3,16271.6,-67854.9,-1.65475e+06
4491,112275,-1.12103,-0.709485,13414.8,15441.1,-49314,17547.2,-71453.7,-1.65854e+06
4492,112300,-0.969854,-0.683951,13851.8,15810.2,-51314,20086.3,-72728.8,-1.78693e+06
4493,112325,-0.939156,-0.564312,13869.8,16045.7,-53314,21747.6,-73089.6,-1.97332e+06
4494,112350,-1.02746,-0.491818,13688.9,15925.8,-55314,21115.3,-74552.1,-2.11465e+06
4495,112375,-1.18372,-0.389293,13449.8,15578.5,-55147,19490,-73514.3,-2.16161e+06
4496,112400,-1.33759,-0.324561,13315.1,15212,-53147,17494.9,-70952.6,-2.09492e+06
4497,112425,-1.41886,-0.419408,13267.8,15016.7,-51147,15723.2,-70377,-1.92739e+06
4498,112450,-1.38959,-0.508196,13201.2,14879.1,-49147,15377.9,-69372.3,-1.76899e+06
4499,112475,-1.31874,-0.462131,13165.3,14883.3,-48156.5,16605.4,-67541.7,-1.75023e+06
4500,112500,-1.16483,-0.440206,13378.7,15071.9,-50156.5,18918.3,-68870.3,-1.87463e+06
4501,112525,-1.09148,-0.355258,13454.5,15354.5,-52156.5,20600.6,-69435.6,-2.04407e+06
4502,112550,-1.18542,-0.274332,13332.9,15304.3,-54156.5,19744,-70657.5,-2.19579e+06
4503,112575,-1.33265,-0.144104,12768,14943.6,-54389.5,17800.7,-68943.2,-2.31017e+06
4504,112600,-1.48987,-0.0100609,12518.5,14511.4,-52941,15522.6,-65564.5,-2.3323e+06
4505,112625,-1.64914,-0.0607059,12625,14296.3,-51231.6,13281.9,-64685.2,-2.21666e+06
4506,112650,-1.6385,-0.201622,12953.8,14318.1,-50044.5,13151.7,-65836,-2.04608e+06
4507,112675,-1.50481,-0.343839,13442.1,14438.7,-51040,14480,-69320.1,-1.97146e+06
4508,112700,-1.35868,-0.377842,13663.4,14717.6,-53040,16556.1,-71826.7,-2.04133e+06
4509,112725,-1.28029,-0.286328,13798.5,15216,-55040,18548.9,-72557.7,-2.20333e+06
4510,112750,-1.33047,-0.146406,13626,15748.7,-57040,18823.5,-72571.9,-2.41054e+06
4511,112775,-1.47942,-0.0235978,13625.7,16039.7,-59040,17278.5,-72987.3,-2.60503e+06
4512,112800,-1.61663,-0.0836984,13711.2,16093.7,-61040,15409.2,-76082.2,-2.67488e+06
4513,112825,-1.62864,-0.209203,14011.9,16108.6,-60590.7,14947.2,-77924.6,-2.54725e+06
4514,112850,-1.54809,-0.341373,14821.9,15967,-58590.7,15382.2,-78754.2,-2.30091e+06
4515,112875,-1.51617,-0.431978,14822.6,16019,-56734.2,15356.8,-78241.3,-2.13526e+06
4516,112900,-1.42495,-0.409364,14827,16046.7,-57308.7,16875.7,-78365.3,-2.17778e+06
4517,112925,-1.33029,-0.302645,14812.6,16228,-59308.7,19018.8,-78531.7,-2.36206e+06
4518,112950,-1.30999,-0.205759,14690.5,16322.1,-61308.7,19765.9,-78837.2,-2.54591e+06
4519,112975,-1.43675,-0.082088,14468.8,16278.5,-61846,18157.3,-77519.7,-2.67255e+06
4520,113000,-1.57551,0.0414978,14072.5,16035.2,-60977.6,15955.1,-74384.7,-2.74111e+06
4521,113025,-1.71795,0.110989,14092.8,15775.7,-59150.9,13612.3,-71344,-2.71052e+06
4522,113050,-1.81988,0.01824,14162.2,15700.7,-57150.9,12206.9,-70589.7,-2.55858e+06
4523,113075,-1.82079,-0.0925816,14155.8,15718.7,-55566.6,12149.2,-70735.5,-2.3965e+06
4524,113100,-1.72954,-0.148517,14162.8,15753.3,-56212.1,13341.1,-72527.9,-2.36976e+06
4525,113125,-1.59724,-0.1141,14207.2,15947.9,-58212.1,15468.6,-74230,-2.47798e+06
4526,113150,-1.52517,-0.0473043,14155.1,16243.1,-60212.1,16870.6,-75120.6,-2.62942e+06
4527,113175,-1.5771,0.0103447,14056.8,16377.1,-62212.1,16287.6,-76099.3,-2.78758e+06
4528,113200,-1.71179,0.0619121,14063.4,16337.6,-64212.1,14330,-77125.1,-2.95014e+06
4529,113225,-1.82241,0.0573675,14079.4,16239.5,-65420.8,12707.5,-78125.8,-3.03361e+06
4530,113250,-1.84312,-0.0657615,14112.1,16265.7,-64970.4,12434.8,-79631.3,-2.92387e+06
4531,113275,-1.72876,-0.190963,14742.8,16168.7,-63014.3,13555.5,-80642.5,-2.67385e+06
4532,113300,-1.60219,-0.318816,15424.3,16171.7,-62816.5,14872.6,-83302.1,-2.51831e+06
4533,113325,-1.48264,-0.323988,15544.6,16387.2,-64816.5,16903.1,-85517.6,-2.60289e+06
4534,113350,-1.4406,-0.18784,14741,17226.6,-66816.5,18837.3,-84649.6,-2.84385e+06
4535,113375,-1.50762,-0.0680629,14147.1,17892.1,-68816.5,18743.9,-84152.2,-3.07587e+06
4536,113400,-1.644,-0.0491132,14176.1,17856.5,-70816.5,16798.1,-85831.2,-3.20971e+06
4537,113425,-1.78637,3.33077e-05,14196.5,17662.1,-69680.2,14625.3,-83547.6,-3.21391e+06
4538,113450,-1.87518,-0.0590754,14223.8,17463.5,-67680.2,13170,-82281.3,-3.08188e+06
4539,113475,-1.86508,-0.176319,14246.3,17280.1,-65680.2,12880,-82345.1,-2.87914e+06
4540,113500,-1.84935,-0.200012,14172,17172.6,-63680.2,12933.4,-80717.8,-2.75345e+06
4541,113525,-1.73119,-0.203427,14192,17210.6,-65112.4,14589.1,-82599.3,-2.79791e+06
4542,113550,-1.6161,-0.128008,14201.7,17492.7,-67112.4,16706.4,-83532.6,-2.944e+06
4543,113575,-1.57847,-0.0849918,14120.4,17634.2,-69112.4,17462.1,-84729.3,-3.08395e+06
4544,113600,-1.70785,0.0183666,14071.1,17615.8,-69342.6,15690.4,-82958.2,-3.1992e+06
4545,113625,-1.85918,0.133646,13791.8,17437.5,-68783.6,13359.5,-79682.4,-3.30352e+06
4546,113650,-2.01143,0.17066,13885.7,17250.1,-68031.2,11077.1,-77660.9,-3.33277e+06
4547,113675,-2.04889,0.0541456,14014.5,17177.6,-67088.3,10704.5,-78601.7,-3.20278e+06
4548,113700,-1.93082,-0.0631262,14609.6,16967.2,-65743.7,11786.4,-80487,-2.97553e+06
4549,113725,-1.79552,-0.183176,15246,16855.9,-66107.7,13176.5,-84040.6,-2.83652e+06
4550,113750,-1.68323,-0.200165,15319.4,17120.2,-68107.7,15059.5,-86734.4,-2.90098e+06
4551,113775,-1.65408,-0.0771205,14951.1,18223.6,-70107.7,16925.7,-86410.9,-3.11795e+06
4552,113800,-1.79729,0.0304068,14444.6,19603.2,-72107.7,16350.4,-85587.3,-3.37499e+06
4553,113825,-1.94221,0.112163,14448.4,20085.9,-74107.7,14715.9,-85322.7,-3.59945e+06
4554,113850,-2.08174,0.020231,14618.3,20124.7,-76107.7,12972.2,-88451.8,-3.6691e+06
4555,113875,-2.04653,-0.0796841,14831.5,20011.2,-74908,13155.1,-89685.4,-3.49232e+06
4556,113900,-1.92938,-0.182861,15317.1,19758.1,-72908,14053.2,-90843.8,-3.23064e+06
4557,113925,-1.91837,-0.214999,15260.2,19711.2,-71546.2,14059.5,-90099.1,-3.12825e+06
4558,113950,-1.83341,-0.156557,15177.6,19772.5,-73042.6,15590.6,-90782.8,-3.23724e+06
4559,113975,-1.76731,-0.0589943,15059.4,20007.1,-75042.6,17032,-90991.7,-3.41993e+06
4560,114000,-1.77364,-0.035362,14951.2,19987.9,-77042.6,16963.4,-92393.9,-3.55336e+06
4561,114025,-1.91282,0.0530503,14943.4,19894,-76322.3,14854,-89345.3,-3.63319e+06
4562,114050,-2.05835,0.153442,14967.9,19699.2,-74583,12455.8,-84796,-3.67867e+06
4563,114075,-2.21007,0.173673,15105.1,19505,-72583,10199.6,-81334.8,-3.65063e+06
4564,114100,-2.26626,0.11596,15157.5,19299.8,-70583,9458.16,-79987.4,-3.51988e+06
4565,114125,-2.2775,0.0313219,15174.6,19223.2,-68914.4,9360.51,-79852.8,-3.36371e+06
4566,114150,-2.1826,-0.0539701,15189.3,19269.2,-69941.3,10517.2,-83414.9,-3.29634e+06
4567,114175,-2.03307,-0.0495276,15213.4,19453.3,-71941.3,12644.6,-86521,-3.34031e+06
4568,114200,-1.92159,0.0040244,15151.6,19762.4,-73941.3,14555.4,-88090.7,-3.45695e+06
4569,114225,-1.95131,0.0460509,15036.4,19924.8,-75941.3,14319.2,-88985,-3.61634e+06
4570,114250,-2.0959,0.0625441,15129.5,19805.1,-77941.3,12181.9,-89794.6,-3.78895e+06
4571,114275,-2.23481,0.0694536,15238.2,19661.4,-78154.7,10222.9,-88790.8,-3.86661e+06
4572,114300,-2.23922,-0.0324114,15279.7,19612.1,-76802.6,10132.2,-89429.6,-3.70582e+06
4573,114325,-2.10506,-0.135634,15659.6,19491,-75097.5,11338.1,-91210.4,-3.44609e+06
4574,114350,-1.98548,-0.224235,15733.9,19579.8,-76838.2,12750.4,-95592.3,-3.40649e+06
4575,114375,-1.94287,-0.116454,15296.3,20257.7,-78838.2,14559.6,-95441.7,-3.61104e+06
4576,114400,-1.99671,-0.0165669,14526.9,21355,-80838.2,15350.3,-94421.2,-3.86467e+06
4577,114425,-2.01858,0.03883,14398.6,21601.2,-82838.2,15350.6,-94978.7,-4.03884e+06
4578,114450,-2.17348,0.0477231,14526.2,21435.6,-82800.7,13177,-93745,-4.10346e+06
4579,114475,-2.31984,0.0343624,14682.5,21220.8,-80800.7,11210.3,-90824.2,-4.04982e+06
4580,114500,-2.37107,-0.033495,14734.1,21070,-78800.7,10485.8,-89768.7,-3.90429e+06
4581,114525,-2.37238,-0.113711,14750.3,21002,-77462.1,10268.9,-90105,-3.75681e+06
4582,114550,-2.33161,-0.167145,14723.2,20971,-77802.1,10526.9,-91954.7,-3.70246e+06
4583,114575,-2.23723,-0.180219,14686.2,20993.7,-79797.1,11574.9,-95104,-3.74856e+06
4584,114600,-2.12973,-0.164789,14643,21041.6,-81784,12991.6,-97650.4,-3.82022e+06
4585,114625,-2.1029,-0.128049,14527.3,21046.4,-82323.1,13503.7,-97529.5,-3.87654e+06
4586,114650,-2.22037,-0.066915,14520.6,20985.1,-81652.1,12155.4,-94618.6,-3.95211e+06
4587,114675,-2.39569,-0.0177283,14680.8,20778.8,-81034.1,9992.81,-91365.4,-4.05081e+06
4588,114700,-2.52862,-0.0616685,14876.4,20580,-80658.9,8372.85,-90485.7,-4.06168e+06
4589,114725,-2.48886,-0.160444,15010.8,20458.2,-79232,8270.45,-91617.3,-3.8668e+06
4590,114750,-2.33762,-0.262115,15372.7,20331.3,-77403.9,8970.57,-93742.5,-3.5793e+06
4591,114775,-2.16331,-0.356131,15564.4,20455.2,-79356,10479.8,-99399.1,-3.49898e+06
4592,114800,-2.11634,-0.239509,15372.5,21632.2,-81356,13038.2,-99628.9,-3.69253e+06
4593,114825,-2.22461,-0.135244,15076.4,23226.8,-83356,13844.9,-98454.9,-3.96371e+06
4594,114850,-2.31703,-0.0553971,15317.9,24619.5,-85356,14182.7,-97966.4,-4.20127e+06
4595,114875,-2.48749,-0.0802014,15623.9,24807.6,-87356,12328.9,-98849.9,-4.37254e+06
4596,114900,-2.50598,-0.162533,15761.5,24641.6,-88618.9,11633.4,-101963,-4.3553e+06
4597,114925,-2.45394,-0.246267,15838.5,24560.4,-86813.4,11580.4,-102854,-4.13169e+06
4598,114950,-2.39127,-0.312501,15843.2,24531.1,-85143.1,11754.3,-103488,-3.93159e+06
4599,114975,-2.33919,-0.302239,15758.8,24509.8,-85528.5,12446.9,-104155,-3.93527e+06
4600,115000,-2.28422,-0.243617,15654.6,24642,-87528.5,13669.6,-105309,-4.07799e+06
4601,115025,-2.25301,-0.216659,15591.1,24776.2,-89528.5,14366.6,-106956,-4.19896e+06
4602,115050,-2.28164,-0.242743,15560.6,24686.9,-90530.8,13810.3,-108257,-4.23928e+06
4603,115075,-2.45865,-0.171489,15666.5,24450.5,-88571.1,11939.1,-102630,-4.31532e+06
4604,115100,-2.6332,-0.0901952,16202,24119.1,-86779.5,9868.18,-96838.7,-4.41387e+06
4605,115125,-2.77958,-0.0479612,16621.7,23731.7,-84931.8,8159.97,-91956.3,-4.46003e+06
4606,115150,-2.83578,-0.108592,16810,23449.4,-83208.1,7281.24,-90810.4,-4.34331e+06
4607,115175,-2.79937,-0.189874,16875.9,23322.3,-81217.5,7005.88,-91282.5,-4.12321e+06
4608,115200,-2.66739,-0.240145,16782.3,23468,-81802.1,7863.97,-95047.1,-4.00356e+06
4609,115225,-2.5171,-0.185908,16527.2,24095.8,-83802.1,10272.8,-97919.2,-4.06586e+06
4610,115250,-2.41551,-0.0980763,16429.3,25059.8,-85802.1,12653.9,-99164.1,-4.2068e+06
4611,115275,-2.47162,-0.0888795,16450.4,25335.2,-87802.1,12340.7,-100266,-4.35954e+06
4612,115300,-2.62829,-0.108222,16729.4,25084.1,-89243,10364,-100167,-4.51485e+06
4613,115325,-2.73788,-0.126589,16891,24849.2,-88410.6,9117.27,-98183.3,-4.52728e+06
4614,115350,-2.66905,-0.195745,16899.3,24799.5,-86678.7,9278.51,-99193.9,-4.3064e+06
4615,115375,-2.54756,-0.246707,16911.2,24824.8,-85762.7,10059,-101291,-4.11328e+06
4616,115400,-2.42529,-0.196304,16840.4,25040.1,-87762.7,11857.5,-103704,-4.19489e+06
4617,115425,-2.47411,-0.111059,16340.6,26021.2,-89762.7,13027.2,-102762,-4.44333e+06
4618,115450,-2.48976,-0.0330687,16056.8,26735.9,-91762.7,13956.5,-102387,-4.66171e+06
4619,115475,-2.54677,-0.0489387,16064.2,26599.6,-93439.7,13262.6,-103743,-4.76778e+06
4620,115500,-2.70104,-0.0508986,16419.1,26217.3,-91439.7,11332,-99775.3,-4.75844e+06
4621,115525,-2.80288,-0.0976546,16664.2,25890,-89439.7,10049.3,-97501,-4.66793e+06
4622,115550,-2.83194,-0.150727,16767.7,25666.1,-88088.5,9404.86,-97052,-4.55475e+06
4623,115575,-2.85883,-0.191533,16831,25465.7,-86622.5,8837.48,-96166.4,-4.44966e+06
4624,115600,-2.87661,-0.220981,16849.4,25297.5,-85260.8,8421.04,-95218.4,-4.35733e+06
4625,115625,-2.79944,-0.233178,16742.5,25312.7,-85560.3,8855.74,-97026.8,-4.3015e+06
4626,115650,-2.66191,-0.230087,16506,25570.3,-87458.1,10253.3,-100907,-4.30685e+06
4627,115675,-2.53694,-0.184044,16373.2,25727.8,-89212.4,11823.1,-103228,-4.36888e+06
4628,115700,-2.62588,-0.149929,16366.9,25625,-89309.6,11099.2,-101209,-4.47498e+06
4629,115725,-2.7726,-0.0946635,16833.5,25213.2,-88423.6,9399.93,-96878.3,-4.5916e+06
4630,115750,-2.89219,-0.13293,17144.1,24866,-87166.3,8032.93,-94693.6,-4.56991e+06
4631,115775,-2.81386,-0.215434,17223.4,24772.7,-85277.7,7893.38,-96117.7,-4.31547e+06
4632,115800,-2.68678,-0.297631,17173.5,24878.3,-84372.9,8356.79,-99212.8,-4.07845e+06
4633,115825,-2.54954,-0.255562,17102.4,25447.2,-86372.9,10429.2,-102350,-4.13049e+06
4634,115850,-2.58388,-0.165002,16916.1,26987.3,-88372.9,12268,-101759,-4.36823e+06
4635,115875,-2.61196,-0.0847969,17074.4,28724,-90372.9,13885.6,-101432,-4.5956e+06
4636,115900,-2.72492,-0.0899044,17429.1,29509.2,-92372.9,13452.1,-102076,-4.77641e+06
4637,115925,-2.81283,-0.151093,17708.4,29347.9,-94372.9,12253.6,-104508,-4.86611e+06
4638,115950,-2.81442,-0.221406,17812.4,29150.3,-94231.7,11571.2,-106358,-4.76576e+06
4639,115975,-2.74779,-0.284941,17830.3,29073.4,-92946.7,11435.6,-107961,-4.56111e+06
4640,116000,-2.69288,-0.314756,17780.5,29006.7,-92500.9,11561.3,-109194,-4.45656e+06
4641,116025,-2.64177,-0.312624,17682.1,28975.3,-93921.5,12051.9,-111308,-4.49709e+06
4642,116050,-2.5805,-0.306562,17603.2,28989.9,-95921.5,12734.1,-114037,-4.56644e+06
4643,116075,-2.53919,-0.313004,17523,28936.7,-96782.6,13092.2,-115622,-4.57551e+06
4644,116100,-2.6128,-0.290944,17487.9,28781.5,-94782.6,12472.6,-111861,-4.55363e+06
4645,116125,-2.74486,-0.272161,17656.4,28387.3,-92782.6,11057.4,-107236,-4.57246e+06
4646,116150,-2.87185,-0.229279,18096.9,27785.2,-90782.6,9615.57,-101920,-4.62179e+06
4647,116175,-2.98792,-0.261229,18440.3,27290,-88782.6,8141.13,-98653.3,-4.5734e+06
4648,116200,-2.94727,-0.341668,18461.6,27004.5,-86782.6,7329.49,-99395.6,-4.33679e+06
4649,116225,-2.85438,-0.39499,18358.7,26917.9,-84782.6,7238.54,-100341,-4.0905e+06
4650,116250,-2.73012,-0.396528,18003.1,27267.8,-86580.6,8651.58,-104313,-4.08241e+06
4651,116275,-2.67505,-0.304438,17597.9,28460.8,-88580.6,11434.8,-105027,-4.25475e+06
4652,116300,-2.63743,-0.222497,17665.3,29598.2,-90580.6,13401.2,-105646,-4.4332e+06
4653,116325,-2.72188,-0.227035,17819.8,29612.7,-92580.6,12579.7,-106508,-4.59593e+06
4654,116350,-2.84816,-0.234018,18190.8,29198.6,-93138.3,10989.4,-105171,-4.71559e+06
4655,116375,-2.89516,-0.271988,18286.9,28957.3,-91820.6,10158.3,-104061,-4.63507e+06
4656,116400,-2.80334,-0.322972,18274.6,28919.2,-89884.7,10184.9,-105128,-4.39061e+06
4657,116425,-2.69218,-0.335974,18217.2,28940.1,-89906.5,10913.8,-107362,-4.28566e+06
4658,116450,-2.61342,-0.26811,18075.5,29167.7,-91906.5,12513.3,-108743,-4.41959e+06
4659,116475,-2.60813,-0.195017,17856.9,29552.7,-93906.5,13616.8,-108714,-4.62129e+06
4660,116500,-2.61091,-0.192525,17786.8,29526.5,-95906.5,13640.4,-110558,-4.73396e+06
4661,116525,-2.73113,-0.215162,17978.5,29263.6,-94703.8,12103.7,-108126,-4.73083e+06
4662,116550,-2.85396,-0.253032,18238.7,28876.3,-92703.8,10467.5,-105107,-4.6733e+06
4663,116575,-2.96389,-0.2869,18452.9,28469.6,-90703.8,9143.6,-102022,-4.61626e+06
4664,116600,-3.04595,-0.323723,18585.2,28052.7,-88703.8,8095.27,-99402.2,-4.53555e+06
4665,116625,-3.07451,-0.385325,18566.5,27666.1,-86703.8,7112.78,-98347,-4.3805e+06
4666,116650,-3.05529,-0.426844,18376,27457.5,-84703.8,6686.3,-97655.2,-4.2096e+06
4667,116675,-2.95311,-0.374843,18126.9,27653.1,-84041.3,7927.12,-97562.2,-4.15052e+06
4668,116700,-2.83236,-0.32367,17732.2,28205.6,-86041.3,9849.91,-100408,-4.21909e+06
4669,116725,-2.74392,-0.261046,17599.5,28467,-88041.3,11276.4,-102204,-4.33496e+06
4670,116750,-2.86838,-0.246851,17847.6,28162,-88384.7,10122.7,-100082,-4.46947e+06
4671,116775,-2.98875,-0.190254,18495.1,27496.1,-86988.2,8720.51,-95003.7,-4.56663e+06
4672,116800,-3.03882,-0.244953,18747.5,27123.1,-85337.6,7664.86,-93838.6,-4.45509e+06
4673,116825,-2.931,-0.321319,18768.1,27119.1,-83345.7,7377.72,-95833.7,-4.16395e+06
4674,116850,-2.81624,-0.37513,18530.9,27368.2,-83896.8,7906.26,-99847.6,-4.02991e+06
4675,116875,-2.7496,-0.288212,18243.9,28242.3,-85896.8,10217.3,-100894,-4.18521e+06
4676,116900,-2.79734,-0.204398,18059.5,29695.5,-87896.8,12077.5,-100019,-4.43556e+06
4677,116925,-2.79891,-0.136774,18149.1,30361.4,-89896.8,12984.1,-100135,-4.63402e+06
4678,116950,-2.88727,-0.1831,18399.2,30032.8,-91823.9,11723.4,-101921,-4.74365e+06
4679,116975,-3.0018,-0.197628,18868,29457.7,-89823.9,10200.4,-98236.7,-4.71506e+06
4680,117000,-3.02611,-0.251695,19048.6,29121.9,-87823.9,9282.64,-97271.5,-4.5594e+06
4681,117025,-2.99342,-0.30021,19072.8,28957.5,-86570.8,8798.52,-97949.9,-4.40188e+06
4682,117050,-2.96447,-0.327019,19029.4,28839.9,-86349.6,8579.84,-98966.5,-4.33106e+06
4683,117075,-2.9251,-0.336641,18934.6,28776.2,-86992.5,8668.3,-100565,-4.31942e+06
4684,117100,-2.85554,-0.326835,18787,28798.4,-87701.3,9250.3,-102248,-4.31065e+06
4685,117125,-2.79328,-0.295945,18602.4,28851.7,-87720.3,10112.1,-102484,-4.30039e+06
4686,117150,-2.82594,-0.266505,18503.4,28769.1,-86921.8,10164.3,-100243,-4.32482e+06
4687,117175,-2.94172,-0.230995,18858.1,28347.4,-85630.7,9111.77,-95865,-4.40043e+06
4688,117200,-3.05163,-0.218491,19414.8,27710.9,-84494.6,7715.81,-92245.3,-4.45415e+06
4689,117225,-3.07994,-0.276415,19650.3,27340.3,-82891.7,6689.51,-91563.9,-4.32442e+06
4690,117250,-2.97408,-0.360193,19257.1,26844.3,-80891.7,6134.09,-93563.9,-4.02577e+06
4691,117275,-2.86374,-0.424316,18997.5,27126.1,-81114,6451.68,-97492.6,-3.86294e+06
4692,117300,-2.75481,-0.331568,18853,28162.9,-83114,9168.65,-99393.4,-3.9811e+06
4693,117325,-2.76749,-0.245324,18892,29512.6,-85114,11043.6,-99185.7,-4.20132e+06
4694,117350,-2.75163,-0.167147,19449.1,31061.8,-87114,12640,-99675.5,-4.39211e+06
4695,117375,-2.86777,-0.193176,19946.2,31257,-89114,11472.5,-100508,-4.55945e+06
4696,117400,-2.90642,-0.255162,20147.8,31010.6,-91114,10413.3,-103636,-4.61276e+06
4697,117425,-2.85532,-0.313544,20161,30893.3,-90392.5,10046.6,-105614,-4.44693e+06
4698,117450,-2.75839,-0.357128,20138.2,30866.2,-89193.4,10241,-107513,-4.23603e+06
4699,117475,-2.68871,-0.352206,20022.4,30851.9,-89683.3,10954.1,-109087,-4.20877e+06
4700,117500,-2.63952,-0.306313,19866,30938.6,-91683.3,12084.2,-110573,-4.33757e+06
4701,117525,-2.60827,-0.280246,19766.5,31005.1,-93683.3,12774,-112308,-4.45481e+06
4702,117550,-2.60613,-0.306468,19721.9,30884.8,-94729.7,12484.2,-114110,-4.4734e+06
4703,117575,-2.66886,-0.292746,19657,30665.7,-92729.7,11859.9,-110529,-4.44172e+06
4704,117600,-2.75034,-0.273892,19532.9,30277.5,-90729.7,11092,-106368,-4.43539e+06
4705,117625,-2.82628,-0.250489,19321.2,29820.8,-88729.7,10521.5,-102113,-4.43122e+06
4706,117650,-2.8248,-0.258492,18976.2,29375.3,-86729.7,10367.4,-100150,-4.31777e+06
4707,117675,-2.73024,-0.30284,18537.3,28866.7,-84729.7,10562.1,-100751,-4.08154e+06
4708,117700,-2.61511,-0.287768,18176.4,28599.5,-82729.7,11708.6,-99980.1,-3.91037e+06
4709,117725,-2.50213,-0.212556,17786.7,28995.6,-83043.6,14070.7,-99774.9,-3.94671e+06
4710,117750,-2.41124,-0.139014,17363.2,29710.5,-85043.6,16489.4,-100744,-4.0973e+06
4711,117775,-2.36716,-0.0851917,17194.5,29920.2,-87043.6,17520.7,-101614,-4.25238e+06
4712,117800,-2.51175,-0.0242278,17264,29824.7,-86669.4,15864.6,-97560.7,-4.40974e+06
4713,117825,-2.63247,0.0128881,17322.3,29678.7,-85333.4,14550.9,-93394,-4.47355e+06
4714,117850,-2.5887,-0.0330508,17283.5,29584.1,-83758.4,14859.5,-93812.5,-4.2967e+06
4715,117875,-2.47508,-0.100926,17340.5,29553,-82307.8,15773.3,-96006.1,-4.04711e+06
4716,117900,-2.34698,-0.12263,17319.9,29595.9,-84307.8,17239.9,-100287,-4.03978e+06
4717,117925,-2.3489,-0.0533778,16893,30368.8,-86307.8,18467.7,-99960,-4.25525e+06
4718,117950,-2.37537,0.0121279,16499.3,31312.9,-88307.8,19422.4,-99369,-4.48495e+06
4719,117975,-2.38583,0.0229335,16373.8,31373.6,-90307.8,19449.3,-100818,-4.61631e+06
4720,118000,-2.51761,0.03499,16487.7,31165.4,-88728,17765.5,-97271,-4.62984e+06
4721,118025,-2.60526,0.0123481,16590.7,30887.6,-86728,16624.2,-94824.3,-4.54828e+06
4722,118050,-2.63918,-0.0290657,16639.9,30676.9,-85239.6,16080.4,-94143.9,-4.43374e+06
4723,118075,-2.66569,-0.0662544,16666.5,30482.9,-83912.1,15601.5,-93565.8,-4.32954e+06
4724,118100,-2.70566,-0.0920054,16688.9,30283.6,-82212.1,15027.4,-92041.4,-4.23191e+06
4725,118125,-2.6894,-0.11538,16627.8,30171.6,-81567.7,15014.4,-92306.5,-4.15434e+06
4726,118150,-2.57029,-0.125209,16534.2,30230.1,-82992,16084.9,-95707.7,-4.13369e+06
4727,118175,-2.45167,-0.113433,16426.7,30305.2,-84938.3,17440.6,-98823.7,-4.17635e+06
4728,118200,-2.49775,-0.0861155,16329.6,30224.8,-85312.5,17052.5,-97714.3,-4.26569e+06
4729,118225,-2.65474,-0.0297322,16677,29924.2,-84208.4,15171.6,-92900.2,-4.38446e+06
4730,118250,-2.79372,-0.0211738,17020.5,29538.9,-82817.2,13531.3,-89244.8,-4.4188e+06
4731,118275,-2.78054,-0.0889812,17123.6,29314.6,-80975.1,13179.1,-89629.2,-4.21877e+06
4732,118300,-2.65702,-0.158573,17279,29162.3,-79214,13506.8,-91868.1,-3.93751e+06
4733,118325,-2.52396,-0.192409,17319.2,29324,-81214,14663.4,-96851.1,-3.90099e+06
4734,118350,-2.52082,-0.117188,17277.1,30854,-83214,16588.7,-96870.9,-4.10866e+06
4735,118375,-2.56691,-0.0492044,17520.7,32681.9,-85214,17936.1,-96345.1,-4.34688e+06
4736,118400,-2.6936,-0.0540545,17907.8,33882.1,-87214,17691.9,-96801.6,-4.54072e+06
4737,118425,-2.80392,-0.0925833,18215.2,33854.5,-89214,16523,-98378.5,-4.67221e+06
4738,118450,-2.81363,-0.153359,18356,33581.6,-90154.7,15809.9,-101197,-4.63523e+06
4739,118475,-2.76816,-0.214908,18393.6,33433.1,-89018.4,15538.1,-102858,-4.44371e+06
4740,118500,-2.71566,-0.258861,18369.8,33328.1,-88374.1,15489.1,-104495,-4.301e+06
4741,118525,-2.68095,-0.268827,18278.3,33245.7,-89372.8,15678.5,-106328,-4.31275e+06
4742,118550,-2.64043,-0.268429,18191.2,33225.9,-91372.8,16081.9,-108925,-4.38885e+06
4743,118575,-2.58852,-0.287359,18123.7,33157.1,-93128.4,16375.8,-112046,-4.41503e+06
4744,118600,-2.62913,-0.278433,18059.7,33013.5,-91809.7,16002.4,-109739,-4.39148e+06
4745,118625,-2.74744,-0.269454,18124.2,32692.1,-89809.7,14778,-105473,-4.39281e+06
4746,118650,-2.87013,-0.230527,18498.5,32110.7,-87809.7,13440.2,-100107,-4.44412e+06
4747,118675,-2.98484,-0.221723,18961.8,31494.4,-85809.7,11994.1,-95695.7,-4.44921e+06
4748,118700,-3.01118,-0.287272,19126.6,31096.7,-83809.7,10858.2,-95107.8,-4.275e+06
4749,118725,-2.93563,-0.357473,19126.1,30896.2,-81809.7,10221.2,-96531.9,-4.00707e+06
4750,118750,-2.82425,-0.375557,18944.2,31026.3,-82547.2,10865.5,-99838.7,-3.92492e+06
4751,118775,-2.74721,-0.296987,18799,32053.5,-84547.2,13294.4,-101151,-4.06989e+06
4752,118800,-2.72344,-0.222301,19061.9,33474,-86547.2,15230.7,-101668,-4.25706e+06
4753,118825,-2.77165,-0.209045,19429,34082.2,-88547.2,15225.6,-102645,-4.41878e+06
