Time,StepCount,initial_x_north_lat,initial_y_east_lon,initial_cog,initial_sog,lon_reference,lat_reference,step_size,vessel_length,vessel_width,r_accept,transition_duration,next_wp_x_north,next_wp_y_east,chi_desired_rad,speed_desired,chi_ca_best,u_ca_best,u_current,v_current,r_current,tau_wind_surge,tau_wind_sway,tau_wind_yaw,x_north,y_east,psi,u,v,r,tau_surge,tau_sway,tau_yaw,length_ais,width_ais,lat_rad,lon_rad,lat_deg_ais,lon_deg_ais,true_heading_deg_ais,cog_deg_ais,sog_kts_ais,rot_deg_per_min_ais,cog_error_deg,sog_error_meter_per_sec,mmsi,nav_status,stopping_condition,mmsi_ais,nav_status_ais,in_ned_coord,tau_saturation_enabled,dp_mode,transition_in_progress
151,151,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.021466,0.250000,0.000000,1.000000,1.160446,-0.950455,0.000000,283.176541,-13885.039876,-1526407.993618,-42.839953,-110.779239,0.702532,1.751831,-0.939845,0.009706,-624305.832045,7074.464663,18324821.634035,36.250000,9.900000,1.142746,0.213059,65.474531,12.207375,40.252093,40.252093,3.864400,33.365461,18.772250,-0.379423,0,0,0,0,0,1,1,0,0
152,152,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.027601,0.250000,0.000000,1.000000,1.153206,-0.959227,0.000000,286.280519,-14031.255883,-1542526.393309,-42.395601,-110.377644,0.712237,1.716986,-0.942484,0.010591,-574956.259082,55.047542,16468307.167536,36.250000,9.900000,1.142746,0.213059,65.474535,12.207384,40.808184,40.808184,3.807314,36.409369,18.625096,-0.348939,0,0,0,0,0,1,1,0,0
153,153,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.033229,0.250000,0.000000,1.000000,1.144813,-0.969228,0.000000,286.515828,-14174.980416,-1557340.074113,-41.980001,-109.983470,0.722828,1.684786,-0.945865,0.011363,-533013.195887,-9862.871311,14659222.530959,36.250000,9.900000,1.142746,0.213059,65.474538,12.207392,41.415007,41.415007,3.755780,39.061653,18.391450,-0.322797,0,0,0,0,0,1,1,0,0
154,154,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.038372,0.250000,0.000000,1.000000,1.135353,-0.980293,0.000000,284.148429,-14314.793809,-1570797.668740,-41.590734,-109.594197,0.734191,1.654860,-0.950022,0.012023,-497576.687840,-21870.256289,12904580.388203,36.250000,9.900000,1.142746,0.213059,65.474542,12.207401,42.066035,42.066035,3.709181,41.333511,18.079338,-0.300511,0,0,0,0,0,1,1,0,0
155,155,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.043056,0.250000,0.000000,1.000000,1.124907,-0.992262,0.000000,279.446706,-14449.630840,-1582883.005977,-41.225611,-109.207777,0.746214,1.626881,-0.954967,0.012577,-467810.937662,-35278.425038,11210745.554656,36.250000,9.900000,1.142746,0.213059,65.474545,12.207409,42.754927,42.754927,3.666971,43.237860,17.696643,-0.281634,0,0,0,0,0,1,1,0,0
156,156,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.047302,0.250000,0.000000,1.000000,1.113560,-1.004980,0.000000,272.676989,-14578.711968,-1593607.641682,-40.882650,-108.822579,0.758792,1.600566,-0.960695,0.013029,-442943.932533,-49506.419987,9583351.638679,36.250000,9.900000,1.142746,0.213060,65.474548,12.207417,43.475558,43.475558,3.628666,44.789093,17.251050,-0.265752,0,0,0,0,0,1,1,0,0
157,157,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.051134,0.250000,0.000000,1.000000,1.101396,-1.018296,0.000000,264.099642,-14701.490821,-1603004.993111,-40.560051,-108.437328,0.771820,1.575665,-0.967187,0.013382,-422266.837356,-64069.388048,8027257.923728,36.250000,9.900000,1.142746,0.213060,65.474551,12.207426,44.222043,44.222043,3.593837,46.002837,16.750010,-0.252482,0,0,0,0,0,1,1,0,0
158,158,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.054576,0.250000,0.000000,1.000000,1.088502,-1.032068,0.000000,253.965828,-14817.611506,-1611125.452557,-40.256179,-108.051065,0.785202,1.551964,-0.974413,0.013641,-405133.046643,-78567.880251,6546536.805506,36.250000,9.900000,1.142747,0.213060,65.474554,12.207434,44.988757,44.988757,3.562103,46.895737,16.200716,-0.241464,0,0,0,0,0,1,1,0,0
159,159,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.057649,0.250000,0.000000,1.000000,1.074964,-1.046161,0.000000,242.514976,-14926.872098,-1618032.139455,-39.969547,-107.663097,0.798843,1.529279,-0.982330,0.013813,-390956.834245,-92677.996020,5144483.890370,36.250000,9.900000,1.142747,0.213060,65.474557,12.207442,45.770352,45.770352,3.533129,47.485244,15.610069,-0.232366,0,0,0,0,0,1,1,0,0
160,160,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.060375,0.250000,0.000000,1.000000,1.060868,-1.060452,0.000000,229.972930,-15029.192507,-1623797.137953,-39.698792,-107.272965,0.812656,1.507451,-0.990889,0.013901,-379211.579050,-106142.309252,3823644.390776,36.250000,9.900000,1.142747,0.213060,65.474559,12.207451,46.561773,46.561773,3.506618,47.789425,14.984669,-0.224880,0,0,0,0,0,1,1,0,0
161,161,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.062776,0.250000,0.000000,1.000000,1.046304,-1.074825,0.000000,216.550717,-15124.586050,-1628498.176535,-39.442667,-106.880407,0.826558,1.486350,-1.000034,0.013912,-369427.576102,-118761.524637,2585850.748794,36.250000,9.900000,1.142747,0.213060,65.474561,12.207459,47.358263,47.358263,3.482306,47.826785,14.330796,-0.218724,0,0,0,0,0,1,1,0,0
162,162,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.064872,0.250000,0.000000,1.000000,1.031358,-1.089174,0.000000,202.443883,-15213.134660,-1632215.757878,-39.200022,-106.485329,0.840470,1.465863,-1.009703,0.013851,-361189.466623,-130386.821995,1432267.506940,36.250000,9.900000,1.142747,0.213061,65.474563,12.207468,48.155376,48.155376,3.459964,47.616105,13.654402,-0.213641,0,0,0,0,0,1,1,0,0
163,163,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.066684,0.250000,0.000000,1.000000,1.016118,-1.103406,0.000000,187.832287,-15294.967842,-1635030.760015,-38.969796,-106.087778,0.854321,1.445900,-1.019832,0.013723,-354133.337894,-140912.853727,363440.352835,36.250000,9.900000,1.142747,0.213061,65.474565,12.207476,48.948978,48.948978,3.439387,47.176292,12.961103,-0.209403,0,0,0,0,0,1,1,0,0
164,164,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.068231,0.250000,0.000000,1.000000,1.000669,-1.117435,0.000000,172.880271,-15370.245491,-1637022.520134,-38.751004,-105.687919,0.868044,1.426387,-1.030353,0.013534,-347943.555406,-150271.365585,-620652.985509,36.250000,9.900000,1.142747,0.213061,65.474567,12.207485,49.735250,49.735250,3.420398,46.526247,12.256175,-0.205803,0,0,0,0,0,1,1,0,0
165,165,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.069534,0.250000,0.000000,1.000000,0.985096,-1.131188,0.000000,157.737114,-15439.144555,-1638267.392383,-38.542732,-105.286014,0.881578,1.407268,-1.041201,0.013289,-342349.395981,-158425.414193,-1520551.702123,36.250000,9.900000,1.142747,0.213061,65.474569,12.207494,50.510687,50.510687,3.402840,45.684740,11.544552,-0.202665,0,0,0,0,0,1,1,0,0
166,166,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.070611,0.250000,0.000000,1.000000,0.969481,-1.144599,0.000000,142.537669,-15501.849353,-1638837.749276,-38.344125,-104.882400,0.894867,1.388498,-1.052308,0.012994,-337121.552397,-165364.156188,-2337261.943185,36.250000,9.900000,1.142747,0.213061,65.474571,12.207502,51.272099,51.272099,3.386575,44.670300,10.830825,-0.199832,0,0,0,0,0,1,1,0,0
167,167,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.071481,0.250000,0.000000,1.000000,0.953901,-1.157615,0.000000,127.403124,-15558.545192,-1638801.377849,-38.154385,-104.477478,0.907861,1.370046,-1.063607,0.012654,-332068.578309,-171098.184032,-3072208.716172,36.250000,9.900000,1.142747,0.213061,65.474573,12.207511,52.016604,52.016604,3.371484,43.501123,10.119246,-0.197173,0,0,0,0,0,1,1,0,0
168,168,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.072162,0.250000,0.000000,1.000000,0.938434,-1.170189,0.000000,112.441812,-15609.414827,-1638221.209035,-37.972763,-104.071693,0.920515,1.351891,-1.075036,0.012274,-327033.337654,-175655.382684,-3727190.176282,36.250000,9.900000,1.142747,0.213061,65.474574,12.207520,52.741623,52.741623,3.357461,42.194979,9.413727,-0.194577,0,0,0,0,0,1,1,0,0
169,169,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.072670,0.250000,0.000000,1.000000,0.923150,-1.182284,0.000000,97.750015,-15654.637203,-1637155.312497,-37.798558,-103.665522,0.932789,1.334023,-1.086533,0.011859,-321889.516035,-179077.279865,-4304334.547975,36.250000,9.900000,1.142747,0.213062,65.474576,12.207529,53.444873,53.444873,3.344414,40.769137,8.717848,-0.191952,0,0,0,0,0,1,1,0,0
170,170,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073024,0.250000,0.000000,1.000000,0.908116,-1.193870,0.000000,83.412752,-15694.387930,-1635657.088781,-37.631111,-103.259468,0.944648,1.316437,-1.098041,0.011415,-316538.243523,-181415.860929,-4806059.760838,36.250000,9.900000,1.142747,0.213062,65.474578,12.207538,54.124358,54.124358,3.332263,39.240298,8.034858,-0.189225,0,0,0,0,0,1,1,0,0
171,171,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073239,0.250000,0.000000,1.000000,0.893394,-1.204926,0.000000,69.504503,-15728.840930,-1633775.594918,-37.469804,-102.854042,0.956063,1.299137,-1.109504,0.010945,-310904.869439,-182730.817624,-5235035.752112,36.250000,9.900000,1.142747,0.213062,65.474579,12.207546,54.778363,54.778363,3.320936,37.624540,7.367690,-0.186337,0,0,0,0,0,1,1,0,0
172,172,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073331,0.250000,0.000000,1.000000,0.879042,-1.215436,0.000000,56.089871,-15758.170760,-1631555.947211,-37.314057,-102.449759,0.967007,1.282131,-1.120873,0.010454,-304935.920638,-183087.198484,-5594149.304319,36.250000,9.900000,1.142747,0.213062,65.474580,12.207555,55.405439,55.405439,3.310372,35.937263,6.718958,-0.183246,0,0,0,0,0,1,1,0,0
173,173,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073315,0.250000,0.000000,1.000000,0.865111,-1.225391,0.000000,43.224189,-15782.555186,-1629039.754423,-37.163325,-102.047131,0.977461,1.265432,-1.132101,0.009946,-298596.265903,-182553.427514,-5886471.237300,36.250000,9.900000,1.142747,0.213062,65.474582,12.207564,56.004393,56.004393,3.300514,34.193153,6.090976,-0.179918,0,0,0,0,0,1,1,0,0
174,174,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073206,0.250000,0.000000,1.000000,0.851648,-1.234785,0.000000,30.954058,-15802.177670,-1626265.544852,-37.017100,-101.646658,0.987407,1.249055,-1.143147,0.009427,-291866.500797,-181199.657140,-6115225.752526,36.250000,9.900000,1.142747,0.213062,65.474583,12.207572,56.574279,56.574279,3.291316,32.406144,5.485761,-0.176334,0,0,0,0,0,1,1,0,0
175,175,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.073017,0.250000,0.000000,1.000000,0.838694,-1.243621,0.000000,19.317847,-15817.229498,-1623269.160835,-36.874906,-101.248823,0.996834,1.233020,-1.153971,0.008898,-284740.559840,-179096.421341,-6283761.726897,36.250000,9.900000,1.142747,0.213062,65.474584,12.207581,57.114382,57.114382,3.282732,30.589393,4.905045,-0.172482,0,0,0,0,0,1,1,0,0
176,176,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.072761,0.250000,0.000000,1.000000,0.826283,-1.251901,0.000000,8.346149,-15827.911397,-1620084.103507,-36.736300,-100.854091,1.005732,1.217347,-1.164541,0.008365,-277223.556433,-176313.555280,-6395525.767831,36.250000,9.900000,1.142747,0.213063,65.474586,12.207589,57.624205,57.624205,3.274723,28.755261,4.350289,-0.168360,0,0,0,0,0,1,1,0,0
177,177,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.072451,0.250000,0.000000,1.000000,0.814446,-1.259634,0.000000,-2.131560,-15834.434288,-1616741.794202,-36.600869,-100.462899,1.014097,1.202057,-1.174828,0.007829,-269329.845567,-172919.348734,-6454036.865908,36.250000,9.900000,1.142747,0.213063,65.474587,12.207598,58.103459,58.103459,3.267256,26.915297,3.822691,-0.163971,0,0,0,0,0,1,1,0,0
178,178,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.072097,0.250000,0.000000,1.000000,0.803205,-1.266831,0.000000,-12.669363,-15837.012383,-1613271.060393,-36.468233,-100.075659,1.021926,1.187171,-1.184805,0.007296,-261081.280794,-168979.903552,-6462862.520170,36.250000,9.900000,1.142747,0.213063,65.474588,12.207606,58.552048,58.552048,3.260296,25.080231,3.323201,-0.159326,0,0,0,0,0,1,1,0,0
179,179,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.071712,0.250000,0.000000,1.000000,0.792581,-1.273505,0.000000,-22.421801,-15835.876292,-1609699.670934,-36.338037,-99.692751,1.029222,1.172711,-1.194451,0.006766,-252505.656279,-164558.665091,-6425596.302961,36.250000,9.900000,1.142747,0.213063,65.474589,12.207614,58.970051,58.970051,3.253815,23.259971,2.852533,-0.154437,0,0,0,0,0,1,1,0,0
180,180,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.071305,0.250000,0.000000,1.000000,0.782586,-1.279672,0.000000,-31.384709,-15831.270516,-1606054.275783,-36.209959,-99.314524,1.035988,1.158696,-1.203749,0.006244,-243635.517016,-159716.084968,-6345836.525429,36.250000,9.900000,1.142747,0.213063,65.474590,12.207623,59.357718,59.357718,3.247785,21.463606,2.411179,-0.149324,0,0,0,0,0,1,1,0,0
181,181,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.070884,0.250000,0.000000,1.000000,0.773229,-1.285347,0.000000,-39.560157,-15823.447657,-1602360.006288,-36.083699,-98.941293,1.042231,1.145147,-1.212684,0.005730,-234506.901811,-154509.424041,-6227166.257785,36.250000,9.900000,1.142747,0.213063,65.474591,12.207631,59.715444,59.715444,3.242181,19.699413,1.999422,-0.144009,0,0,0,0,0,1,1,0,0
182,182,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.070459,0.250000,0.000000,1.000000,0.764515,-1.290549,0.000000,-46.955940,-15812.666668,-1598640.510017,-35.958987,-98.573338,1.047961,1.132081,-1.221245,0.005229,-225158.333811,-148992.645216,-6073134.568409,36.250000,9.900000,1.142747,0.213063,65.474592,12.207639,60.043768,60.043768,3.236981,17.974867,1.617350,-0.138515,0,0,0,0,0,1,1,0,0
183,183,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.070038,0.250000,0.000000,1.000000,0.756442,-1.295297,0.000000,-53.585084,-15799.190844,-1594917.953720,-35.835576,-98.210905,1.053190,1.119514,-1.229424,0.004741,-215629.949818,-143216.383777,-5887239.021187,36.250000,9.900000,1.142747,0.213064,65.474594,12.207646,60.343349,60.343349,3.232160,16.296660,1.264872,-0.132868,0,0,0,0,0,1,1,0,0
184,184,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.069626,0.250000,0.000000,1.000000,0.749007,-1.299611,0.000000,-59.465329,-15783.285646,-1591213.009504,-35.713241,-97.854204,1.057931,1.107460,-1.237215,0.004268,-205962.753074,-137227.977690,-5672909.423955,36.250000,9.900000,1.142747,0.213064,65.474595,12.207654,60.614960,60.614960,3.227699,14.670716,0.941729,-0.127096,0,0,0,0,0,1,1,0,0
185,185,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.069232,0.250000,0.000000,1.000000,0.742202,-1.303509,0.000000,-64.618618,-15765.216462,-1587544.832173,-35.591783,-97.503410,1.062198,1.095930,-1.244616,0.003811,-196197.975088,-131071.542624,-5433492.851977,36.250000,9.900000,1.142747,0.213064,65.474596,12.207662,60.859472,60.859472,3.223578,13.102213,0.647511,-0.121225,0,0,0,0,0,1,1,0,0
186,186,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.068860,0.250000,0.000000,1.000000,0.736014,-1.307013,0.000000,-69.070574,-15745.246385,-1583931.034406,-35.471021,-97.158666,1.066009,1.084934,-1.251626,0.003373,-186376.533307,-124788.078755,-5172239.973807,36.250000,9.900000,1.142747,0.213064,65.474597,12.207669,61.077842,61.077842,3.219777,11.595613,0.381668,-0.115284,0,0,0,0,0,1,1,0,0
187,187,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.068514,0.250000,0.000000,1.000000,0.730430,-1.310142,0.000000,-72.849994,-15723.634078,-1580387.665168,-35.350793,-96.820076,1.069382,1.074479,-1.258246,0.002954,-176538.572754,-118415.598541,-4892292.705873,36.250000,9.900000,1.142747,0.213064,65.474598,12.207676,61.271102,61.271102,3.216278,10.154685,0.143528,-0.109301,0,0,0,0,0,1,1,0,0
188,188,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.068201,0.250000,0.000000,1.000000,0.725431,-1.312916,0.000000,-75.988337,-15700.631789,-1576929.195416,-35.230958,-96.487717,1.072336,1.064570,-1.264481,0.002555,-166723.081153,-111989.266695,-4596673.217443,36.250000,9.900000,1.142747,0.213064,65.474599,12.207684,61.440347,61.440347,3.213065,8.782534,-0.067694,-0.103303,0,0,0,0,0,1,1,0,0
189,189,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067923,0.250000,0.000000,1.000000,0.720999,-1.315356,0.000000,-78.519241,-15676.483548,-1573568.513875,-35.111390,-96.161629,1.074891,1.055208,-1.270335,0.002176,-156967.568371,-105541.545320,-4288274.300090,36.250000,9.900000,1.142747,0.213064,65.474600,12.207691,61.586723,61.586723,3.210120,7.481636,-0.252879,-0.097317,0,0,0,0,0,1,1,0,0
190,190,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067683,0.250000,0.000000,1.000000,0.717110,-1.317480,0.000000,-80.478048,-15651.423584,-1570316.934597,-34.991980,-95.841827,1.077067,1.046393,-1.275815,0.001819,-147307.802281,-99102.338812,-3969851.106114,36.250000,9.900000,1.142747,0.213065,65.474601,12.207698,61.711417,61.711417,3.207427,6.253869,-0.412994,-0.091369,0,0,0,0,0,1,1,0,0
191,191,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067484,0.250000,0.000000,1.000000,0.713742,-1.319307,0.000000,-81.901366,-15625.674977,-1567184.217038,-34.872630,-95.528291,1.078887,1.038123,-1.280928,0.001484,-137777.594279,-92699.134519,-3644014.249489,36.250000,9.900000,1.142747,0.213065,65.474602,12.207704,61.815648,61.815648,3.204972,5.100548,-0.549076,-0.085483,0,0,0,0,0,1,1,0,0
192,192,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067329,0.250000,0.000000,1.000000,0.710869,-1.320858,0.000000,-82.826646,-15599.448549,-1564178.598657,-34.753260,-95.220980,1.080370,1.030393,-1.285683,0.001170,-128408.628688,-86357.136351,-3313224.251237,36.250000,9.900000,1.142747,0.213065,65.474603,12.207711,61.900657,61.900657,3.202740,4.022457,-0.662226,-0.079681,0,0,0,0,0,1,1,0,0
193,193,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067218,0.250000,0.000000,1.000000,0.708465,-1.322149,0.000000,-83.291802,-15572.941990,-1561306.839449,-34.633799,-94.919821,1.081540,1.023195,-1.290091,0.000878,-119230.331120,-80099.389533,-2979787.299565,36.250000,9.900000,1.142747,0.213065,65.474604,12.207718,61.967698,61.967698,3.200718,3.019888,-0.753591,-0.073986,0,0,0,0,0,1,1,0,0
194,194,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067153,0.250000,0.000000,1.000000,0.706503,-1.323198,0.000000,-83.334856,-15546.339224,-1558574.277397,-34.514187,-94.624723,1.082419,1.016521,-1.294162,0.000609,-110269.771582,-73946.895576,-2645852.283828,36.250000,9.900000,1.142747,0.213065,65.474605,12.207724,62.018029,62.018029,3.198891,2.092675,-0.824357,-0.068418,0,0,0,0,0,1,1,0,0
195,195,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067134,0.250000,0.000000,1.000000,0.704954,-1.324024,0.000000,-82.993620,-15519.809988,-1555984.893584,-34.394373,-94.335569,1.083028,1.010359,-1.297907,0.000361,-101551.598680,-67918.717170,-2313409.051068,36.250000,9.900000,1.142747,0.213065,65.474607,12.207730,62.052907,62.052907,3.197247,1.240233,-0.875739,-0.062995,0,0,0,0,0,1,1,0,0
196,196,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067163,0.250000,0.000000,1.000000,0.703791,-1.324643,0.000000,-82.305413,-15493.509607,-1553541.385509,-34.274316,-94.052222,1.083388,1.004697,-1.301338,0.000134,-93098.001727,-62032.073252,-1984287.824541,36.250000,9.900000,1.142747,0.213065,65.474608,12.207736,62.073578,62.073578,3.195775,0.461588,-0.908968,-0.057732,0,0,0,0,0,1,1,0,0
197,197,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067239,0.250000,0.000000,1.000000,0.702984,-1.325071,0.000000,-81.306815,-15467.578968,-1551245.247099,-34.153982,-93.774528,1.083523,0.999521,-1.304467,-0.000071,-84928.697893,-56302.424914,-1660159.715704,36.250000,9.900000,1.142747,0.213065,65.474609,12.207742,62.081271,62.081271,3.194463,-0.244583,-0.925288,-0.052645,0,0,0,0,0,1,1,0,0
198,198,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067362,0.250000,0.000000,1.000000,0.702506,-1.325325,0.000000,-80.033444,-15442.144638,-1549096.853913,-34.033344,-93.502316,1.083451,0.994815,-1.307308,-0.000256,-77060.941831,-50743.553063,-1342538.254564,36.250000,9.900000,1.142748,0.213065,65.474610,12.207748,62.077195,62.077195,3.193299,-0.879917,-0.925940,-0.047746,0,0,0,0,0,1,1,0,0
199,199,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067531,0.250000,0.000000,1.000000,0.702328,-1.325419,0.000000,-78.519781,-15417.319139,-1547095.552079,-33.912381,-93.235400,1.083195,0.990561,-1.309873,-0.000421,-69509.555359,-45367.628955,-1032781.858130,36.250000,9.900000,1.142748,0.213065,65.474611,12.207754,62.062529,62.062529,3.192274,-1.446335,-0.912164,-0.043047,0,0,0,0,0,1,1,0,0
200,200,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.067746,0.250000,0.000000,1.000000,0.702422,-1.325369,0.000000,-76.799011,-15393.201339,-1545239.749572,-33.791076,-92.973580,1.082775,0.986743,-1.312175,-0.000566,-62286.974985,-40185.278805,-732097.153067,36.250000,9.900000,1.142748,0.213066,65.474612,12.207760,62.038424,62.038424,3.191378,-1.946004,-0.885181,-0.038555,0,0,0,0,0,1,1,0,0
201,201,-140.000000,-190.000000,35.000000,2.000000,12.209766,65.474915,1.000000,36.250000,9.900000,25.000000,0.000000,-10.000000,-50.000000,1.068006,0.250000,0.000000,1.000000,0.702762,-1.325189,0.000000,-74.902901,-15369.876949,-1543527.008579,-33.669418,-92.716649,1.082209,0.983340,-1.314228,-0.000693,-55403.315125,-35205.643707,-441543.066311,36.250000,9.900000,1.142748,0.213066,65.474613,12.207765,62.005990,62.005990,3.190602,-2.381309,-0.846195,-0.034279,0,0,0,0,0,1,1,0,0
