Time,StepCount,V_wind,psi_wind_deg,ramp_duration,psi,u,v,tau_wind_surge,tau_wind_sway,tau_wind_yaw,enable_ramp
133,133,5.500000,20.000000,10.000000,0.667746,2.181741,-0.930397,197.498843,-13106.778688,-1414944.224991,1
134,134,5.500000,20.000000,10.000000,0.667858,2.181372,-0.930878,197.444069,-13105.497844,-1414792.605052,1
135,135,5.500000,20.000000,10.000000,0.667969,2.181030,-0.931324,197.384779,-13104.392614,-1414657.248779,1
136,136,5.500000,20.000000,10.000000,0.668081,2.180711,-0.931739,197.319233,-13103.468169,-1414538.030005,1
137,137,5.500000,20.000000,10.000000,0.668194,2.180414,-0.932125,197.245860,-13102.728342,-1414434.749765,1
138,138,5.500000,20.000000,10.000000,0.668312,2.180137,-0.932486,197.163256,-13102.175691,-1414347.141256,1
139,139,5.500000,20.000000,10.000000,0.668434,2.179876,-0.932824,197.070182,-13101.811555,-1414274.874830,1
140,140,5.500000,20.000000,10.000000,0.668563,2.179631,-0.933142,196.965560,-13101.636117,-1414217.562992,1
141,141,5.500000,20.000000,10.000000,0.668699,2.179399,-0.933442,196.848469,-13101.648466,-1414174.765385,1
142,142,5.500000,20.000000,10.000000,0.668844,2.179178,-0.933728,196.718139,-13101.846669,-1414145.993742,1
143,143,5.500000,20.000000,10.000000,0.668998,2.178966,-0.934001,196.573948,-13102.227829,-1414130.716785,1
144,144,5.500000,20.000000,10.000000,0.669161,2.178762,-0.934264,196.415413,-13102.788161,-1414128.365052,1
145,145,5.500000,20.000000,10.000000,0.669335,2.112109,-0.934519,216.382850,-13207.654524,-1432346.740571,1
146,146,5.500000,20.000000,10.000000,0.669520,2.044412,-0.934767,237.099039,-13322.738212,-1451841.923280,1
147,147,5.500000,20.000000,10.000000,0.671421,1.982619,-0.935017,254.129050,-13453.270809,-1471508.463572,1
148,148,5.500000,20.000000,10.000000,0.674921,1.926990,-0.935271,267.339715,-13593.197890,-1490703.073791,1
149,149,5.500000,20.000000,10.000000,0.679903,1.876747,-0.935729,276.945188,-13738.201808,-1509081.520314,1
150,150,5.500000,20.000000,10.000000,0.686245,1.831202,-0.936559,283.176541,-13885.039876,-1526407.993618,1
151,151,5.500000,20.000000,10.000000,0.693828,1.789744,-0.937897,286.280519,-14031.255883,-1542526.393309,1
152,152,5.500000,20.000000,10.000000,0.702532,1.751831,-0.939845,286.515828,-14174.980416,-1557340.074113,1
153,153,5.500000,20.000000,10.000000,0.712237,1.716986,-0.942484,284.148429,-14314.793809,-1570797.668740,1
154,154,5.500000,20.000000,10.000000,0.722828,1.684786,-0.945865,279.446706,-14449.630840,-1582883.005977,1
155,155,5.500000,20.000000,10.000000,0.734191,1.654860,-0.950022,272.676989,-14578.711968,-1593607.641682,1
156,156,5.500000,20.000000,10.000000,0.746214,1.626881,-0.954967,264.099642,-14701.490821,-1603004.993111,1
157,157,5.500000,20.000000,10.000000,0.758792,1.600566,-0.960695,253.965828,-14817.611506,-1611125.452557,1
158,158,5.500000,20.000000,10.000000,0.771820,1.575665,-0.967187,242.514976,-14926.872098,-1618032.139455,1
159,159,5.500000,20.000000,10.000000,0.785202,1.551964,-0.974413,229.972930,-15029.192507,-1623797.137953,1
160,160,5.500000,20.000000,10.000000,0.798843,1.529279,-0.982330,216.550717,-15124.586050,-1628498.176535,1
161,161,5.500000,20.000000,10.000000,0.812656,1.507451,-0.990889,202.443883,-15213.134660,-1632215.757878,1
162,162,5.500000,20.000000,10.000000,0.826558,1.486350,-1.000034,187.832287,-15294.967842,-1635030.760015,1
163,163,5.500000,20.000000,10.000000,0.840470,1.465863,-1.009703,172.880271,-15370.245491,-1637022.520134,1
164,164,5.500000,20.000000,10.000000,0.854321,1.445900,-1.019832,157.737114,-15439.144555,-1638267.392383,1
165,165,5.500000,20.000000,10.000000,0.868044,1.426387,-1.030353,142.537669,-15501.849353,-1638837.749276,1
166,166,5.500000,20.000000,10.000000,0.881578,1.407268,-1.041201,127.403124,-15558.545192,-1638801.377849,1
167,167,5.500000,20.000000,10.000000,0.894867,1.388498,-1.052308,112.441812,-15609.414827,-1638221.209035,1
168,168,5.500000,20.000000,10.000000,0.907861,1.370046,-1.063607,97.750015,-15654.637203,-1637155.312497,1
169,169,5.500000,20.000000,10.000000,0.920515,1.351891,-1.075036,83.412752,-15694.387930,-1635657.088781,1
170,170,5.500000,20.000000,10.000000,0.932789,1.334023,-1.086533,69.504503,-15728.840930,-1633775.594918,1
171,171,5.500000,20.000000,10.000000,0.944648,1.316437,-1.098041,56.089871,-15758.170760,-1631555.947211,1
172,172,5.500000,20.000000,10.000000,0.956063,1.299137,-1.109504,43.224189,-15782.555186,-1629039.754423,1
173,173,5.500000,20.000000,10.000000,0.967007,1.282131,-1.120873,30.954058,-15802.177670,-1626265.544852,1
174,174,5.500000,20.000000,10.000000,0.977461,1.265432,-1.132101,19.317847,-15817.229498,-1623269.160835,1
175,175,5.500000,20.000000,10.000000,0.987407,1.249055,-1.143147,8.346149,-15827.911397,-1620084.103507,1
176,176,5.500000,20.000000,10.000000,0.996834,1.233020,-1.153971,-2.131560,-15834.434288,-1616741.794202,1
177,177,5.500000,20.000000,10.000000,1.005732,1.217347,-1.164541,-12.669363,-15837.012383,-1613271.060393,1
178,178,5.500000,20.000000,10.000000,1.014097,1.202057,-1.174828,-22.421801,-15835.876292,-1609699.670934,1
179,179,5.500000,20.000000,10.000000,1.021926,1.187171,-1.184805,-31.384709,-15831.270516,-1606054.275783,1
180,180,5.500000,20.000000,10.000000,1.029222,1.172711,-1.194451,-39.560157,-15823.447657,-1602360.006288,1
181,181,5.500000,20.000000,10.000000,1.035988,1.158696,-1.203749,-46.955940,-15812.666668,-1598640.510017,1
182,182,5.500000,20.000000,10.000000,1.042231,1.145147,-1.212684,-53.585084,-15799.190844,-1594917.953720,1
183,183,5.500000,20.000000,10.000000,1.047961,1.132081,-1.221245,-59.465329,-15783.285646,-1591213.009504,1
184,184,5.500000,20.000000,10.000000,1.053190,1.119514,-1.229424,-64.618618,-15765.216462,-1587544.832173,1
185,185,5.500000,20.000000,10.000000,1.057931,1.107460,-1.237215,-69.070574,-15745.246385,-1583931.034406,1
186,186,5.500000,20.000000,10.000000,1.062198,1.095930,-1.244616,-72.849994,-15723.634078,-1580387.665168,1
187,187,5.500000,20.000000,10.000000,1.066009,1.084934,-1.251626,-75.988337,-15700.631789,-1576929.195416,1
188,188,5.500000,20.000000,10.000000,1.069382,1.074479,-1.258246,-78.519241,-15676.483548,-1573568.513875,1
189,189,5.500000,20.000000,10.000000,1.072336,1.064570,-1.264481,-80.478048,-15651.423584,-1570316.934597,1
190,190,5.500000,20.000000,10.000000,1.074891,1.055208,-1.270335,-81.901366,-15625.674977,-1567184.217038,1
191,191,5.500000,20.000000,10.000000,1.077067,1.046393,-1.275815,-82.826646,-15599.448549,-1564178.598657,1
192,192,5.500000,20.000000,10.000000,1.078887,1.038123,-1.280928,-83.291802,-15572.941990,-1561306.839449,1
193,193,5.500000,20.000000,10.000000,1.080370,1.030393,-1.285683,-83.334856,-15546.339224,-1558574.277397,1
194,194,5.500000,20.000000,10.000000,1.081540,1.023195,-1.290091,-82.993620,-15519.809988,-1555984.893584,1
195,195,5.500000,20.000000,10.000000,1.082419,1.016521,-1.294162,-82.305413,-15493.509607,-1553541.385509,1
196,196,5.500000,20.000000,10.000000,1.083028,1.010359,-1.297907,-81.306815,-15467.578968,-1551245.247099,1
197,197,5.500000,20.000000,10.000000,1.083388,1.004697,-1.301338,-80.033444,-15442.144638,-1549096.853913,1
198,198,5.500000,20.000000,10.000000,1.083523,0.999521,-1.304467,-78.519781,-15417.319139,-1547095.552079,1
199,199,5.500000,20.000000,10.000000,1.083451,0.994815,-1.307308,-76.799011,-15393.201339,-1545239.749572,1
200,200,5.500000,20.000000,10.000000,1.083195,0.990561,-1.309873,-74.902901,-15369.876949,-1543527.008579,1
201,201,5.500000,20.000000,10.000000,1.082775,0.986743,-1.312175,-72.861702,-15347.419097,-1541954.137769,1
202,202,5.500000,20.000000,10.000000,1.082209,0.983340,-1.314228,-70.704072,-15325.888977,-1540517.283449,1
203,203,5.500000,20.000000,10.000000,1.081516,0.980333,-1.316045,-68.457023,-15305.336540,-1539212.018660,1
204,204,5.500000,20.000000,10.000000,1.080715,0.977703,-1.317640,-66.145891,-15285.801222,-1538033.429434,1
205,205,5.500000,20.000000,10.000000,1.079822,0.975427,-1.319025,-63.794315,-15267.312697,-1536976.197506,1
206,206,5.500000,20.000000,10.000000,1.078854,0.973485,-1.320214,-61.424234,-15249.891627,-1536034.678911,1
207,207,5.500000,20.000000,10.000000,1.077826,0.971855,-1.321221,-59.055904,-15233.550424,-1535202.978007,1
